Portfolio,Number of Months,Number of Outliers,Outlier Percentage,Original CAGR (%),Adjusted CAGR (%),CAGR Difference (%)
top5,62,2,3.225806451612903,148.22344536198554,120.92640458254267,27.297040779442867
