Portfolio,Year,Month,Month Name,Year-Month,Start Date,End Date,Start Equity,End Equity,Monthly Return (%),Max Drawdown (%),Volatility (%),Number of Trades,Win Rate (%),Cumulative Return,Original Return (%),Is Outlier,Z-Score
top9,2020,2,February,2020-02,2020-02-07 08:15:00,2020-02-08 08:45:00,10000.0,10178.47846555475,1.7847846555475,0.0,0.0,1,100.0,10178.47846555475,,,
top9,2020,3,March,2020-03,2020-03-02 08:00:00,2020-03-30 08:00:00,10178.47846555475,8485.516266444882,-16.63276298946905,-29.67504742004379,121.74483293459515,4,25.0,8485.516266444882,,,
top9,2020,4,April,2020-04,2020-04-03 08:00:00,2020-04-27 07:45:00,8485.516266444882,8462.931703120095,-0.26615426351953575,-1.078970042753813,9.59929771293254,2,0.0,8462.931703120095,,,
top9,2020,5,May,2020-05,2020-05-04 08:45:00,2020-05-28 08:00:00,8462.931703120095,8462.931703120095,0.0,0.0,0.0,1,0.0,8462.931703120095,,,
top9,2020,6,June,2020-06,2020-06-06 08:45:00,2020-06-21 08:00:00,8462.931703120095,8566.554536359947,1.2244318739054405,0.0,11.22210349097661,2,50.0,8566.554536359947,,,
top9,2020,7,July,2020-07,2020-07-03 09:00:00,2020-07-27 08:45:00,8566.554536359947,8613.084733952935,0.5431611670187353,-2.81230827883463,24.141859483966996,2,0.0,8613.084733952935,,,
top9,2020,8,August,2020-08,2020-08-04 12:00:00,2020-08-29 08:00:00,8613.084733952935,8703.409644249161,1.048694086802171,-0.6320916657981734,6.105858818734059,3,0.0,8703.409644249161,,,
top9,2020,9,September,2020-09,2020-09-01 08:00:00,2020-09-29 08:00:00,8703.409644249161,8569.349731915132,-1.5403148629527075,-2.1666996086015744,10.08556539876199,4,25.0,8569.349731915132,,,
top9,2020,10,October,2020-10,2020-10-03 12:00:00,2020-10-31 07:00:00,8569.349731915132,8581.334577515561,0.13985711839714643,-2.707755697796177,15.58360603321571,1,0.0,8581.334577515561,,,
top9,2020,11,November,2020-11,2020-11-01 06:45:00,2020-11-28 08:00:00,8581.334577515561,10188.581260961126,18.729565534675707,-1.0662844414564332,18.232163484702266,5,40.0,10188.581260961124,,,
top9,2020,12,December,2020-12,2020-12-02 07:00:00,2020-12-31 07:00:00,10188.581260961126,10975.916524611715,7.727624126308608,-0.8263699359826404,9.858607143866543,6,50.0,10975.916524611715,,,
top9,2021,1,January,2021-01,2021-01-02 04:00:00,2021-01-31 07:00:00,10975.916524611715,13399.08827661411,22.07717001645215,-7.550897522044464,41.246217474780025,6,66.66666666666666,13399.088276614111,,,
top9,2021,2,February,2021-02,2021-02-01 01:30:00,2021-02-28 07:00:00,13399.08827661411,14187.710563377383,5.8856413994949515,-2.9534269900383214,33.635882319184645,6,100.0,22290.32079102517,66.35699631839304,True,5.284551289600406
top9,2021,3,March,2021-03,2021-03-01 07:00:00,2021-03-29 16:15:00,14187.710563377383,17849.73284749526,25.811227736563946,-0.10431378156209314,23.77689150566499,5,80.0,28043.726253607343,,,
top9,2021,4,April,2021-04,2021-04-01 07:00:00,2021-04-30 08:00:00,17849.73284749526,18303.41080012204,2.541651219673269,-10.107274830288592,61.26829289166324,3,33.33333333333333,28756.499963973984,,,
top9,2021,5,May,2021-05,2021-05-03 01:30:00,2021-05-31 08:00:00,18303.41080012204,21138.77512179431,15.490906873233513,-5.955619861122042,41.153007905235874,6,50.0,33211.14259339462,,,
top9,2021,6,June,2021-06,2021-06-01 08:45:00,2021-06-28 07:00:00,21138.77512179431,24048.400262783194,13.764398004258194,-4.488330896921489,38.28183299483043,5,40.0,37782.456441711176,,,
top9,2021,7,July,2021-07,2021-07-02 07:00:00,2021-07-30 09:00:00,24048.400262783194,24636.29353369722,2.444625274404788,-4.124623190125066,30.980986861807057,5,40.0,38706.09592117623,,,
top9,2021,8,August,2021-08,2021-08-03 08:00:00,2021-08-31 06:45:00,24636.29353369722,25843.592413186572,4.900489100919447,-4.084282746056179,23.329352141478438,4,75.0,40602.883933184894,,,
top9,2021,9,September,2021-09,2021-09-01 04:00:00,2021-09-29 08:00:00,25843.592413186572,28698.81303466466,11.04807944587931,-0.7378363679305444,26.690118146788105,5,20.0,45088.72280744133,,,
top9,2021,10,October,2021-10,2021-10-02 07:00:00,2021-10-30 03:30:00,28698.81303466466,34379.15762008423,19.792960003462202,-0.38444922118251457,20.386790279197562,6,66.66666666666666,54013.11567879013,,,
top9,2021,11,November,2021-11,2021-11-03 03:30:00,2021-11-28 19:30:00,34379.15762008423,33119.45992267713,-3.6641319468257993,-8.265167805087014,31.965420386975545,3,33.33333333333333,52034.003851727604,,,
top9,2021,12,December,2021-12,2021-12-01 03:00:00,2021-12-31 08:30:00,33119.45992267713,30926.95536308869,-6.619988866688065,-13.190287487338082,54.413057925843376,5,40.0,48589.3585898512,,,
top9,2022,1,January,2022-01,2022-01-01 00:30:00,2022-01-30 07:00:00,30926.95536308869,30847.52859611312,-0.2568205180338179,-2.6087884130933436,17.543713347940233,4,0.0,48464.571147411436,,,
top9,2022,2,February,2022-02,2022-02-03 03:30:00,2022-02-28 15:15:00,30847.52859611312,32726.49988789069,6.091156657568764,-0.6839514262183988,18.369994172633973,3,33.33333333333333,51416.62409941913,,,
top9,2022,3,March,2022-03,2022-03-03 08:00:00,2022-03-31 03:30:00,32726.49988789069,34954.70107960729,6.808553311077015,0.0,8.638344374987732,4,25.0,54917.35236198416,,,
top9,2022,4,April,2022-04,2022-04-01 14:00:00,2022-04-28 03:30:00,34954.70107960729,37405.59336767042,7.011624223252189,-0.3032698465093131,20.62319225822877,4,25.0,58767.9507429658,,,
top9,2022,5,May,2022-05,2022-05-02 07:00:00,2022-05-31 03:30:00,37405.59336767042,42452.71260400904,13.492953277679675,-11.988481077211633,53.6342902786226,7,42.857142857142854,66697.48287896399,,,
top9,2022,6,June,2022-06,2022-06-02 23:30:00,2022-06-28 06:30:00,42452.71260400904,50201.12071650018,18.25185632957509,-4.067431679860722,24.018172486886407,6,50.0,78871.01162947544,,,
top9,2022,7,July,2022-07,2022-07-01 08:00:00,2022-07-31 04:15:00,50201.12071650018,50720.275335939135,1.0341494612655433,-4.149020363963207,21.380259441725062,2,0.0,79686.65577133634,,,
top9,2022,8,August,2022-08,2022-08-02 08:00:00,2022-08-30 07:00:00,50720.275335939135,54250.50319135043,6.960190637825381,0.0,12.432123625554754,4,50.0,85232.99892592903,,,
top9,2022,9,September,2022-09,2022-09-02 03:45:00,2022-09-28 14:45:00,54250.50319135043,65278.31793635536,20.327580568438265,-4.067550002932685,35.25258400543843,6,66.66666666666666,102558.80545349336,,,
top9,2022,10,October,2022-10,2022-10-01 03:30:00,2022-10-31 09:45:00,65278.31793635536,65685.56309617733,0.6238597633888565,-1.0314577980713668,8.216448318436312,2,50.0,103198.62857452997,,,
top9,2022,11,November,2022-11,2022-11-01 00:15:00,2022-11-30 08:00:00,65685.56309617733,70175.13704279833,6.834947795221513,-0.7566571384196918,15.313262236665718,3,33.33333333333333,110252.20096298364,,,
top9,2022,12,December,2022-12,2022-12-04 08:00:00,2022-12-28 07:00:00,70175.13704279833,71302.08431314053,1.6059067610439959,-0.8983355464010967,6.843729355216683,5,20.0,112022.748512448,,,
top9,2023,1,January,2023-01,2023-01-01 09:00:00,2023-01-30 23:00:00,71302.08431314053,73926.80035120879,3.681121054668157,-4.630389339062768,17.993049663295913,5,40.0,116146.44149395768,,,
top9,2023,2,February,2023-02,2023-02-02 07:45:00,2023-02-26 09:00:00,73926.80035120879,75691.55936527846,2.3871708307213524,-4.324174792827417,20.56910860234958,6,33.33333333333333,118919.0554662223,,,
