Portfolio,Number of Months,Number of Outliers,Outlier Percentage,Original CAGR (%),Adjusted CAGR (%),CAGR Difference (%)
top6,61,1,1.639344262295082,183.43360639115738,163.92258486022703,19.51102153093035
