Portfolio,Number of Months,Number of Outliers,Outlier Percentage,Original CAGR (%),Adjusted CAGR (%),CAGR Difference (%)
top1,66,1,1.5151515151515151,144.41230244927362,130.45088336824847,13.961419081025156
