Portfolio,Number of Months,Number of Outliers,Outlier Percentage,Original CAGR (%),Adjusted CAGR (%),CAGR Difference (%)
top6,61,1,1.639344262295082,193.61266582444063,177.1725999144695,16.44006590997114
