Portfolio,Year,Month,Month Name,Year-Month,Start Date,End Date,Start Equity,End Equity,Monthly Return (%),Max Drawdown (%),Volatility (%),Number of Trades,Win Rate (%),Cumulative Return
top1,2022,1,January,2022-01,2022-01-01 08:15:00,2022-01-30 03:30:00,104465.05152085362,104933.90082767988,0.44880972152938625,-6.124831169959322,26.896146052289005,5,60.0,90742.09146920363
top1,2022,2,February,2022-02,2022-02-03 03:30:00,2022-02-27 03:30:00,104933.90082767988,110967.08937222247,5.749513262115502,-3.3948015277158627,29.605913592546717,6,50.0,95959.32005254648
top1,2022,3,March,2022-03,2022-03-03 07:00:00,2022-03-29 16:45:00,110967.08937222247,121328.44121135175,9.337319648327158,-0.08833942819150842,13.133802950557735,4,50.0,104919.34849821405
top1,2022,4,April,2022-04,2022-04-03 07:00:00,2022-04-28 08:00:00,121328.44121135175,127349.21452232472,4.96237588718782,-0.13103285095594774,16.07595896204222,3,33.33333333333333,110125.84094908398
top1,2022,5,May,2022-05,2022-05-02 07:00:00,2022-05-30 03:30:00,127349.21452232472,129126.06535640998,1.3952585736394685,-7.691360322596852,33.495208011682806,5,60.0,111662.38118671863
top1,2022,6,June,2022-06,2022-06-03 07:00:00,2022-06-29 14:15:00,129126.06535640998,134747.93123980582,4.353780832613885,-8.757056600781121,31.0877152755893,6,50.0,116523.91653606624
top1,2022,7,July,2022-07,2022-07-01 07:00:00,2022-07-31 18:15:00,134747.93123980582,158612.15900094179,17.710273947483234,-0.9006715358432227,18.709461670629896,8,62.5,137160.6213689403
top1,2022,8,August,2022-08,2022-08-03 06:00:00,2022-08-30 08:00:00,158612.15900094179,170704.30210039896,7.623717611324721,-4.342648033106011,16.82021797257267,5,100.0,147617.3598160466
top1,2022,9,September,2022-09,2022-09-03 08:00:00,2022-09-30 00:15:00,170704.30210039896,190069.9237377852,11.344542228347843,-1.3318789281702936,18.763405448314526,3,33.33333333333333,164363.8735367502
top1,2022,10,October,2022-10,2022-10-01 04:00:00,2022-10-29 09:00:00,190069.9237377852,202853.57175494448,6.725760586296237,-1.1102230246251565e-14,14.168756548561934,3,66.66666666666666,175418.59416119472
top1,2022,11,November,2022-11,2022-11-01 00:15:00,2022-11-30 02:30:00,204085.86757734162,238891.24636770476,17.054281711678577,0.0,17.061978516649706,7,57.14285714285714,205334.97538411102
top1,2022,12,December,2022-12,2022-12-04 07:00:00,2022-12-31 00:45:00,238891.24636770476,259300.33977514002,8.543257117098912,-5.040866204249761,37.353650375933945,5,40.0,222877.27028250738
top1,2023,1,January,2023-01,2023-01-01 07:00:00,2023-01-31 15:15:00,261262.79316353452,298674.08423657075,14.319410207644466,-8.187128686197154,31.641764073954604,6,66.66666666666666,254791.9808738601
top1,2023,2,February,2023-02,2023-02-02 07:00:00,2023-02-27 07:00:00,298674.08423657075,330067.9001810024,10.51106125416812,-2.220446049250313e-14,12.219086479182808,5,40.0,281573.32205421984
top1,2023,3,March,2023-03,2023-03-02 08:45:00,2023-03-30 07:00:00,330067.9001810024,376844.80305673956,14.171903069061154,-2.8514492662595314,30.398253897238277,4,75.0,321477.62032407924
top1,2023,4,April,2023-04,2023-04-03 07:00:00,2023-04-29 03:15:00,376844.80305673956,340564.759332173,-9.627316983088152,-12.208787841769219,43.04855044577588,2,0.0,290527.9507857915
top1,2023,5,May,2023-05,2023-05-01 07:00:00,2023-05-29 04:00:00,340564.759332173,342710.4602424582,0.6300419674933,-0.5997270712457925,6.521463022194229,3,0.0,292358.39880304027
top1,2023,6,June,2023-06,2023-06-02 07:00:00,2023-06-30 03:30:00,342710.4602424582,339610.2874256551,-0.9046040831697466,-0.9046040831697466,4.145416685091492,1,0.0,289713.7127899783
top1,2023,7,July,2023-07,2023-07-04 04:00:00,2023-07-28 12:00:00,339610.2874256551,347083.7074372061,2.200587051765046,-2.220446049250313e-14,5.993387594805693,2,50.0,296089.1152408223
top1,2023,8,August,2023-08,2023-08-01 07:00:00,2023-08-29 07:00:00,347083.7074372061,358029.36087387183,3.1536062344977633,-3.251198139884137,17.321440336275764,5,60.0,305426.6000387262
top1,2023,9,September,2023-09,2023-09-02 08:00:00,2023-09-30 02:30:00,358029.36087387183,379785.648623085,6.076676978701068,-0.6725377358490658,6.856996922459676,7,42.857142857142854,323986.3879301088
top1,2023,10,October,2023-10,2023-10-01 03:00:00,2023-10-29 12:00:00,379785.648623085,376630.1232307287,-0.8308700983822415,-4.937970674705728,19.94334753547173,5,20.0,321294.48190996883
top1,2023,11,November,2023-11,2023-11-01 07:00:00,2023-11-29 14:30:00,376630.1232307287,449403.2546032545,19.32217496260753,-3.858876167293812,32.959512450211854,7,85.71428571428571,383375.5638498164
top1,2023,12,December,2023-12,2023-12-01 05:00:00,2023-12-31 08:00:00,449403.2546032545,534361.8781000692,18.90476373425878,-6.532625991651042,32.221403453867765,7,57.14285714285714,455851.8084105066
top1,2024,1,January,2024-01,2024-01-04 14:00:00,2024-01-31 12:30:00,534361.8781000692,590855.9806410065,10.572255405232656,-9.324030948361184,35.81040166165677,8,62.5,504045.62586503715
top1,2024,2,February,2024-02,2024-02-01 14:00:00,2024-02-29 14:00:00,590855.9806410065,630551.0037424313,6.718223120693567,-7.082061297980202,19.70705781215023,7,42.857142857142854,537908.5356407467
top1,2024,3,March,2024-03,2024-03-02 02:00:00,2024-03-30 02:15:00,636787.934274976,660369.616792059,3.7032238281857977,-24.00414789710804,151.38105670604892,6,66.66666666666666,557828.49270644
top1,2024,4,April,2024-04,2024-04-01 07:00:00,2024-04-30 22:30:00,660369.616792059,671454.4016770781,1.6785728178813963,-5.426898658536605,23.86434744155578,7,28.57142857142857,567192.0501554079
top1,2024,5,May,2024-05,2024-05-01 18:15:00,2024-05-31 14:45:00,692295.8636010841,677555.4269524417,-2.129210562080752,-11.516016001178897,80.03772154676895,4,0.0,555115.3371162165
top1,2024,6,June,2024-06,2024-06-01 12:00:00,2024-06-29 07:30:00,684759.6437347559,741195.1109127983,8.241646203073106,-3.981645744359663,19.63023124023802,7,71.42857142857143,600865.9792203318
top1,2024,7,July,2024-07,2024-07-05 12:00:00,2024-07-30 03:30:00,741195.1109127983,807761.0506447732,8.980892986463097,-1.0490914690760467,17.24651057566117,8,50.0,654829.1098061734
top1,2024,8,August,2024-08,2024-08-03 14:00:00,2024-08-31 12:00:00,807761.0506447732,784464.4769258894,-2.884092232509594,-8.70548893717178,35.369933106977484,4,75.0,635943.2343140418
top1,2024,9,September,2024-09,2024-09-01 16:00:00,2024-09-30 18:00:00,792996.121021656,936225.147047435,18.061756196392253,-2.526037632635969,24.98693296295925,7,57.14285714285714,750805.7508432955
top1,2024,10,October,2024-10,2024-10-01 00:15:00,2024-10-30 12:30:00,944812.9993169155,1095926.419877769,15.994003117030143,-1.1883685046901626,13.87830706961111,7,57.14285714285714,870889.6460360138
top1,2024,11,November,2024-11,2024-11-03 14:15:00,2024-11-30 18:30:00,1095926.419877769,1319353.3559217826,20.387038033897653,-7.965075029463009,35.946968154510714,11,81.81818181818183,1048438.2494066525
top1,2024,12,December,2024-12,2024-12-01 03:30:00,2024-12-30 14:30:00,1320433.875808257,1469992.5371763294,11.326478675543328,-9.191173844289025,35.80574240376049,10,70.0,1167189.384151937
top1,2025,1,January,2025-01,2025-01-02 11:45:00,2025-01-31 11:30:00,1469992.5371763294,1783686.0740089403,21.33980472004142,-3.513590790918786,40.166101363696114,7,42.857142857142854,1416265.3194430145
top1,2025,2,February,2025-02,2025-02-01 18:15:00,2025-02-26 19:00:00,1785358.9725996808,1825928.8592917891,2.2723657995251223,-11.944448282470754,50.56273677402885,4,75.0,1448448.0481925725
top1,2025,3,March,2025-03,2025-03-03 10:15:00,2025-03-05 12:15:00,1825928.8592917891,1998844.9291357982,9.470033236184072,0.0,0.0,1,100.0,1585616.5597652688
