Portfolio,Number of Months,Number of Outliers,Outlier Percentage,Original CAGR (%),Adjusted CAGR (%),CAGR Difference (%)
top7,62,2,3.225806451612903,122.2349939895309,95.16015531488094,27.074838674649968
