Portfolio,Year,Month,Month Name,Year-Month,Start Date,End Date,Start Equity,End Equity,Monthly Return (%),Max Drawdown (%),Volatility (%),Number of Trades,Win Rate (%)
top4,2020,1,January,2020-01,2020-01-22 07:45:00,2020-01-29 17:45:00,10000.0,10189.986983052164,1.8998698305216388,0.0,9.950824441740764,1,100.0
top4,2020,2,February,2020-02,2020-02-06 08:00:00,2020-02-27 12:15:00,10189.986983052164,10565.92644530693,3.68930267408607,-1.5922823276755094,16.91353456777472,3,33.33333333333333
top4,2020,3,March,2020-03,2020-03-01 12:00:00,2020-03-29 08:00:00,10565.92644530693,9543.796424948277,-9.673832442896213,-20.9669170113705,67.54543635721116,8,50.0
top4,2020,4,April,2020-04,2020-04-02 08:00:00,2020-04-30 12:00:00,9543.796424948277,10197.254730237877,6.846943042303422,-0.9542167115370703,16.77976473628142,3,33.33333333333333
top4,2020,5,May,2020-05,2020-05-01 04:45:00,2020-05-28 08:45:00,10398.594115005644,10837.531178783795,4.221119306356469,0.0,8.336349327054464,5,20.0
top4,2020,6,June,2020-06,2020-06-01 08:00:00,2020-06-29 08:00:00,10837.531178783795,11812.014601676909,8.991747352947144,0.0,26.030953204651887,4,50.0
top4,2020,7,July,2020-07,2020-07-03 08:45:00,2020-07-31 08:00:00,11812.014601676909,12329.480424525473,4.380843067829443,-1.1102230246251565e-14,8.879184366729874,3,33.33333333333333
top4,2020,8,August,2020-08,2020-08-02 16:45:00,2020-08-31 08:15:00,12075.976507944619,14171.323147073957,17.351363989080614,-0.7937471840712251,24.13103957973822,6,33.33333333333333
top4,2020,9,September,2020-09,2020-09-01 01:30:00,2020-09-30 08:00:00,14374.939999026847,19599.199705501484,36.34282791321779,-1.1102230246251565e-14,42.96098369774668,6,50.0
top4,2020,10,October,2020-10,2020-10-01 19:15:00,2020-10-31 07:00:00,19760.55152390224,17967.277741137095,-9.075018885965868,-10.18907506754122,31.86662188754989,5,40.0
top4,2020,11,November,2020-11,2020-11-01 07:00:00,2020-11-30 20:45:00,18236.39124366543,23316.183705102132,27.855250490972082,-12.89468586313559,52.837921875720504,11,63.63636363636363
top4,2020,12,December,2020-12,2020-12-01 13:45:00,2020-12-30 07:00:00,23379.7606398604,24689.279069245345,5.60107714341751,-5.926253235930156,23.913502738720695,7,85.71428571428571
top4,2021,1,January,2021-01,2021-01-02 01:45:00,2021-01-31 07:45:00,24857.79836551458,35753.24143503168,43.831086362951744,-2.7691921849369416,35.96583583535289,7,71.42857142857143
top4,2021,2,February,2021-02,2021-02-01 07:00:00,2021-02-28 07:30:00,35753.24143503168,53580.917043337235,49.86310301599024,-4.123480499979449,28.41381686672097,10,80.0
top4,2021,3,March,2021-03,2021-03-02 21:30:00,2021-03-28 07:00:00,53635.07277955838,67844.56712264227,26.49291518906911,-2.2826550445614435,23.949050111469774,8,87.5
top4,2021,4,April,2021-04,2021-04-01 07:00:00,2021-04-29 08:00:00,67844.56712264227,65074.49400234556,-4.082969702333372,-16.633467646554678,90.02118325765612,8,37.5
top4,2021,5,May,2021-05,2021-05-03 07:00:00,2021-05-31 07:00:00,65074.49400234556,81759.6956664231,25.640155824302123,-3.8035993107323307,37.38597762436348,5,40.0
