Portfolio,Year,Month,Month Name,Year-Month,Start Date,End Date,Start Equity,End Equity,Monthly Return (%),Max Drawdown (%),Volatility (%),Number of Trades,Win Rate (%)
top6,2020,3,March,2020-03,2020-03-01 08:00:00,2020-03-30 05:15:00,10000.0,7829.706370614491,-21.70293629385509,-31.0283937403809,102.53811766689932,5,40.0
top6,2020,4,April,2020-04,2020-04-02 08:00:00,2020-04-30 08:00:00,7829.706370614491,8566.278093697756,9.407399054550458,-0.8499023172355957,16.895034412603223,6,33.33333333333333
top6,2020,5,May,2020-05,2020-05-04 08:15:00,2020-05-28 08:15:00,8566.278093697756,8883.136291447983,3.698901603291871,-0.5265690496765174,9.632710357316846,2,0.0
top6,2020,6,June,2020-06,2020-06-01 08:00:00,2020-06-29 08:00:00,8883.136291447983,9386.273834028458,5.663962885100138,-1.183783368475111,9.157900875399616,4,75.0
top6,2020,7,July,2020-07,2020-07-03 08:15:00,2020-07-31 08:00:00,9386.273834028458,10507.501973131071,11.945401965983326,-2.220446049250313e-14,24.424293685666765,4,50.0
top6,2020,8,August,2020-08,2020-08-01 09:00:00,2020-08-29 08:00:00,10881.42729376487,12489.042265282249,14.773934780031595,-6.599515256213162,45.99287337979605,6,50.0
top6,2020,9,September,2020-09,2020-09-01 08:00:00,2020-09-29 07:00:00,12489.042265282249,13545.53936881663,8.459392490577855,-7.7749525227085,54.27147256262719,6,66.66666666666666
top6,2020,10,October,2020-10,2020-10-02 04:00:00,2020-10-31 07:00:00,13619.07477377053,15536.217216559353,14.076891966854577,-0.752100581791193,14.897372356585215,7,71.42857142857143
top6,2020,11,November,2020-11,2020-11-01 08:00:00,2020-11-29 07:00:00,15536.217216559353,17044.21017180316,9.7063071030991,-15.425908246197118,73.15945440410933,5,40.0
top6,2020,12,December,2020-12,2020-12-01 14:45:00,2020-12-30 07:00:00,17612.18919800568,17992.422040833248,2.158918681560751,-2.631610357193448,16.15247368484819,5,40.0
