Portfolio,Start Date,End Date,Total Return (%),CAGR (%),Max Drawdown (%),Recovery Factor,Sharpe Ratio,Sortino Ratio,Calmar Ratio,Volatility (%),Win Rate (%),Profit Factor,Average Profit (%),Average Loss (%),Profit/Loss Ratio,Number of Trades,Number of Periods
top7,2020-02-10 17:45:00,2025-03-03 12:30:00,5758.370719386367,123.65745335264889,-44.84659764395257,128.40150695719203,2.384946720687851,1.358938855408844,2.7573430282135063,38.63949943427777,49.808429118773944,7.384592443962628,2.1935392455453933,-0.29477519411807007,7.441397001223878,261,590
