Portfolio,Start Date,End Date,Total Return (%),CAGR (%),Max Drawdown (%),Recovery Factor,Sharpe Ratio,Sortino Ratio,Calmar Ratio,Volatility (%),Win Rate (%),Profit Factor,Average Profit (%),Average Loss (%),Profit/Loss Ratio,Number of Trades,Number of Periods
top2,2019-12-12 17:45:00,2025-03-06 15:15:00,117844.0534596124,286.72098271180704,-20.934522917855848,5629.173109032198,3.263698791053068,2.8076838270074616,13.696083920176267,39.41307645640145,56.024096385542165,7.099366431294758,2.7918795774684386,-0.5009993675160501,5.572620962199114,332,644
top5,2020-02-03 07:45:00,2025-03-04 21:30:00,57352.28493380661,249.15287417902908,-21.9872936793415,2608.428566526713,3.3496919874556763,2.8418865174593306,11.331675367265618,38.0025735187488,53.597122302158276,8.44544885577881,2.494752065783334,-0.3411938644119027,7.311831559701117,278,622
top3,2020-01-17 17:45:00,2025-03-07 13:15:00,8871.09451650034,140.1122349812212,-37.73947797258836,235.06139970838382,2.413881830095249,1.7178293455441491,3.712617198441116,38.37776510064269,50.171821305841924,3.2367311895766258,2.444042724358756,-0.7603035430771105,3.214561797867197,291,629
top6,2020-02-03 08:00:00,2025-03-06 06:00:00,7043.409418482864,131.54817194223068,-19.762978559528566,356.3941233487266,2.8222810592572705,2.1498877638380893,6.656292802524231,31.284522578345136,50.72992700729927,4.178322968797873,2.2642890708630454,-0.5579700599539545,4.058083458904411,274,603
top10,2020-02-27 12:00:00,2025-03-07 09:30:00,6275.4944637494345,128.75873942928152,-19.527625953152704,321.36494619491964,3.126252848802636,2.142917195655007,6.593670922321903,31.46592774988301,46.34146341463415,5.654390739779872,2.8030919738217492,-0.4281366942292244,6.54718927763985,246,568
top7,2020-02-10 17:45:00,2025-03-03 12:30:00,5758.370719386367,123.65745335264889,-44.84659764395257,128.40150695719203,2.384946720687851,1.358938855408844,2.7573430282135063,38.63949943427777,49.808429118773944,7.384592443962628,2.1935392455453933,-0.29477519411807007,7.441397001223878,261,590
top4,2020-01-29 17:45:00,2025-03-04 04:45:00,4467.166713961464,111.79049283460012,-35.99611382919568,124.10136091797332,2.0390204864247097,1.246969619557898,3.105626717513301,38.97890269206973,52.508361204013376,5.660134236421858,2.428216707722707,-0.4743206363105938,5.1193570800758215,299,595
top9,2020-03-02 08:45:00,2025-03-04 14:15:00,4310.94622774172,113.10394065879441,-31.528334702175254,136.7324430060777,2.580989019182682,1.8973829931486916,3.587374395990251,35.02641568346319,48.20717131474104,5.7474592945506195,2.328882219727478,-0.3771495892564415,6.1749562668725675,251,557
top8,2020-02-23 08:00:00,2025-03-05 06:00:00,4148.659005322181,110.82447270115212,-26.737858355180077,155.1604825716506,2.6387664977217704,1.7119075829700343,4.144852262622652,31.77354551097024,48.65900383141762,7.247603576064585,2.3994439515619352,-0.3137726616354021,7.647077788918539,261,580
top1,2019-10-01 17:45:00,2025-03-05 15:00:00,-1052.6990983722583,,-808.439653761317,1.3021368923141123,1.26170236713614,0.7215794503097304,,67.86282864579533,55.35168195718655,2.3031972311175006,3.3002899557255265,-1.7764242248960722,1.8578276007909127,327,648
