Portfolio,Number of Months,Number of Outliers,Outlier Percentage,Original CAGR (%),Adjusted CAGR (%),CAGR Difference (%)
top8,61,1,1.639344262295082,81.67204926195899,75.06747073651626,6.604578525442733
