normalized_period,symbol,original_period,out_sample_range,net_profit,winning_trades,total_trades,win_rate,max_drawdown,recovery_factor,selected_based_on_period,rank_in_prev_period,profit_rank_prev_period,wins_rank_prev_period,recovery_rank_prev_period,final_rank_prev_period
54,ETHUSDT,11,2020-01-11 07:45:00 to 2020-01-13 07:45:00,0.0,0,0,0.0,0.0,0.0,53,3,3,2,2,2.45
58,BTCUSDT,40,2020-01-18 17:45:00 to 2020-01-20 17:45:00,0.0,0,0,0.0,0.0,0.0,57,3,1,1,3,1.9000000000000001
62,LTCUSDT,2,2020-01-27 08:00:00 to 2020-01-29 08:00:00,-1.171932293937239,0,1,0.0,-1.171932293937239,1.0,61,3,3,1,3,2.8000000000000003
63,XRPUSDT,4,2020-01-30 08:15:00 to 2020-02-01 08:15:00,-0.7778520081515361,0,1,0.0,-0.7778520081515361,1.0,62,3,1,1,3,1.9000000000000001
66,ETHUSDT,19,2020-02-04 07:45:00 to 2020-02-06 07:45:00,0.0,0,0,0.0,0.0,0.0,65,3,1,1,3,1.9000000000000001
67,XLMUSDT,2,2020-02-07 08:00:00 to 2020-02-09 08:00:00,-2.5867720467247612,0,1,0.0,-2.5867720467247612,1.0,66,3,1,1,3,1.9000000000000001
68,BCHUSDT,13,2020-02-08 08:45:00 to 2020-02-10 08:45:00,-1.628784888282342,0,1,0.0,-1.628784888282342,1.0,67,3,2,2,6,3.8000000000000003
69,TRXUSDT,5,2020-02-11 08:00:00 to 2020-02-13 08:00:00,-0.8566401502852927,0,1,0.0,-0.8566401502852927,1.0,68,3,1,1,4,2.35
73,ETHUSDT,24,2020-02-19 07:45:00 to 2020-02-21 07:45:00,3.783964650424143,1,1,100.0,0.0,999.0,72,3,3,1,4,3.25
74,LTCUSDT,10,2020-02-20 08:00:00 to 2020-02-22 08:00:00,0.8583036051165838,1,1,100.0,0.0,999.0,73,3,3,1,8,5.050000000000001
75,BCHUSDT,18,2020-02-23 08:45:00 to 2020-02-25 08:45:00,-0.7308460104703984,0,1,0.0,-0.7308460104703984,1.0,74,3,4,1,1,2.35
76,ETCUSDT,9,2020-02-24 08:00:00 to 2020-02-26 08:00:00,0.0,0,0,0.0,0.0,0.0,75,3,2,2,7,4.25
77,XMRUSDT,4,2020-02-27 08:00:00 to 2020-02-29 08:00:00,-1.3392473997661636,0,1,0.0,-1.3392473997661636,1.0,76,3,2,2,2,2.0
78,BNBUSDT,2,2020-02-28 08:00:00 to 2020-03-01 08:00:00,-1.5275806982870233,0,1,0.0,-1.5275806982870233,1.0,77,3,4,1,1,2.35
79,EOSUSDT,14,2020-03-02 08:00:00 to 2020-03-04 08:00:00,0.0,0,0,0.0,0.0,0.0,78,3,2,2,4,2.9000000000000004
80,TRXUSDT,12,2020-03-03 08:00:00 to 2020-03-05 08:00:00,0.0,0,0,0.0,0.0,0.0,79,3,3,3,8,5.25
81,VETUSDT,3,2020-03-06 08:00:00 to 2020-03-08 08:00:00,0.0,0,0,0.0,0.0,0.0,80,3,2,2,2,2.0
83,ETCUSDT,14,2020-03-10 08:00:00 to 2020-03-12 08:00:00,-2.1510582018178237,0,1,0.0,-2.1510582018178237,1.0,82,3,5,3,3,3.9
84,ATOMUSDT,7,2020-03-11 12:00:00 to 2020-03-13 12:00:00,13.854938454007943,1,2,50.0,-35.104876081278455,0.394672763462533,83,3,3,1,3,2.8000000000000003
85,LINKUSDT,15,2020-03-14 08:00:00 to 2020-03-16 08:00:00,-0.8028960609212765,0,1,0.0,-0.8028960609212765,1.0,84,3,2,1,6,3.7
86,QTUMUSDT,4,2020-03-15 08:00:00 to 2020-03-17 08:00:00,-0.8544093903104399,0,1,0.0,-0.8544093903104399,1.0,85,3,2,2,4,2.9000000000000004
87,TRXUSDT,17,2020-03-18 08:00:00 to 2020-03-20 08:00:00,0.0,0,0,0.0,0.0,0.0,86,3,3,3,4,3.45
88,ETCUSDT,17,2020-03-19 08:00:00 to 2020-03-21 08:00:00,-1.644898026686803,0,1,0.0,-1.644898026686803,1.0,87,3,2,1,3,2.35
89,IOTAUSDT,9,2020-03-22 08:00:00 to 2020-03-24 08:00:00,0.0,0,0,0.0,0.0,0.0,88,3,1,1,5,2.8
91,BNBUSDT,11,2020-03-26 08:00:00 to 2020-03-28 08:00:00,0.0,0,0,0.0,0.0,0.0,90,3,1,1,1,1.0
92,BCHUSDT,29,2020-03-27 08:45:00 to 2020-03-29 08:45:00,0.3843304424690608,1,1,100.0,0.0,999.0,91,3,1,1,1,1.0
93,BCHUSDT,30,2020-03-30 08:45:00 to 2020-04-01 08:45:00,0.0,0,0,0.0,0.0,0.0,92,3,4,1,1,2.35
95,BTCUSDT,65,2020-04-02 17:45:00 to 2020-04-04 17:45:00,-1.3780339893698978,0,1,0.0,-1.3780339893698978,1.0,94,3,1,1,3,1.9000000000000001
97,BNBUSDT,15,2020-04-07 08:00:00 to 2020-04-09 08:00:00,-1.963374868350487,0,1,0.0,-1.963374868350487,1.0,96,3,1,1,1,1.0
99,TRXUSDT,25,2020-04-11 08:00:00 to 2020-04-13 08:00:00,0.0,0,0,0.0,0.0,0.0,98,3,3,1,5,3.7
101,IOTAUSDT,17,2020-04-15 08:00:00 to 2020-04-17 08:00:00,0.62364062444209,1,1,100.0,0.0,999.0,100,3,5,3,2,3.4499999999999997
102,EOSUSDT,29,2020-04-16 08:00:00 to 2020-04-18 08:00:00,0.0,0,0,0.0,0.0,0.0,101,3,6,1,1,3.2500000000000004
103,BNBUSDT,19,2020-04-19 08:00:00 to 2020-04-21 08:00:00,0.0,0,0,0.0,0.0,0.0,102,3,1,1,1,1.0
105,TRXUSDT,29,2020-04-23 08:00:00 to 2020-04-25 08:00:00,0.0,0,0,0.0,0.0,0.0,104,3,3,1,1,1.9000000000000001
107,IOTAUSDT,21,2020-04-27 08:00:00 to 2020-04-29 08:00:00,0.0,0,0,0.0,0.0,0.0,106,3,1,1,2,1.4500000000000002
109,EOSUSDT,34,2020-05-01 08:00:00 to 2020-05-03 08:00:00,-0.5944285047598918,0,1,0.0,-0.5944285047598918,1.0,108,3,1,1,2,1.4500000000000002
111,VETUSDT,23,2020-05-05 08:00:00 to 2020-05-07 08:00:00,1.1281504649604424,1,1,100.0,-2.757778398668098,0.4090794479735196,110,3,1,1,3,1.9000000000000001
113,ETCUSDT,34,2020-05-09 08:00:00 to 2020-05-11 08:00:00,0.0,0,0,0.0,0.0,0.0,112,3,5,2,1,2.9000000000000004
115,BNBUSDT,27,2020-05-13 08:00:00 to 2020-05-15 08:00:00,0.0,0,0,0.0,0.0,0.0,114,3,1,1,4,2.35
116,XRPUSDT,39,2020-05-14 08:15:00 to 2020-05-16 08:15:00,-0.9609018009869907,0,1,0.0,-0.9609018009869907,1.0,115,3,1,1,9,4.6
117,LTCUSDT,39,2020-05-17 08:00:00 to 2020-05-19 08:00:00,0.0,0,0,0.0,0.0,0.0,116,3,1,1,5,2.8
118,ETCUSDT,37,2020-05-18 08:00:00 to 2020-05-20 08:00:00,0.0,0,0,0.0,0.0,0.0,117,3,2,2,6,3.8000000000000003
119,IOTAUSDT,29,2020-05-21 08:00:00 to 2020-05-23 08:00:00,0.010503010921403266,1,1,100.0,0.0,999.0,118,3,1,1,3,1.9000000000000001
121,BNBUSDT,31,2020-05-25 08:00:00 to 2020-05-27 08:00:00,0.0,0,0,0.0,0.0,0.0,120,3,1,1,3,1.9000000000000001
123,ONTUSDT,32,2020-05-29 08:00:00 to 2020-05-31 08:00:00,0.0,0,0,0.0,0.0,0.0,122,3,1,1,2,1.4500000000000002
125,BTCUSDT,85,2020-06-01 17:45:00 to 2020-06-03 17:45:00,0.06636721497590425,1,1,100.0,0.0,999.0,124,3,1,1,4,2.35
127,EOSUSDT,46,2020-06-06 08:00:00 to 2020-06-08 08:00:00,-1.0347032682948454,0,1,0.0,-1.0347032682948454,1.0,126,3,5,2,1,2.9000000000000004
129,VETUSDT,35,2020-06-10 08:00:00 to 2020-06-12 08:00:00,4.073476952533239,1,1,100.0,-10.167137958689398,0.4006512913549895,128,3,5,1,1,2.8000000000000003
131,XTZUSDT,39,2020-06-14 08:00:00 to 2020-06-16 08:00:00,-1.0161356169352542,0,1,0.0,-1.0161356169352542,1.0,130,3,3,1,1,1.9000000000000001
133,BNBUSDT,39,2020-06-18 08:00:00 to 2020-06-20 08:00:00,0.0,0,0,0.0,0.0,0.0,132,3,4,1,1,2.35
