Portfolio,Start Date,End Date,Total Return (%),CAGR (%),Max Drawdown (%),Recovery Factor,Sharpe Ratio,Sortino Ratio,Calmar Ratio,Volatility (%),Win Rate (%),Profit Factor,Average Profit (%),Average Loss (%),Profit/Loss Ratio,Number of Trades,Number of Periods
top2,2019-12-17 07:45:00,2025-03-04 14:00:00,77614.86119882394,258.50401164647565,-29.398327110916323,2640.11149022162,3.082271831487813,2.360171868196673,8.793153796512684,37.461531120211546,56.19335347432024,7.516398444179469,2.711710332158235,-0.462784115453969,5.8595579269141025,331,654
top6,2020-02-27 08:00:00,2025-03-05 07:45:00,22023.193092886995,193.42535075797852,-23.69554221656265,929.4234709469226,3.1946438011976244,2.4081215809046523,8.162942590221824,33.604321169569545,52.59259259259259,6.4301862902490505,2.226773119448347,-0.384176494720549,5.796224261632944,270,633
top5,2020-02-03 08:00:00,2025-03-06 06:45:00,17590.456958466744,176.76028127210358,-23.947277781744447,734.5493345333953,2.8812711019867594,2.2200491586884374,7.3812264961010285,35.89117615170445,52.767527675276746,8.945494863368822,2.5792419005472964,-0.3221170941103786,8.007156241337126,271,631
top7,2020-02-03 08:00:00,2025-03-04 20:30:00,15808.639300975736,171.18681475664795,-24.46759876423488,646.105057276146,3.1502814205488305,2.3094770840230794,6.996469756030066,32.201614000122994,48.35164835164835,12.435084868698638,2.633682851987674,-0.19827572243673647,13.282931564291736,273,636
top1,2019-10-01 17:45:00,2025-03-05 12:15:00,15593.876946876071,154.00439270722592,-38.20163538752015,408.1991985078821,2.3223826880521057,1.7281662982385897,4.0313560177462096,36.49045961668477,57.61772853185596,6.104834235984729,2.4701561474046057,-0.5500756688465452,4.490575183200306,361,658
top8,2020-02-15 08:00:00,2025-03-05 19:15:00,15308.897498688728,171.086333114206,-24.702563170581303,619.7291104155681,3.035393658632729,2.1762889137547945,6.925853480579521,36.70359467170506,48.51851851851852,7.951186644064979,2.6617390025861294,-0.31549320915500756,8.436755294084218,270,609
top3,2020-01-10 07:45:00,2025-03-07 01:45:00,6993.267496957351,128.66718160327818,-37.972249650291786,184.16784787212663,2.066869204571888,1.3255666760402431,3.388452956784178,40.04147184258934,53.16455696202531,7.720362883457073,2.606989767707985,-0.38330914322747345,6.8012720639979,316,632
top9,2020-02-27 08:00:00,2025-03-04 04:45:00,6644.0513269294515,131.651572229171,-16.32907115173682,406.88482922206913,3.5542532242479865,2.928501673265858,8.062404224086443,27.708086277323456,48.29059829059829,8.70935145171444,2.2723534449625915,-0.2436593829555247,9.325942704933164,234,573
top10,2020-02-11 08:00:00,2025-03-06 05:30:00,6160.817752548583,126.41494048809724,-31.087443744600474,198.1770454709273,2.610457400075133,1.895197455349598,4.0664308563502924,35.79751024073382,47.52851711026616,2.987454376432637,2.2615163372948626,-0.685692460899765,3.298149631581632,263,591
top4,2020-01-22 07:45:00,2025-03-05 16:00:00,5505.2646489176095,119.64434621275348,-34.03058736811937,161.77401199002128,1.8662407591655252,1.393772556604704,3.5157884557948895,44.376880069807086,51.147540983606554,3.3847903904773773,2.6400935602710214,-0.8166310118151031,3.232908770391855,305,636
