Portfolio,Start Date,End Date,Total Return (%),CAGR (%),Max Drawdown (%),Recovery Factor,Sharpe Ratio,Sortino Ratio,Calmar Ratio,Volatility (%),Win Rate (%),Profit Factor,Average Profit (%),Average Loss (%),Profit/Loss Ratio,Number of Trades,Number of Periods
top4,2020-01-22 07:45:00,2025-03-06 06:45:00,31074.42702636079,207.1506711424667,-30.749271341943263,1010.5744191724635,2.721073876835391,1.923372165850713,6.736766827378596,41.65616279997636,56.76567656765676,5.6730633616206365,2.675453106578529,-0.6192084302784209,4.32076337425758,303,620
top2,2019-12-17 07:45:00,2025-03-06 06:00:00,26948.154485011793,192.6303071008017,-28.314848754026166,951.7322419453136,2.6616209542911955,2.0406320604600348,6.803155078602038,39.30542650079426,52.39616613418531,8.084218942785899,2.7279375566509896,-0.37141029506263085,7.344808673628656,313,649
top1,2019-10-01 17:45:00,2025-03-05 12:15:00,17948.746048447407,160.6369479780041,-23.038965023090373,779.060432205119,2.4045631164074073,1.689306442765272,6.972402962416441,39.71215018736579,54.49101796407185,4.8903990349439725,2.5813598379218328,-0.6320217902906877,4.0842893039092525,334,656
top7,2020-02-03 08:00:00,2025-03-04 20:30:00,14011.247818665177,164.86341005719538,-20.529659412876246,682.4880791679034,2.934373452750595,2.2805509471922547,8.030499032721055,33.720388803234485,47.16981132075472,5.78209080629089,2.8233608583084613,-0.4359768799309244,6.475941703045792,265,632
top3,2020-01-10 07:45:00,2025-03-04 14:00:00,12649.158246486908,156.4820521496607,-37.28482754489302,339.2575232178991,2.4759286137245518,1.7496546950180134,4.196936460581655,37.15455722179175,53.16455696202531,4.225784920705647,2.7291321238033963,-0.7331025644433163,3.7227152872883087,316,657
top10,2020-02-11 08:00:00,2025-03-04 04:45:00,9886.097223818475,148.53453354325174,-26.90779726789391,367.4064110634005,2.698664651663296,1.8957379843281643,5.520129799717257,37.00270527586401,49.81132075471698,4.38413817388437,2.660565547918179,-0.6022988306818448,4.41735134186834,265,594
top6,2020-03-01 08:00:00,2025-03-05 07:45:00,9515.74899732044,148.8859147992948,-31.0283937403809,306.6787496942349,2.769352889581508,1.880817911468465,4.79837648203916,35.455597189551405,47.122302158273385,4.809417623491502,2.459149090797172,-0.4556656910017,5.396827409566803,278,623
top9,2020-03-02 08:00:00,2025-03-05 19:15:00,8686.209380180517,144.4419770510229,-18.668537501826453,465.286012861516,3.259868579381223,2.4335206975016046,7.737187609735968,30.79390797909298,48.59437751004016,6.228570961447306,2.470074124217737,-0.3748840560703844,6.588901512935992,249,584
top5,2020-02-03 08:00:00,2025-03-05 16:00:00,4647.847491601072,113.67176697636071,-29.32172562185248,158.51207229554015,2.472731458545774,1.6090489010033584,3.8767079551295245,33.59650997630556,54.1501976284585,7.348439922135021,2.251750037962905,-0.3618991880680112,6.222036722391699,253,618
top8,2020-02-15 08:00:00,2025-03-04 21:30:00,3169.600855022414,99.51855871854241,-19.904054691017016,159.2439783866199,2.304259223742911,1.7449493256475177,4.9999138498879105,33.091617707276285,47.44525547445255,4.367159202146345,2.3301006729547673,-0.4816776788203099,4.8374686546851855,274,613
