datetime,equity,volume,symbol,normalized_period
2019-10-01 17:45:00,10000.0,,BTCUSDT,4
2019-10-04 17:45:00,10000.0,,BTCUSDT,5
2019-10-13 17:45:00,10000.0,,BTCUSDT,10
2019-10-16 17:45:00,10000.0,,BTCUSDT,11
2019-10-19 13:00:00,10027.158360045849,69951.16499999994,BTCUSDT,11
2019-10-25 17:45:00,10027.158360045849,,BTCUSDT,16
2019-10-28 17:45:00,10027.158360045849,,BTCUSDT,17
2019-11-06 17:45:00,10027.158360045849,,BTCUSDT,22
2019-11-09 17:45:00,10027.158360045849,,BTCUSDT,23
2019-11-18 17:45:00,10027.158360045849,,BTCUSDT,28
2019-11-21 17:45:00,10027.158360045849,,BTCUSDT,29
2019-11-22 19:15:00,10232.6961310227,273121.98300000007,BTCUSDT,29
2019-11-30 17:45:00,10232.6961310227,,BTCUSDT,34
2019-12-03 17:45:00,10232.6961310227,,BTCUSDT,35
2019-12-12 17:45:00,10232.6961310227,,BTCUSDT,40
2019-12-15 17:45:00,10232.6961310227,,BTCUSDT,41
2019-12-18 15:30:00,10230.150013103002,94440.61099999998,BTCUSDT,41
2019-12-24 17:45:00,10230.150013103002,,BTCUSDT,46
2019-12-27 17:45:00,10230.150013103002,,BTCUSDT,47
2020-01-05 08:45:00,10230.150013103002,,BCHUSDT,51
2020-01-05 17:45:00,10349.965613465052,,BTCUSDT,52
2020-01-07 17:30:00,10349.965613465052,498487.486,BCHUSDT,51
2020-01-08 17:45:00,10349.965613465052,,BTCUSDT,53
2020-01-10 12:15:00,10330.313306657961,293384.859,BTCUSDT,53
2020-01-14 08:45:00,10330.313306657961,,BCHUSDT,56
2020-01-15 06:30:00,10540.213345504613,1464660.475,BCHUSDT,56
2020-01-15 10:00:00,10765.558381239223,1525795.8600000003,BCHUSDT,56
2020-01-15 21:00:00,10989.501633669779,1374294.6980000008,BCHUSDT,56
2020-01-16 11:45:00,11054.55945164391,876431.0700000003,BCHUSDT,56
2020-01-17 08:45:00,11054.55945164391,,BCHUSDT,57
2020-01-18 09:45:00,11566.005367904072,785466.5249999997,BCHUSDT,57
2020-01-19 01:15:00,11496.708149886552,815785.6339999998,BCHUSDT,57
2020-01-19 22:45:00,11562.297665996512,587454.0989999999,BCHUSDT,57
2020-01-20 17:45:00,11562.297665996513,,BTCUSDT,59
2020-01-21 21:15:00,11644.932409237204,125503.48300000004,BTCUSDT,59
2020-01-26 08:45:00,11644.932409237204,,BCHUSDT,62
2020-01-28 00:30:00,11798.156964980011,540503.1299999999,BCHUSDT,62
2020-01-29 08:45:00,11798.156964980011,,BCHUSDT,63
2020-01-31 20:45:00,11856.999218523148,407498.095,BCHUSDT,63
2020-02-02 08:00:00,11856.999218523148,,ETCUSDT,65
2020-02-03 20:00:00,11956.999854334072,10873462.830000004,ETCUSDT,65
2020-02-06 08:00:00,11956.999854334072,,XLMUSDT,67
2020-02-08 08:45:00,12274.513539443851,160505222.0,XLMUSDT,67
2020-02-10 08:00:00,12274.513539443851,,LTCUSDT,69
2020-02-11 08:00:00,12274.513539443851,,ETCUSDT,70
2020-02-13 13:45:00,12674.733677621984,7850748.810000001,ETCUSDT,70
2020-02-14 08:00:00,12674.733677621984,,ETCUSDT,71
2020-02-15 08:00:00,12674.733677621984,,XLMUSDT,72
2020-02-16 18:45:00,12217.313724118776,141573283.0,XLMUSDT,72
2020-02-17 06:30:00,12645.863972038018,214069160.0,XLMUSDT,72
2020-02-17 15:00:00,12776.327254344418,252383068.0,XLMUSDT,72
2020-02-18 08:00:00,12776.327254344418,,XLMUSDT,73
2020-02-19 08:00:00,12521.620148731985,,LTCUSDT,74
2020-02-20 21:30:00,12521.620148731985,76796819.0,XLMUSDT,73
2020-02-20 22:15:00,12415.061230612208,1094681.5340000005,LTCUSDT,74
2020-02-22 08:45:00,12415.061230612208,,BCHUSDT,75
2020-02-25 00:00:00,12506.46422545485,407228.9230000002,BCHUSDT,75
2020-02-26 08:00:00,12506.464225454849,,ETCUSDT,77
2020-03-01 08:00:00,12506.464225454849,,BNBUSDT,79
2020-03-03 22:45:00,12567.101568984686,1764447.3900000006,BNBUSDT,79
2020-03-05 08:45:00,12567.101568984686,,BCHUSDT,81
2020-03-06 08:00:00,12567.101568984686,,XMRUSDT,82
2020-03-08 09:30:00,12394.923126064705,85983.63700000003,XMRUSDT,82
2020-03-08 19:00:00,12242.5774890844,138327.70200000005,XMRUSDT,82
2020-03-09 08:00:00,12242.5774890844,,ETCUSDT,83
2020-03-11 19:45:00,12511.711689570711,5909655.37,ETCUSDT,83
2020-03-13 08:00:00,12511.71168957071,,XLMUSDT,85
2020-03-17 08:00:00,12511.71168957071,,QTUMUSDT,87
2020-03-18 08:00:00,12511.71168957071,,ADAUSDT,88
2020-03-20 21:45:00,12931.262789799022,286555613.0,ADAUSDT,88
2020-03-21 08:00:00,12931.262789799022,,ADAUSDT,89
2020-03-22 12:00:00,12931.262789799022,,ATOMUSDT,90
2020-03-25 08:00:00,12931.262789799022,,BNBUSDT,91
2020-03-29 08:00:00,12931.262789799022,,LTCUSDT,93
2020-04-02 08:00:00,12931.262789799022,,ETCUSDT,95
2020-04-03 12:00:00,12931.262789799022,,ATOMUSDT,96
2020-04-06 08:00:00,12931.262789799022,,BNBUSDT,97
2020-04-08 02:45:00,13190.236579884448,2308632.1100000003,BNBUSDT,97
2020-04-10 08:45:00,13190.236579884448,,BCHUSDT,99
2020-04-11 22:00:00,13320.702902070409,378948.51599999995,BCHUSDT,99
2020-04-14 08:00:00,13320.702902070409,,XMRUSDT,101
