Portfolio,Year,Month,Month Name,Year-Month,Start Date,End Date,Start Equity,End Equity,Monthly Return (%),Max Drawdown (%),Volatility (%),Number of Trades,Win Rate (%)
top2,2019,12,December,2019-12,2019-12-17 07:45:00,2019-12-24 17:45:00,10000.0,10152.563461234478,1.525634612344784,0.0,7.652476597129089,1,100.0
top2,2020,1,January,2020-01,2020-01-05 17:45:00,2020-01-31 20:45:00,10152.563461234478,10337.452618477606,1.8211081166750631,0.0,8.493445405168357,1,0.0
top2,2020,2,February,2020-02,2020-02-01 17:45:00,2020-02-26 08:00:00,10337.452618477604,10407.17908043321,0.6745033281311041,-4.428763000468816,19.50556038733283,5,20.0
top2,2020,3,March,2020-03,2020-03-01 07:45:00,2020-03-30 08:00:00,10407.17908043321,9185.202351533946,-11.741671008589948,-19.31359666609295,71.29211494246654,5,40.0
top2,2020,4,April,2020-04,2020-04-02 08:00:00,2020-04-30 08:00:00,9185.202351533946,9918.91963490224,7.988036139952448,0.0,12.879473301529899,3,33.33333333333333
top2,2020,5,May,2020-05,2020-05-04 08:45:00,2020-05-29 08:00:00,9918.91963490224,10538.017314125473,6.24158378141082,0.0,15.921482287311632,4,50.0
top2,2020,6,June,2020-06,2020-06-01 02:00:00,2020-06-29 08:00:00,10562.802567488181,10241.081063254207,-3.045796815555546,-5.770411153069999,23.7133802534443,3,0.0
top2,2020,7,July,2020-07,2020-07-03 08:45:00,2020-07-31 08:00:00,10241.081063254207,10424.193068522067,1.7880144111433793,-0.9396549079247918,10.320818123717467,4,25.0
top2,2020,8,August,2020-08,2020-08-02 21:30:00,2020-08-29 08:15:00,10645.498276028988,12819.424989225316,20.421089335869503,-5.309983793625584,44.5736736614976,8,75.0
top2,2020,9,September,2020-09,2020-09-01 08:45:00,2020-09-30 09:00:00,12819.424989225316,13409.019183346907,4.599224962251758,-2.4432170012142596,18.50776269114037,6,50.0
top2,2020,10,October,2020-10,2020-10-01 01:15:00,2020-10-31 08:00:00,13409.019183346907,12582.02975978362,-6.167411741720475,-9.684474789816544,41.45323618922376,3,0.0
top2,2020,11,November,2020-11,2020-11-01 07:00:00,2020-11-30 14:15:00,12597.372488240982,15160.022651387037,20.342735483436414,-0.957445770259957,19.998675457109012,8,50.0
top2,2020,12,December,2020-12,2020-12-01 15:15:00,2020-12-31 21:00:00,15580.07147255347,17490.738503315297,12.263531872287881,-2.564626388250102,17.715803624397626,5,60.0
top2,2021,1,January,2021-01,2021-01-01 12:30:00,2021-01-31 09:00:00,17623.536075290303,21563.170938983378,22.354394979885896,-4.546193263142728,27.884212242629737,6,83.33333333333334
top2,2021,2,February,2021-02,2021-02-01 09:00:00,2021-02-28 07:00:00,22311.38769283004,24735.82746847938,10.866378232620889,-10.441736529779744,45.477891871359596,10,60.0
top2,2021,3,March,2021-03,2021-03-02 18:45:00,2021-03-29 06:00:00,25740.474429752066,29073.529305205753,12.948692474763334,-1.7128900466799823,22.714159414301978,7,42.857142857142854
top2,2021,4,April,2021-04,2021-04-01 07:00:00,2021-04-30 07:00:00,29073.529305205753,25371.467062329157,-12.733446304414532,-17.513110543495934,56.20010514958158,6,33.33333333333333
top2,2021,5,May,2021-05,2021-05-01 20:45:00,2021-05-31 07:00:00,25572.79997345131,31196.413397743196,21.99060497923615,-7.494740508562692,41.76936879094401,4,25.0
top2,2021,6,June,2021-06,2021-06-01 08:00:00,2021-06-30 05:30:00,31196.413397743196,30315.342637043956,-2.824269410287328,-13.176532762252657,41.717143957905606,8,50.0
top2,2021,7,July,2021-07,2021-07-02 07:00:00,2021-07-30 07:00:00,30315.342637043956,31387.99614308788,3.5383189261176007,-4.737661223831935,29.109520072659368,4,25.0
top2,2021,8,August,2021-08,2021-08-01 19:45:00,2021-08-31 11:45:00,31589.6417039816,31386.074178612373,-0.6444122642377703,-6.54595200666257,24.62309510089956,5,60.0
top2,2021,9,September,2021-09,2021-09-03 04:15:00,2021-09-29 09:00:00,30867.613330479486,38187.95112955308,23.71526985484591,-4.456521153907145,37.78870956085474,7,57.14285714285714
top2,2021,10,October,2021-10,2021-10-02 08:00:00,2021-10-31 21:45:00,38187.95112955308,46404.35960182623,21.515709089494962,-7.363294486154293,39.032130951196564,6,66.66666666666666
top2,2021,11,November,2021-11,2021-11-02 05:45:00,2021-11-27 07:00:00,46848.02322776735,46948.12444748442,0.21367223805879298,-4.478985464492902,26.76198056548905,8,37.5
top2,2021,12,December,2021-12,2021-12-01 03:30:00,2021-12-31 04:00:00,46948.12444748442,51409.139026111436,9.502008080465597,-2.2215552793932836,23.70550805062527,7,28.57142857142857
top2,2022,1,January,2022-01,2022-01-02 04:00:00,2022-01-30 08:00:00,51409.139026111436,53280.054851892106,3.639266988755452,-1.1708650380456875,9.009349195607456,8,50.0
top2,2022,2,February,2022-02,2022-02-03 08:00:00,2022-02-27 08:00:00,53280.054851892106,67854.48348567166,27.354379935031137,-3.1152019707359258,28.07690295214443,5,60.0
top2,2022,3,March,2022-03,2022-03-03 03:30:00,2022-03-31 07:00:00,67854.48348567166,74012.32216489788,9.075065291045249,-0.8451059045347042,19.73280420518602,4,25.0
top2,2022,4,April,2022-04,2022-04-01 14:30:00,2022-04-28 08:00:00,78411.09602331677,71775.76999162594,-8.462228393947857,-13.6440215180351,55.99166376830801,5,40.0
top2,2022,5,May,2022-05,2022-05-01 02:30:00,2022-05-30 03:30:00,73640.2220995363,87194.91629949393,18.406644919723792,-14.5687256967849,60.806071414572095,6,66.66666666666666
top2,2022,6,June,2022-06,2022-06-01 05:00:00,2022-06-30 12:30:00,87866.07018880468,73708.34535884735,-16.112846289284953,-20.520924972785505,78.00070145938831,6,33.33333333333333
top2,2022,7,July,2022-07,2022-07-01 06:45:00,2022-07-29 03:30:00,74304.70244115169,78754.38024649784,5.988420193015687,-2.219542667145913,16.917502901760212,3,33.33333333333333
top2,2022,8,August,2022-08,2022-08-02 03:30:00,2022-08-31 10:00:00,78754.38024649784,80332.78777902226,2.0042155465944456,-5.546906561958364,23.690747021074436,4,50.0
top2,2022,9,September,2022-09,2022-09-01 00:30:00,2022-09-28 20:15:00,82234.82190927517,97193.92085236333,18.19071118022442,0.0,18.154053155426084,6,33.33333333333333
top2,2022,10,October,2022-10,2022-10-01 08:00:00,2022-10-31 10:00:00,97193.92085236333,96913.62706587938,-0.28838612952934994,-1.9654989313598215,9.861977079752213,3,33.33333333333333
top2,2022,11,November,2022-11,2022-11-02 09:00:00,2022-11-30 03:30:00,96913.62706587938,111415.53402181862,14.963743897523528,-6.079217527161774,50.59091744626575,3,33.33333333333333
top2,2022,12,December,2022-12,2022-12-04 02:30:00,2022-12-28 02:30:00,111415.53402181862,113957.25804886832,2.2813013009047367,-0.6109531822249159,7.429992119149413,3,33.33333333333333
top2,2023,1,January,2023-01,2023-01-01 08:45:00,2023-01-31 07:45:00,113957.25804886832,146283.06885534836,28.36660986755031,-3.0204954368903913,29.928780107357007,8,75.0
top2,2023,2,February,2023-02,2023-02-02 03:30:00,2023-02-28 12:30:00,146283.06885534836,163730.24468143424,11.926996037619686,-2.43607833104611,25.994000730087585,3,33.33333333333333
top2,2023,3,March,2023-03,2023-03-01 03:15:00,2023-03-30 08:00:00,165346.1458112306,165367.10369219942,0.012675155423780282,-1.1132937587536862,6.44284279777735,4,25.0
top2,2023,4,April,2023-04,2023-04-03 03:30:00,2023-04-30 23:15:00,165367.10369219942,156875.99401942984,-5.134703023265274,-11.817824711537373,36.90744768981958,5,60.0
top2,2023,5,May,2023-05,2023-05-01 03:00:00,2023-05-29 06:45:00,158298.96934235096,160300.44663175536,1.2643653320798531,-3.464657610624078,13.666370682605736,5,20.0
top2,2023,6,June,2023-06,2023-06-02 03:30:00,2023-06-30 12:15:00,160300.44663175533,162089.43014300906,1.1160190435173245,-2.220446049250313e-14,5.114241743930467,1,0.0
top2,2023,7,July,2023-07,2023-07-04 03:30:00,2023-07-28 12:00:00,162089.43014300906,167171.68046357462,3.135460662722789,-2.0802891355218955,9.347474396614933,6,66.66666666666666
top2,2023,8,August,2023-08,2023-08-01 07:00:00,2023-08-29 02:45:00,167171.68046357462,168587.65816192134,0.8470200780539727,-3.4393017656900615,17.932168080561596,4,0.0
top2,2023,9,September,2023-09,2023-09-01 01:00:00,2023-09-30 07:00:00,169857.58949289806,199508.80230764864,17.456513367034642,-0.4357203256750042,19.9044400542405,5,60.0
top2,2023,10,October,2023-10,2023-10-04 12:00:00,2023-10-31 00:45:00,199508.80230764864,210212.5355447836,5.365043102524103,-0.3499009071877168,11.158183474703693,5,40.0
top2,2023,11,November,2023-11,2023-11-01 07:00:00,2023-11-29 09:00:00,210212.5355447836,294483.54691489425,40.08848052363536,-10.090348071821186,79.30564536561018,5,80.0
top2,2023,12,December,2023-12,2023-12-01 02:00:00,2023-12-31 07:00:00,300035.770268041,375267.4453545692,25.074235321781458,-4.699662653570047,32.93079632316333,8,62.5
top2,2024,1,January,2024-01,2024-01-01 12:00:00,2024-01-31 12:30:00,384516.01321652235,352625.9083136152,-8.293570048264732,-12.386160120413747,30.14976887969424,8,37.5
top2,2024,2,February,2024-02,2024-02-01 02:30:00,2024-02-29 07:00:00,352625.9083136152,393184.7451424834,11.501944659380037,-2.6709152922502977,19.707030444818166,6,50.0
top2,2024,3,March,2024-03,2024-03-01 13:00:00,2024-03-31 05:00:00,393184.7451424834,491759.7104080025,25.070902796546,-10.06760278648141,58.20103065628489,6,66.66666666666666
top2,2024,4,April,2024-04,2024-04-01 07:00:00,2024-04-29 07:00:00,491759.7104080025,528414.376706979,7.45377580212192,-1.287003839643197,37.00191581937358,3,33.33333333333333
top2,2024,5,May,2024-05,2024-05-01 04:00:00,2024-05-31 14:00:00,506972.8291227959,555406.2673782754,9.553458385389767,-2.290089525514505,20.302317393783376,5,40.0
top2,2024,6,June,2024-06,2024-06-02 12:00:00,2024-06-30 03:30:00,552972.0083803998,505218.4649894337,-8.635797593232875,-13.23874621887734,61.78898591311931,4,75.0
top2,2024,7,July,2024-07,2024-07-02 10:00:00,2024-07-30 14:15:00,505218.4649894337,543971.6422657925,7.670578168034536,-4.103882078169763,26.909846980302422,4,25.0
top2,2024,8,August,2024-08,2024-08-01 21:30:00,2024-08-31 07:00:00,492580.81167928554,427801.9457323948,-13.150911365395935,-17.493648398466675,71.9949857835484,5,20.0
top2,2024,9,September,2024-09,2024-09-01 14:45:00,2024-09-30 06:00:00,431707.240180969,451445.028479191,4.572030872113242,-1.1735982734263017,14.444673922412852,4,25.0
top2,2024,10,October,2024-10,2024-10-02 10:30:00,2024-10-30 13:00:00,451445.028479191,446856.4793077301,-1.0164137119681227,-5.302835739079548,20.959761406275685,5,20.0
top2,2024,11,November,2024-11,2024-11-03 03:30:00,2024-11-30 05:00:00,446856.4793077301,732852.028909023,64.00165664921256,-8.257783927082452,92.86437771902419,7,71.42857142857143
top2,2024,12,December,2024-12,2024-12-01 14:00:00,2024-12-31 16:00:00,732852.0289090229,783330.3655255047,6.887930254027874,-3.7439562607146426,24.2919949972578,7,42.857142857142854
top2,2025,1,January,2025-01,2025-01-02 07:00:00,2025-01-30 03:30:00,783330.3655255047,803300.9034934092,2.5494400379215465,-5.614141888032487,38.33103742502232,5,20.0
top2,2025,2,February,2025-02,2025-02-03 15:00:00,2025-02-28 14:45:00,803300.9034934092,1002975.3026758644,24.856737782082373,-1.2700244292170426,25.345576632466482,7,57.14285714285714
top2,2025,3,March,2025-03,2025-03-03 10:00:00,2025-03-06 06:00:00,1002975.3026758644,1051706.668543424,4.858680541539551,0.0,13.752207079270063,1,100.0
