Portfolio,Year,Month,Month Name,Year-Month,Start Date,End Date,Start Equity,End Equity,Monthly Return (%),Max Drawdown (%),Volatility (%),Number of Trades,Win Rate (%)
top7,2020,2,February,2020-02,2020-02-03 08:00:00,2020-02-04 15:15:00,10000.0,10062.96603773585,0.6296603773584986,0.0,0.0,1,100.0
top7,2020,3,March,2020-03,2020-03-01 08:00:00,2020-03-30 05:15:00,10062.96603773585,10289.258766854115,2.2487676920469823,0.0,7.207651067604753,3,33.33333333333333
top7,2020,4,April,2020-04,2020-04-02 08:00:00,2020-04-30 08:00:00,10289.258766854115,10750.012938062058,4.47801130915495,-2.9831515049451807,19.062953664584022,4,50.0
top7,2020,5,May,2020-05,2020-05-04 08:00:00,2020-05-28 08:00:00,10750.012938062058,10358.712576340822,-3.639998983961945,-5.079615678928873,16.984594653848497,3,0.0
top7,2020,6,June,2020-06,2020-06-01 08:00:00,2020-06-29 12:00:00,10358.712576340822,10916.329414905913,5.383070863831874,-2.220446049250313e-14,10.725576317175504,4,50.0
top7,2020,7,July,2020-07,2020-07-03 08:00:00,2020-07-30 17:45:00,10916.329414905913,12195.59650438028,11.718839189000363,0.0,22.838698385261928,3,0.0
top7,2020,8,August,2020-08,2020-08-04 09:00:00,2020-08-31 08:15:00,12195.59650438028,13148.578163961462,7.814145533913819,-0.5123458239308709,20.28452126817933,4,50.0
top7,2020,9,September,2020-09,2020-09-01 01:30:00,2020-09-28 17:45:00,13337.499979208835,14380.90169722171,7.8230681884864595,-2.693382840195646,23.064080783259968,6,16.666666666666664
top7,2020,10,October,2020-10,2020-10-03 08:00:00,2020-10-31 07:00:00,14380.90169722171,15144.268718625199,5.308199982696249,0.0,10.069144215751383,4,25.0
top7,2020,11,November,2020-11,2020-11-01 07:00:00,2020-11-30 23:45:00,15371.09925226627,19939.614616614865,29.721461616839328,-6.24452182504609,50.863359537855125,7,28.57142857142857
top7,2020,12,December,2020-12,2020-12-01 14:45:00,2020-12-31 16:30:00,20414.35105172278,18925.068318342623,-7.295273455457096,-9.920456568847747,61.69885820247265,5,20.0
top7,2021,1,January,2021-01,2021-01-01 22:30:00,2021-01-31 12:00:00,19020.71630978154,35900.21787451883,88.74272288082487,-11.95945610469572,54.302501054491955,10,80.0
top7,2021,2,February,2021-02,2021-02-01 09:00:00,2021-02-28 08:45:00,36020.65522693324,44283.18535531249,22.93831157796713,-4.696107020315621,30.4602876891645,8,75.0
top7,2021,3,March,2021-03,2021-03-02 21:00:00,2021-03-28 07:00:00,44283.18535531249,52027.804593481145,17.48884859123976,-5.644865728426862,25.61844582007377,7,57.14285714285714
top7,2021,4,April,2021-04,2021-04-01 07:00:00,2021-04-29 07:00:00,52027.804593481145,70932.69864256079,36.336136411660824,-5.0141094870138625,34.89676508411443,7,71.42857142857143
top7,2021,5,May,2021-05,2021-05-03 07:00:00,2021-05-31 08:00:00,70932.69864256079,88891.36835891035,25.317900009480333,-4.121230250022334,39.07707946044768,9,44.44444444444444
top7,2021,6,June,2021-06,2021-06-04 08:00:00,2021-06-30 17:45:00,88891.36835891035,86494.02826398688,-2.696932378455341,-10.035977353195713,46.23136186522459,6,50.0
top7,2021,7,July,2021-07,2021-07-02 07:00:00,2021-07-30 07:00:00,86494.02826398688,85003.93460404125,-1.7227705656137848,-24.46759876423488,92.8400494417527,5,40.0
top7,2021,8,August,2021-08,2021-08-01 20:15:00,2021-08-31 07:00:00,85946.75863938741,97843.35507102031,13.841820936550086,-5.403779142166975,32.83428297112898,6,50.0
top7,2021,9,September,2021-09,2021-09-03 04:15:00,2021-09-30 12:30:00,98626.56948259319,120267.26491010669,21.9420542973797,-2.3631334143948135,20.90060626006079,8,75.0
top7,2021,10,October,2021-10,2021-10-02 09:00:00,2021-10-31 23:15:00,120267.26491010669,114685.10138108542,-4.641465433834913,-17.77939963661891,58.42790254818377,8,50.0
top7,2021,11,November,2021-11,2021-11-01 04:45:00,2021-11-27 08:00:00,116444.99832708739,145487.95253567552,24.941349672235912,-3.425595023401895,34.94004437579943,4,50.0
top7,2021,12,December,2021-12,2021-12-01 08:45:00,2021-12-31 23:45:00,145487.95253567552,147305.96286622077,1.249595103140555,-0.8155848527069298,7.007037520941214,2,50.0
top7,2022,1,January,2022-01,2022-01-01 16:00:00,2022-01-30 08:00:00,148899.70598622662,151121.64704516306,1.49224005797699,-2.3591618414885662,13.576473838613104,5,20.0
top7,2022,2,February,2022-02,2022-02-03 07:00:00,2022-02-28 15:30:00,151121.64704516306,145974.60601352935,-3.4058926250952637,-10.67723584503264,35.9462841484849,2,50.0
top7,2022,3,March,2022-03,2022-03-03 07:00:00,2022-03-31 08:00:00,145974.60601352935,153631.00561923717,5.245021593001042,-0.6936802492809258,12.543612838521451,5,20.0
top7,2022,4,April,2022-04,2022-04-01 05:15:00,2022-04-30 20:00:00,154197.6281073235,153394.49675841085,-0.5208454622619985,-5.3232573620654815,23.19513344549236,3,33.33333333333333
top7,2022,5,May,2022-05,2022-05-01 03:30:00,2022-05-30 03:30:00,151713.83433925224,151437.63464907918,-0.18205306811733823,-11.973182001635518,40.322797954921846,7,28.57142857142857
top7,2022,6,June,2022-06,2022-06-03 03:30:00,2022-06-28 09:00:00,151437.63464907918,172606.3050901231,13.978474036587585,-5.028616404594787,29.071548950618542,6,66.66666666666666
top7,2022,7,July,2022-07,2022-07-01 08:00:00,2022-07-31 11:00:00,172606.3050901231,190035.02626192692,10.097383848581742,-0.06717019566611082,9.909651251010683,6,50.0
top7,2022,8,August,2022-08,2022-08-01 01:30:00,2022-08-30 07:00:00,191663.35028063972,190652.84819704556,-0.5272276009547716,-4.978233668135945,13.507697309507535,8,62.5
top7,2022,9,September,2022-09,2022-09-03 07:00:00,2022-09-28 13:30:00,190652.84819704556,207299.13854783415,8.731204651914837,0.0,10.420095448911185,4,25.0
top7,2022,10,October,2022-10,2022-10-01 07:00:00,2022-10-29 03:30:00,207299.13854783415,211166.6477456411,1.8656658319467612,-1.1102230246251565e-14,6.034999137604794,2,50.0
top7,2022,11,November,2022-11,2022-11-02 08:00:00,2022-11-30 04:00:00,211166.6477456411,223960.09477629547,6.058460068023908,-0.8740945273725376,13.958589372610078,4,0.0
top7,2022,12,December,2022-12,2022-12-04 07:00:00,2022-12-30 17:45:00,223960.09477629547,231055.69835507034,3.16824458654672,0.0,11.994424620552714,2,0.0
top7,2023,1,January,2023-01,2023-01-01 03:30:00,2023-01-31 01:45:00,231055.69835507034,252236.60350243907,9.167012671905361,-2.7001134774775615,22.060184787766104,6,83.33333333333334
top7,2023,2,February,2023-02,2023-02-02 07:00:00,2023-02-28 17:45:00,259236.27716056252,291688.0927621069,12.518238557115513,0.0,20.68115825349644,4,25.0
top7,2023,3,March,2023-03,2023-03-01 03:30:00,2023-03-30 07:00:00,293602.82708715077,325839.0713283794,10.979541498644995,0.0,13.828099851555258,5,40.0
top7,2023,4,April,2023-04,2023-04-03 03:30:00,2023-04-27 07:00:00,325839.0713283794,358989.35883105267,10.173822116398235,0.0,15.266787478316356,7,57.14285714285714
top7,2023,5,May,2023-05,2023-05-01 08:00:00,2023-05-29 07:30:00,358989.35883105267,365137.26781094325,1.7125602273865503,-1.1102230246251565e-14,5.118941430088845,2,0.0
top7,2023,6,June,2023-06,2023-06-02 03:30:00,2023-06-30 07:00:00,365137.26781094325,362386.79107401194,-0.7532719827315515,-1.8934551406852074,10.138497169794283,1,0.0
top7,2023,7,July,2023-07,2023-07-01 07:00:00,2023-07-28 07:00:00,362386.79107401194,384291.0455008826,6.044440627085956,-0.9431101368999273,15.60732442930735,6,50.0
