Portfolio,Start Date,End Date,Total Return (%),CAGR (%),Max Drawdown (%),Recovery Factor,Sharpe Ratio,Sortino Ratio,Calmar Ratio,Volatility (%),Win Rate (%),Profit Factor,Average Profit (%),Average Loss (%),Profit/Loss Ratio,Number of Trades,Number of Periods
top4,2020-01-22 07:45:00,2025-03-06 06:45:00,48648.851009549944,235.19413460272642,-25.400581506561736,1915.2652468598988,3.0881284424540336,2.2052832998345995,9.25939961421626,39.788274350196126,51.92982456140351,7.1721708770057955,2.8290584195484874,-0.4261205077208813,6.639104122633745,285,630
top1,2019-10-01 17:45:00,2025-03-05 12:15:00,23563.801714443165,173.98423733306635,-24.00414789710804,981.6554128664601,2.483692900303615,1.7929530401583482,7.248090541636245,40.526645698770984,55.952380952380956,4.6556570287548045,2.5225024805573995,-0.6882508500829327,3.6650917034878248,336,660
top6,2020-03-01 08:00:00,2025-03-05 16:00:00,20482.499119607073,189.5685998180943,-31.0283937403809,660.1211551905373,3.2216525444329385,2.240596296832897,6.10952024794588,32.93709659782941,49.12891986062718,5.094147902916312,2.5645324388471327,-0.4861865090418918,5.274791445572921,287,629
top2,2019-12-17 07:45:00,2025-03-06 06:00:00,18027.111426433712,171.01573104248723,-28.3148487540262,636.6663506853578,2.590664132399244,1.9435435163272523,6.039789671070372,38.09498701957427,52.94117647058824,7.23731246655217,2.442735669581244,-0.3797096838058829,6.4331666369352645,306,643
top7,2020-02-03 08:00:00,2025-03-05 07:45:00,13760.815464203077,163.93170859009888,-20.728307094687548,663.8658623371048,2.9270768783153263,2.1689444146697348,7.908591272854737,35.07796600911355,50.54151624548736,11.615740087289531,2.458181879566384,-0.2162592018219842,11.36683137113333,277,617
top9,2020-02-27 08:00:00,2025-03-04 14:15:00,7881.367705532724,139.45365711688328,-18.668537501826453,422.1738154240333,3.2788453288119475,2.397517532912821,7.469982964827304,30.145006016203666,50.0,6.107942472670715,2.341558139557636,-0.3833628345444752,6.107942472670715,250,586
top3,2020-01-10 07:45:00,2025-03-04 14:00:00,6825.074853406257,127.80391874040706,-35.60910204419091,191.66658134025215,2.2950169665552935,1.6758938428311603,3.589080077947552,36.77493998981195,48.63013698630137,3.0215147886568605,2.53284026218809,-0.7935607190162354,3.1917409739333014,292,649
top10,2020-02-11 08:00:00,2025-03-04 04:45:00,5787.858387949535,123.87962835862436,-26.506174875171794,218.35886978060324,2.8190276650001147,1.9015223081448578,4.673613938715156,32.94582728403114,50.0,4.02176020386049,2.4017400122439305,-0.5971862792661032,4.02176020386049,242,582
top5,2020-01-29 17:45:00,2025-03-04 21:30:00,2378.8760880998607,87.77771391354052,-27.352471238333166,86.97115764684476,1.9054958628057395,1.1903203502586694,3.2091328475843275,36.56034334319317,50.0,6.2356587592521295,2.5851723001760343,-0.4145788600667568,6.235658759252128,268,621
top8,2020-02-27 08:00:00,2025-03-04 20:30:00,2093.8620717737213,85.09724198793312,-17.730191282649066,118.09585347354907,2.3495518175836523,1.7071000297331882,4.799567056628999,29.90698852105219,42.46031746031746,4.2320026526472905,2.212627264890259,-0.3858141075322493,5.73495686573698,252,606
