Portfolio,Start Date,End Date,Total Return (%),CAGR (%),Max Drawdown (%),Recovery Factor,Sharpe Ratio,Sortino Ratio,Calmar Ratio,Volatility (%),Win Rate (%),Profit Factor,Average Profit (%),Average Loss (%),Profit/Loss Ratio,Number of Trades,Number of Periods
top2,2019-12-17 07:45:00,2025-03-07 01:45:00,34818.03723537395,207.13473413308435,-21.56466709328676,1614.587282277734,2.9410877327535063,2.1560521394758534,9.605283180910634,35.73258179061828,59.38461538461538,6.756014229151383,2.6550727304830537,-0.5746047931949777,4.620693669678668,325,629
top1,2019-10-01 17:45:00,2025-03-05 12:15:00,32912.3454000213,191.32981349225258,-39.72214227092956,828.5642092397426,2.5913216484451618,1.9572807074284144,4.816704300268223,37.3568178593352,55.27065527065527,4.273685024857453,2.488635569661048,-0.7195498228700329,3.458600767539279,351,670
top6,2020-03-01 08:00:00,2025-03-04 16:15:00,32381.49775478589,217.37442959831017,-23.45771853069931,1380.4197416900522,3.609521064471495,3.1118615861127417,9.266648387558682,31.663267941556743,50.87108013937283,9.479375692566421,2.454343596503901,-0.26809540414837035,9.15473953871141,287,639
top7,2020-02-11 08:00:00,2025-03-06 05:30:00,20351.045777927637,186.05985845489226,-26.859434675470883,757.6870482874693,3.093612751562097,2.225742564661776,6.927169566409736,38.88655642908851,47.265625,8.888086433177168,2.915360454313631,-0.29399205298186243,9.916460070073702,256,610
top5,2020-02-26 08:00:00,2025-03-05 07:45:00,17836.89682922084,181.24809058259203,-24.702563170581303,722.066641669926,3.1851248052296457,2.311356274318832,7.33721797738153,33.540171528886994,50.56603773584906,5.776596841247617,2.749779942429975,-0.4869219852934704,5.647270046294312,265,620
top4,2020-02-03 08:00:00,2025-03-05 16:00:00,11428.927469862529,154.40729649696544,-21.236315829252394,538.1784468527974,2.819711143165723,2.1909606755422546,7.270907898453553,32.93622276412406,49.65753424657534,6.3986666062984305,2.6350523705545172,-0.4062098368018465,6.486924076730135,292,631
top9,2020-02-22 17:45:00,2025-03-05 23:00:00,3697.4947493764057,106.00603755895813,-29.367025918574207,125.90633997560492,2.5217418157453153,1.6731242138058902,3.6096960534199307,34.360224601155956,46.69260700389105,4.9556091208292985,2.226853278490638,-0.39360013503031793,5.657653746280117,257,590
top3,2020-01-10 07:45:00,2025-03-06 06:00:00,3530.611041039824,100.86983514026588,-39.96586428838875,88.34066531286224,1.68125499614781,1.1202176361915912,2.523899756362119,43.822849651095254,51.45631067961165,3.606145185003528,2.8438284033874246,-0.8359225580064156,3.4020237594372933,309,638
top8,2020-02-15 07:45:00,2025-03-04 14:15:00,3056.9421114363527,98.13764258663188,-27.581152928140497,110.83445711645419,2.5646614557430447,1.74369191721142,3.55814141788482,30.119783541372747,46.441947565543074,3.185394718873677,2.2117339769957156,-0.6020814982344201,3.673479393539806,267,581
top10,2020-02-19 08:45:00,2025-03-06 02:00:00,1871.2481010166198,80.66481350872054,-34.835489949566224,53.71671544524726,2.1788675269922835,1.4450526681371674,2.315592908998973,34.72044575146877,42.53393665158371,2.8882645920291887,2.081823397304026,-0.5334958453812277,3.9022298211458195,221,568
