Portfolio,Year,Month,Month Name,Year-Month,Start Date,End Date,Start Equity,End Equity,Monthly Return (%),Max Drawdown (%),Volatility (%),Number of Trades,Win Rate (%),Cumulative Return
top6,2020,2,February,2020-02,2020-02-03 07:45:00,2020-02-10 00:00:00,10000.0,10174.018133321111,1.7401813332111216,0.0,8.653984200638662,2,50.0,10174.018133321113
top6,2020,3,March,2020-03,2020-03-01 08:00:00,2020-03-30 05:15:00,10174.018133321113,9000.419940194477,-11.535247703981998,-20.966917011370512,74.28121790057237,4,25.0,9000.419940194477
top6,2020,4,April,2020-04,2020-04-02 08:00:00,2020-04-30 08:00:00,9000.419940194477,9672.614114956355,7.468475684784037,0.0,17.15254104915246,3,33.33333333333333,9672.614114956355
top6,2020,5,May,2020-05,2020-05-01 08:45:00,2020-05-31 17:45:00,9672.614114956355,10064.550388837622,4.052020159423431,-0.8562734335120559,10.515153706476513,4,50.0,10064.550388837622
top6,2020,6,June,2020-06,2020-06-02 08:00:00,2020-06-30 08:15:00,10057.875257143707,9993.23624108648,-0.6426706874428145,-3.628284844146823,16.357902461809445,4,0.0,9999.868473665652
top6,2020,7,July,2020-07,2020-07-03 08:00:00,2020-07-31 08:00:00,9993.23624108648,10457.483336797333,4.645613137835514,0.0,9.31324153797792,3,0.0,10464.423677244535
top6,2020,8,August,2020-08,2020-08-03 00:45:00,2020-08-29 07:00:00,10338.718970570688,11942.390911011758,15.511321518709863,-1.5526619415214604,15.082640935777816,6,66.66666666666666,12087.594078901935
top6,2020,9,September,2020-09,2020-09-01 08:00:00,2020-09-30 20:15:00,11942.390911011758,16949.490200346798,41.9271092919771,-4.344646700504429,45.76945841919662,6,50.0,17155.5728591337
top6,2020,10,October,2020-10,2020-10-03 07:00:00,2020-10-31 08:45:00,16949.490200346798,17975.2181069823,6.051674088784775,-0.12789533239039308,10.711141696683157,5,40.0,18193.77221663249
top6,2020,11,November,2020-11,2020-11-04 07:00:00,2020-11-28 08:00:00,17975.2181069823,20111.426141134143,11.884184222065475,-20.028567920277528,77.6375361274229,7,71.42857142857143,20355.95362380006
top6,2020,12,December,2020-12,2020-12-02 07:00:00,2020-12-30 09:00:00,20111.426141134143,21233.34205985643,5.578500056878699,-1.998137923357468,11.447802017647739,6,66.66666666666666,21491.510508281946
top6,2021,1,January,2021-01,2021-01-01 00:00:00,2021-01-31 07:00:00,21664.433291366084,27568.996909225123,27.254641459798457,-4.546193263142717,30.954325782081888,6,83.33333333333334,27348.9446416091
top6,2021,2,February,2021-02,2021-02-01 09:00:00,2021-02-28 08:00:00,27568.996909225123,38450.58780220538,39.47039106576658,-7.445106814431989,53.682517555931355,6,83.33333333333334,38143.68004401223
top6,2021,3,March,2021-03,2021-03-04 07:00:00,2021-03-31 13:00:00,38450.58780220538,47058.3378959101,22.38652407079982,-3.1689941079225403,28.793570239574613,6,83.33333333333334,46682.724158553894
top6,2021,4,April,2021-04,2021-04-01 09:00:00,2021-04-29 08:00:00,47058.3378959101,49693.48211157836,5.599739245990842,-16.260840899618046,87.58149796916199,10,60.0,49296.83498435808
top6,2021,5,May,2021-05,2021-05-03 07:00:00,2021-05-31 07:00:00,49693.48211157836,50979.00834976212,2.586911167338468,-11.45151372709302,53.08005040672163,6,50.0,50572.10031371286
top6,2021,6,June,2021-06,2021-06-04 08:00:00,2021-06-28 03:00:00,50979.00834976212,49157.10053688006,-3.573839256311395,-13.064664430125184,62.46569396777909,4,50.0,48764.73473996021
top6,2021,7,July,2021-07,2021-07-02 17:30:00,2021-07-30 08:00:00,49157.10053688006,53853.12908975461,9.55310321720737,-6.284673796187756,41.414407669023205,4,50.0,53423.28018326599
top6,2021,8,August,2021-08,2021-08-02 07:00:00,2021-08-31 08:00:00,55080.957552273474,64747.71350371572,17.55008696475222,-4.5347778785225445,27.373180422559095,10,60.0,62799.11231485241
top6,2021,9,September,2021-09,2021-09-02 16:30:00,2021-09-30 18:45:00,65384.19340889463,61510.775294395586,-5.924089466510296,-14.340952537683005,47.579441054339405,6,33.33333333333333,59078.83671714627
top6,2021,10,October,2021-10,2021-10-02 03:30:00,2021-10-31 15:30:00,61510.775294395586,59608.31424943865,-3.0928906941127043,-3.593713387639086,22.887254479336114,6,16.666666666666664,57251.59287413162
top6,2021,11,November,2021-11,2021-11-01 13:30:00,2021-11-28 07:00:00,59861.79729904237,64800.75518516232,8.250600731961244,-3.425595023401895,18.786859005026617,5,20.0,61975.193214864186
top6,2021,12,December,2021-12,2021-12-01 08:00:00,2021-12-31 22:15:00,64800.75518516232,75228.29892927584,16.09170095983874,0.0,15.046170877753584,6,33.33333333333333,71948.0559762824
top6,2022,1,January,2022-01,2022-01-01 00:45:00,2022-01-30 08:45:00,76494.49956602439,80265.75815751434,4.930104272706415,-2.0174597328947663,16.563549394550517,4,25.0,75495.17015809829
top6,2022,2,February,2022-02,2022-02-03 07:00:00,2022-02-28 15:00:00,80265.75815751434,94788.61117717031,18.093460216442715,-4.261314263422767,25.45104765103867,5,80.0,89154.85873598955
top6,2022,3,March,2022-03,2022-03-03 07:00:00,2022-03-31 08:00:00,94788.61117717031,99224.0414486398,4.679286062308874,-0.3544912636140096,10.81159787443589,5,40.0,93326.66961469388
top6,2022,4,April,2022-04,2022-04-01 05:15:00,2022-04-28 07:00:00,99589.99995432679,109850.21144475912,10.302451546478352,-5.087987168770914,37.80038808836889,6,50.0,102941.60453168965
top6,2022,5,May,2022-05,2022-05-02 08:00:00,2022-05-30 07:00:00,109850.21144475912,82171.4623668586,-25.196810014170488,-30.061554731697214,117.17661143803113,3,66.66666666666666,77003.60401230109
top6,2022,6,June,2022-06,2022-06-03 08:00:00,2022-06-28 02:45:00,82171.4623668586,96788.04391533879,17.78790486072126,-0.9676513800278785,21.2034232552637,3,66.66666666666666,90700.93183333575
top6,2022,7,July,2022-07,2022-07-01 07:00:00,2022-07-31 12:45:00,96788.04391533879,105981.49185058259,9.498536764815068,-1.6043641896834604,15.157431393731855,5,40.0,99316.19318955502
