Portfolio,Number of Months,Number of Outliers,Outlier Percentage,Original CAGR (%),Adjusted CAGR (%),CAGR Difference (%)
top9,62,2,3.225806451612903,103.62875218621541,86.51987188061328,17.108880305602128
