Portfolio,Year,Month,Month Name,Year-Month,Start Date,End Date,Start Equity,End Equity,Monthly Return (%),Max Drawdown (%),Volatility (%),Number of Trades,Win Rate (%)
top4,2020,1,January,2020-01,2020-01-22 07:45:00,2020-01-24 12:00:00,10000.0,10189.986983052164,1.8998698305216388,0.0,6.907445920604577,1,100.0
top4,2020,2,February,2020-02,2020-02-06 08:00:00,2020-02-27 12:15:00,10189.986983052164,10442.521228991694,2.478258768726027,-1.5922823276755094,18.019218790920657,2,50.0
top4,2020,3,March,2020-03,2020-03-01 12:00:00,2020-03-29 08:00:00,10442.521228991694,9484.98541373722,-9.169584569251876,-19.193609524452484,65.94702183786137,7,42.857142857142854
top4,2020,4,April,2020-04,2020-04-02 08:00:00,2020-04-30 12:00:00,9484.98541373722,10134.416962586594,6.8469430423033995,-0.9542167115370703,16.779764736281457,3,33.33333333333333
top4,2020,5,May,2020-05,2020-05-01 04:45:00,2020-05-28 08:45:00,10334.515648968983,10678.694938497192,3.3303862630712278,-2.220446049250313e-14,8.314740097410459,3,33.33333333333333
top4,2020,6,June,2020-06,2020-06-01 08:00:00,2020-06-29 08:00:00,10678.694938497192,11474.019466266516,7.44776896755559,0.0,25.149228912480414,3,33.33333333333333
top4,2020,7,July,2020-07,2020-07-03 08:45:00,2020-07-31 08:00:00,11474.019466266516,12013.793148064085,4.704312062433713,0.0,9.140581558769322,3,33.33333333333333
top4,2020,8,August,2020-08,2020-08-02 16:45:00,2020-08-31 00:30:00,11766.780012784811,14571.611350796653,23.836863908089924,-6.86785421774101,43.427120131786964,6,66.66666666666666
top4,2020,9,September,2020-09,2020-09-01 01:30:00,2020-09-30 08:00:00,14677.55332696283,19698.776363447552,34.2102183152057,0.0,43.235928563492884,7,42.857142857142854
top4,2020,10,October,2020-10,2020-10-01 19:15:00,2020-10-31 08:00:00,19860.947953832434,19785.88849359753,-0.37792486244555556,-1.59854198293925,6.930769226654411,3,33.33333333333333
top4,2020,11,November,2020-11,2020-11-01 07:00:00,2020-11-29 09:00:00,19831.382819246905,24661.295818337712,24.354897704880397,-6.382021879486799,34.62844016701887,7,42.857142857142854
top4,2020,12,December,2020-12,2020-12-01 14:45:00,2020-12-30 07:00:00,25389.842918673203,27312.999381506743,7.57451107119349,-5.926253235930156,25.272289465235005,5,60.0
top4,2021,1,January,2021-01,2021-01-02 01:45:00,2021-01-31 09:00:00,27499.42715940436,39552.72482695991,43.83108636295179,-2.7691921849369416,35.96583583535279,6,66.66666666666666
top4,2021,2,February,2021-02,2021-02-01 07:00:00,2021-02-28 15:00:00,40925.15801220709,59631.384278030084,45.708378841795394,-5.181569082611571,38.786969242564005,9,77.77777777777779
top4,2021,3,March,2021-03,2021-03-01 20:15:00,2021-03-28 07:00:00,59879.67174886551,81001.26604929636,35.27339693680105,-8.618560008949371,39.634206731334444,8,100.0
top4,2021,4,April,2021-04,2021-04-01 07:00:00,2021-04-29 08:00:00,81001.26604929636,91051.3030787569,12.407259194373843,-13.18939088273986,81.84335508818123,9,55.55555555555556
top4,2021,5,May,2021-05,2021-05-03 07:00:00,2021-05-31 07:00:00,91051.3030787569,104038.68368230862,14.263805310197464,-5.74956856512051,48.27980440577971,5,60.0
top4,2021,6,June,2021-06,2021-06-04 08:00:00,2021-06-28 08:45:00,104038.68368230862,107361.33426042959,3.193668413055839,-13.782259540283825,62.313630747410286,6,66.66666666666666
top4,2021,7,July,2021-07,2021-07-02 07:00:00,2021-07-31 20:45:00,107361.33426042959,117033.17078697527,9.008677652127917,-5.997548317579692,33.68916538316041,3,66.66666666666666
top4,2021,8,August,2021-08,2021-08-02 01:45:00,2021-08-31 07:00:00,124185.33816399433,153736.56426426885,23.796066860365038,-3.7450637727655223,33.00916915326093,6,50.0
top4,2021,9,September,2021-09,2021-09-03 04:15:00,2021-09-30 12:00:00,154967.19145024457,185699.07767958226,19.83122100990311,-2.5774112807223637,24.64928361972288,7,42.857142857142854
top4,2021,10,October,2021-10,2021-10-01 05:00:00,2021-10-30 03:30:00,187117.54358960118,180783.95260219811,-3.38481943803961,-8.581496994510163,29.852964775435492,8,37.5
top4,2021,11,November,2021-11,2021-11-03 03:30:00,2021-11-28 07:00:00,180783.95260219811,180593.58525336525,-0.10530102151917742,-6.87148553164123,24.10200740397862,4,50.0
top4,2021,12,December,2021-12,2021-12-01 03:30:00,2021-12-31 23:00:00,180593.58525336525,189081.93443754144,4.700249553309099,-1.7038201301224243,15.600337613937555,4,50.0
top4,2022,1,January,2022-01,2022-01-02 07:00:00,2022-01-30 03:30:00,189081.93443754144,207190.8855256295,9.577303692156747,-0.14239474776066574,11.875006899472542,4,75.0
top4,2022,2,February,2022-02,2022-02-03 07:00:00,2022-02-28 07:00:00,207190.8855256295,229589.3845756973,10.810561957512888,-4.0245459154343965,39.220451087954885,3,33.33333333333333
top4,2022,3,March,2022-03,2022-03-03 07:00:00,2022-03-31 07:00:00,229589.3845756973,268434.94083844183,16.91957854869237,-4.233470212233293,28.679461694348706,3,33.33333333333333
top4,2022,4,April,2022-04,2022-04-01 08:15:00,2022-04-30 03:45:00,274864.2403424835,332231.59039482113,20.871158060014405,-4.997342148321138,38.96025353097751,4,25.0
top4,2022,5,May,2022-05,2022-05-02 07:00:00,2022-05-30 15:00:00,332231.59039482113,294846.3340222403,-11.252769891072823,-17.28557774831797,67.69096407099417,5,40.0
top4,2022,6,June,2022-06,2022-06-02 02:00:00,2022-06-28 02:45:00,291431.8879801627,309916.6521474353,6.342739051442048,-8.754204023813273,46.14746439397016,4,25.0
top4,2022,7,July,2022-07,2022-07-01 08:00:00,2022-07-31 12:45:00,309916.6521474353,361130.58567524195,16.52506671485432,-0.8199946103798816,13.920624864175482,7,71.42857142857143
top4,2022,8,August,2022-08,2022-08-01 00:45:00,2022-08-30 07:00:00,367289.3320481477,398572.67926674895,8.517357976109242,-2.503894188229394,20.979512068220814,4,50.0
top4,2022,9,September,2022-09,2022-09-03 03:30:00,2022-09-30 01:45:00,398572.67926674895,433843.889773057,8.849379885042863,-2.286275633047885,18.43246679802401,5,40.0
top4,2022,10,October,2022-10,2022-10-01 03:30:00,2022-10-31 07:00:00,433843.889773057,453956.8512189872,4.635990484146557,0.0,8.314050948680707,3,33.33333333333333
top4,2022,11,November,2022-11,2022-11-01 14:30:00,2022-11-30 04:00:00,475642.0304916673,480453.26456845336,1.011524164887767,-11.48318785365079,44.96582753151164,5,40.0
top4,2022,12,December,2022-12,2022-12-01 07:00:00,2022-12-29 08:00:00,480453.26456845336,494764.23461470875,2.9786393602944106,-1.7459374516121784,13.964045573585118,3,66.66666666666666
top4,2023,1,January,2023-01,2023-01-01 15:00:00,2023-01-31 01:45:00,494764.23461470875,523405.4447540909,5.788860256175576,-4.630389339062768,21.214406418076287,3,66.66666666666666
top4,2023,2,February,2023-02,2023-02-02 12:00:00,2023-02-28 22:45:00,523405.4447540909,592714.4032991258,13.241925402132182,0.0,12.186154620005434,7,42.857142857142854
top4,2023,3,March,2023-03,2023-03-02 13:00:00,2023-03-31 07:00:00,592714.4032991258,661143.3454505112,11.545010846792469,-2.2129003251011636,23.393674270200563,6,33.33333333333333
top4,2023,4,April,2023-04,2023-04-02 08:45:00,2023-04-28 08:00:00,647148.275755867,775987.286047172,19.908731139061064,-1.1102230246251565e-14,20.656684604425248,5,100.0
top4,2023,5,May,2023-05,2023-05-02 07:00:00,2023-05-29 08:00:00,762143.9326014495,857621.5708046408,12.527507485009348,-1.7839665281424444,13.962073569464858,6,83.33333333333334
top4,2023,6,June,2023-06,2023-06-02 03:00:00,2023-06-30 14:30:00,857621.5708046408,1033392.3296799036,20.495142013551558,0.0,62.6849656767152,4,50.0
top4,2023,7,July,2023-07,2023-07-02 22:30:00,2023-07-28 03:30:00,1041795.3594086957,1138928.8114547473,9.323659504605853,0.0,19.604939711359727,4,50.0
top4,2023,8,August,2023-08,2023-08-01 03:00:00,2023-08-29 03:30:00,1138928.8114547473,1191328.358215639,4.600774537783625,-3.4365697978480103,24.775631506410516,3,66.66666666666666
top4,2023,9,September,2023-09,2023-09-02 12:00:00,2023-09-30 03:30:00,1191328.358215639,1198303.0882874085,0.5854582427817112,0.0,2.682906713783026,2,0.0
top4,2023,10,October,2023-10,2023-10-01 12:15:00,2023-10-31 00:15:00,1198303.0882874085,1304563.6007424935,8.867582291467713,0.0,17.60071355142963,2,50.0
top4,2023,11,November,2023-11,2023-11-01 12:00:00,2023-11-30 11:00:00,1304563.6007424935,1404202.3275328195,7.63770556940393,-2.2112661975682846,14.799688969673033,7,28.57142857142857
top4,2023,12,December,2023-12,2023-12-01 16:30:00,2023-12-31 02:30:00,1418948.2667045149,1570273.4855632607,10.664604369981468,-0.8526287142111455,11.094926845583858,2,100.0
top4,2024,1,January,2024-01,2024-01-02 15:45:00,2024-01-31 18:30:00,1590422.9284485972,1618577.210232822,1.770238675550817,-4.097101081531839,22.96954668306838,7,42.857142857142854
top4,2024,2,February,2024-02,2024-02-04 14:30:00,2024-02-29 14:00:00,1618577.210232822,1631465.806466305,0.7962917154646476,-5.8818541443825705,22.06786512177872,7,42.857142857142854
top4,2024,3,March,2024-03,2024-03-01 10:00:00,2024-03-31 00:15:00,1672741.172135425,1848152.3937307426,10.486453285022401,-7.992400753587702,32.39094828761153,7,42.857142857142854
top4,2024,4,April,2024-04,2024-04-01 02:30:00,2024-04-29 12:30:00,1848152.3937307426,2240496.270614344,21.22897863912634,0.0,29.132049680748377,4,25.0
top4,2024,5,May,2024-05,2024-05-01 18:15:00,2024-05-31 14:30:00,2211727.948353956,2507695.490174581,13.381733591642408,0.0,19.497146623726046,3,0.0
top4,2024,6,June,2024-06,2024-06-04 03:30:00,2024-06-30 11:15:00,2507695.490174581,2846594.6729044598,13.514367436465967,-2.220446049250313e-14,22.24203889260544,5,60.0
top4,2024,7,July,2024-07,2024-07-01 03:15:00,2024-07-30 13:00:00,2857340.424926122,2325756.0359283704,-18.60416716049842,-22.360644381062677,76.79661325519174,6,50.0
top4,2024,8,August,2024-08,2024-08-03 12:30:00,2024-08-31 07:00:00,2325756.0359283704,2291763.125199164,-1.4615854029435105,-10.319808508908368,51.48700005382323,3,33.33333333333333
top4,2024,9,September,2024-09,2024-09-01 14:45:00,2024-09-30 11:30:00,2309498.8362178747,2696698.641867204,16.765533698359558,-0.9284022966136507,19.22590662629221,6,50.0
top4,2024,10,October,2024-10,2024-10-02 15:00:00,2024-10-30 03:30:00,2696698.641867204,3070763.0445447294,13.871197799785362,-2.7735830912808845,20.98004783443708,6,50.0
top4,2024,11,November,2024-11,2024-11-01 11:00:00,2024-11-27 02:00:00,2944941.08895393,3025821.4540404007,2.746417080798036,-3.1936025340335683,23.376272430251102,5,20.0
top4,2024,12,December,2024-12,2024-12-01 06:45:00,2024-12-30 20:45:00,3450633.260936553,4078905.1488268236,18.20743731310781,-12.331339203687264,84.3464254337007,9,66.66666666666666
top4,2025,1,January,2025-01,2025-01-02 17:00:00,2025-01-31 11:15:00,4078905.1488268236,4259217.19386827,4.420599118204738,-11.499175099931291,96.67508484147007,4,50.0
top4,2025,2,February,2025-02,2025-02-01 00:15:00,2025-02-27 11:30:00,4470752.724712176,4637468.673857508,3.729035341717868,-12.197320759367758,54.77283870478502,6,50.0
top4,2025,3,March,2025-03,2025-03-03 12:30:00,2025-03-06 06:45:00,4637468.673857508,4874885.100954995,5.119526271645958,0.0,19.130807937541658,1,100.0
