normalized_period,symbol,original_period,out_sample_range,metric_value,selected_based_on_period
86,NEOUSDT,5,2020-03-15 08:45:00 to 2020-03-17 08:45:00,0.0,85
88,BTCUSDT,60,2020-03-18 17:45:00 to 2020-03-20 17:45:00,0.0,87
92,QTUMUSDT,8,2020-03-27 08:00:00 to 2020-03-29 08:00:00,0.5489456427954974,91
96,XLMUSDT,21,2020-04-04 08:00:00 to 2020-04-06 08:00:00,0.0,95
98,LTCUSDT,26,2020-04-08 08:00:00 to 2020-04-10 08:00:00,-3.71616933661704,97
100,ADAUSDT,20,2020-04-12 08:00:00 to 2020-04-14 08:00:00,0.5380122957061394,99
104,QTUMUSDT,16,2020-04-20 08:00:00 to 2020-04-22 08:00:00,-0.0179999999999927,103
124,BTCUSDT,84,2020-05-29 17:45:00 to 2020-05-31 17:45:00,0.0,123
126,BNBUSDT,34,2020-06-03 08:00:00 to 2020-06-05 08:00:00,0.0,125
136,BTCUSDT,92,2020-06-22 17:45:00 to 2020-06-24 17:45:00,0.0,135
138,BNBUSDT,42,2020-06-27 08:00:00 to 2020-06-29 08:00:00,2.208630478204341,137
144,ATOMUSDT,47,2020-07-09 12:00:00 to 2020-07-11 12:00:00,0.0,143
150,BNBUSDT,50,2020-07-21 08:00:00 to 2020-07-23 08:00:00,0.0,149
154,ETCUSDT,61,2020-07-29 08:00:00 to 2020-07-31 08:00:00,1.2848694103807066,153
160,ETCUSDT,65,2020-08-10 08:00:00 to 2020-08-12 08:00:00,-0.4355542576517837,159
162,COMPUSDT,11,2020-08-14 09:00:00 to 2020-08-16 09:00:00,2.6529867302821546,161
164,DOGEUSDT,9,2020-08-18 09:00:00 to 2020-08-20 09:00:00,0.3231450956950539,163
178,XMRUSDT,71,2020-09-15 08:00:00 to 2020-09-17 08:00:00,0.0,177
195,KAVAUSDT,24,2020-10-20 07:00:00 to 2020-10-22 07:00:00,-1.5267721752639227,194
200,KAVAUSDT,27,2020-10-29 07:00:00 to 2020-10-31 07:00:00,2.0972041000564605,199
201,AVAXUSDT,9,2020-11-01 07:00:00 to 2020-11-03 07:00:00,-2.695980598559363,200
202,MKRUSDT,23,2020-11-02 07:00:00 to 2020-11-04 07:00:00,1.4598652775852314,201
205,SUSHIUSDT,18,2020-11-09 07:00:00 to 2020-11-11 07:00:00,3.555810988796293,204
207,DOGEUSDT,38,2020-11-13 09:00:00 to 2020-11-15 09:00:00,0.0,206
211,SUSHIUSDT,22,2020-11-21 07:00:00 to 2020-11-23 07:00:00,3.235371924191495,210
212,EGLDUSDT,19,2020-11-22 07:00:00 to 2020-11-24 07:00:00,0.0,211
213,EGLDUSDT,20,2020-11-25 07:00:00 to 2020-11-27 07:00:00,5.684933717787462,212
214,ETCUSDT,101,2020-11-26 08:00:00 to 2020-11-28 08:00:00,0.5950368801833247,213
217,SUSHIUSDT,26,2020-12-03 07:00:00 to 2020-12-05 07:00:00,5.1618488907951,216
218,KAVAUSDT,39,2020-12-04 07:00:00 to 2020-12-06 07:00:00,1.027688186528394,217
219,EGLDUSDT,24,2020-12-07 07:00:00 to 2020-12-09 07:00:00,1.627176035492921,218
221,YFIUSDT,30,2020-12-11 07:00:00 to 2020-12-13 07:00:00,1.1133077023477016,220
223,ZENUSDT,3,2020-12-15 07:00:00 to 2020-12-17 07:00:00,0.0,222
225,DOGEUSDT,50,2020-12-19 09:00:00 to 2020-12-21 09:00:00,7.914109042303062,224
227,AXSUSDT,7,2020-12-23 07:00:00 to 2020-12-25 07:00:00,-9.420821113611163,226
228,BALUSDT,34,2020-12-24 07:00:00 to 2020-12-26 07:00:00,2.8011155571505517,227
229,COMPUSDT,56,2020-12-27 09:00:00 to 2020-12-29 09:00:00,1.201821453788507,228
231,NEOUSDT,102,2020-12-31 08:45:00 to 2021-01-02 08:45:00,0.0,230
232,BTCUSDT,156,2020-12-31 17:45:00 to 2021-01-02 17:45:00,1.001690525493632,231
233,YFIUSDT,38,2021-01-04 07:00:00 to 2021-01-06 07:00:00,-1.4893334755911565,232
234,ATOMUSDT,107,2021-01-05 12:00:00 to 2021-01-07 12:00:00,0.0,233
235,ZENUSDT,11,2021-01-08 07:00:00 to 2021-01-10 07:00:00,7.135103702487304,234
237,ALGOUSDT,66,2021-01-12 09:00:00 to 2021-01-14 09:00:00,5.469100359535787,236
239,YFIUSDT,42,2021-01-16 07:00:00 to 2021-01-18 07:00:00,0.0,238
240,ATOMUSDT,111,2021-01-17 12:00:00 to 2021-01-19 12:00:00,5.189671495932744,239
241,LRCUSDT,27,2021-01-20 07:00:00 to 2021-01-22 07:00:00,-2.769223181830312,240
243,1INCHUSDT,6,2021-01-24 10:00:00 to 2021-01-26 10:00:00,5.789734590270491,242
244,XMRUSDT,115,2021-01-25 08:00:00 to 2021-01-27 08:00:00,0.0,243
245,XMRUSDT,116,2021-01-28 08:00:00 to 2021-01-30 08:00:00,2.2066410706572603,244
246,RSRUSDT,30,2021-01-29 07:00:00 to 2021-01-31 07:00:00,1.979296180003221,245
247,BALUSDT,47,2021-02-01 07:00:00 to 2021-02-03 07:00:00,0.0,246
249,NEOUSDT,114,2021-02-05 08:45:00 to 2021-02-07 08:45:00,2.5740033030383165,248
251,AXSUSDT,23,2021-02-09 07:00:00 to 2021-02-11 07:00:00,16.185284628276857,250
252,SXPUSDT,64,2021-02-10 09:00:00 to 2021-02-12 09:00:00,2.3799176594766505,251
253,SXPUSDT,65,2021-02-13 09:00:00 to 2021-02-15 09:00:00,-13.365085545541897,252
255,GRTUSDT,16,2021-02-17 07:00:00 to 2021-02-19 07:00:00,3.7668724856891274,254
257,XMRUSDT,124,2021-02-21 08:00:00 to 2021-02-23 08:00:00,-20.06850058408676,256
258,SUSHIUSDT,53,2021-02-22 07:00:00 to 2021-02-24 07:00:00,3.2816759550904684,257
259,RSRUSDT,39,2021-02-25 07:00:00 to 2021-02-27 07:00:00,-2.2595143127837765,258
261,BCHUSDT,142,2021-03-01 08:45:00 to 2021-03-03 08:45:00,0.0,260
262,XMRUSDT,127,2021-03-02 08:00:00 to 2021-03-04 08:00:00,0.8678997545004858,261
263,BTCUSDT,177,2021-03-04 17:45:00 to 2021-03-06 17:45:00,0.97730384831646,262
264,ATOMUSDT,127,2021-03-06 12:00:00 to 2021-03-08 12:00:00,1.7056788698756282,263
265,BALUSDT,59,2021-03-09 07:00:00 to 2021-03-11 07:00:00,-0.791509649905347,264
267,LTCUSDT,139,2021-03-13 08:00:00 to 2021-03-15 08:00:00,0.6245598862531369,266
269,ETCUSDT,138,2021-03-17 08:00:00 to 2021-03-19 08:00:00,1.875441124920035,268
270,BNBUSDT,130,2021-03-18 08:00:00 to 2021-03-20 08:00:00,0.7356130221069361,269
271,COMPUSDT,84,2021-03-21 09:00:00 to 2021-03-23 09:00:00,1.531485183028435,270
272,KAVAUSDT,75,2021-03-22 07:00:00 to 2021-03-24 07:00:00,1.390824312338136,271
273,1INCHUSDT,26,2021-03-25 10:00:00 to 2021-03-27 10:00:00,1.2086264181366275,272
275,XMRUSDT,136,2021-03-29 08:00:00 to 2021-03-31 08:00:00,0.0,274
277,SUSHIUSDT,66,2021-04-02 07:00:00 to 2021-04-04 07:00:00,0.1299838608493519,276
279,DOGEUSDT,86,2021-04-06 09:00:00 to 2021-04-08 09:00:00,5.930768116801664,278
281,SKLUSDT,37,2021-04-10 07:30:00 to 2021-04-12 07:30:00,0.0,280
282,COMPUSDT,91,2021-04-11 09:00:00 to 2021-04-13 09:00:00,0.0,281
283,ANKRUSDT,22,2021-04-14 07:00:00 to 2021-04-16 07:00:00,2.1871016117182807,282
285,BCHUSDT,158,2021-04-18 08:45:00 to 2021-04-20 08:45:00,9.224098133592596,284
286,YFIUSDT,73,2021-04-19 07:00:00 to 2021-04-21 07:00:00,8.122203116326746,285
287,BTCUSDT,193,2021-04-21 17:45:00 to 2021-04-23 17:45:00,-4.191293537974325,286
288,BNBUSDT,142,2021-04-23 08:00:00 to 2021-04-25 08:00:00,-0.1531387569871003,287
289,DENTUSDT,7,2021-04-26 04:00:00 to 2021-04-28 04:00:00,0.0,288
291,EGLDUSDT,72,2021-04-30 07:00:00 to 2021-05-02 07:00:00,0.0,290
292,ETCUSDT,153,2021-05-01 08:00:00 to 2021-05-03 08:00:00,0.0,291
293,DEFIUSDT,79,2021-05-04 07:00:00 to 2021-05-06 07:00:00,6.19060232173455,292
295,SNXUSDT,85,2021-05-08 07:00:00 to 2021-05-10 07:00:00,1.8515936830557256,294
297,AVAXUSDT,73,2021-05-12 07:00:00 to 2021-05-14 07:00:00,4.915320315186964,296
299,XMRUSDT,152,2021-05-16 08:00:00 to 2021-05-18 08:00:00,-0.8722625379703459,298
300,ATOMUSDT,151,2021-05-17 12:00:00 to 2021-05-19 12:00:00,-13.940385035727177,299
301,XLMUSDT,158,2021-05-20 08:00:00 to 2021-05-22 08:00:00,6.165578869824185,300
303,EGLDUSDT,80,2021-05-24 07:00:00 to 2021-05-26 07:00:00,0.0,302
304,XMRUSDT,155,2021-05-25 08:00:00 to 2021-05-27 08:00:00,0.0,303
305,DEFIUSDT,87,2021-05-28 07:00:00 to 2021-05-30 07:00:00,0.0,304
307,SUSHIUSDT,86,2021-06-01 07:00:00 to 2021-06-03 07:00:00,0.0,306
309,EGLDUSDT,84,2021-06-05 07:00:00 to 2021-06-07 07:00:00,0.0,308
311,AXSUSDT,63,2021-06-09 07:00:00 to 2021-06-11 07:00:00,7.758494185675481,310
313,BALUSDT,91,2021-06-13 07:00:00 to 2021-06-15 07:00:00,1.4948795977179723,312
315,KAVAUSDT,104,2021-06-17 07:00:00 to 2021-06-19 07:00:00,-0.9553031861786077,314
317,UNIUSDT,88,2021-06-21 07:00:00 to 2021-06-23 07:00:00,-2.0997485823762876,316
319,COMPUSDT,116,2021-06-25 09:00:00 to 2021-06-27 09:00:00,0.0,318
321,ALGOUSDT,122,2021-06-29 09:00:00 to 2021-07-01 09:00:00,0.0,320
323,DEFIUSDT,99,2021-07-03 07:00:00 to 2021-07-05 07:00:00,0.0,322
325,SXPUSDT,113,2021-07-07 09:00:00 to 2021-07-09 09:00:00,-3.50879638094204,324
327,NKNUSDT,27,2021-07-11 07:00:00 to 2021-07-13 07:00:00,-1.7469649833019505,326
329,SFPUSDT,43,2021-07-15 07:00:00 to 2021-07-17 07:00:00,-1.2472518156599288,328
331,XLMUSDT,178,2021-07-19 08:00:00 to 2021-07-21 08:00:00,-5.553004513303913,330
332,DOGEUSDT,121,2021-07-20 09:00:00 to 2021-07-22 09:00:00,2.046795422535197,331
333,EGLDUSDT,100,2021-07-23 07:00:00 to 2021-07-25 07:00:00,2.611876669461617,332
335,XMRUSDT,176,2021-07-27 08:00:00 to 2021-07-29 08:00:00,2.7813067784566736,334
337,BNBUSDT,175,2021-07-31 08:00:00 to 2021-08-02 08:00:00,0.0,336
338,DOGEUSDT,125,2021-08-01 09:00:00 to 2021-08-03 09:00:00,-1.0061982429254204,337
339,ONTUSDT,176,2021-08-04 08:00:00 to 2021-08-06 08:00:00,0.0,338
341,XMRUSDT,180,2021-08-08 08:00:00 to 2021-08-10 08:00:00,1.591833704991186,340
342,SNXUSDT,116,2021-08-09 07:00:00 to 2021-08-11 07:00:00,5.30752282809306,341
343,XLMUSDT,186,2021-08-12 08:00:00 to 2021-08-14 08:00:00,4.283402121613653,342
345,BCHUSDT,198,2021-08-16 08:45:00 to 2021-08-18 08:45:00,-0.7723817978287479,344
347,XMRUSDT,184,2021-08-20 08:00:00 to 2021-08-22 08:00:00,0.0,346
348,ATOMUSDT,183,2021-08-21 12:00:00 to 2021-08-23 12:00:00,1.9922656696831111,347
349,COMPUSDT,136,2021-08-24 09:00:00 to 2021-08-26 09:00:00,-2.333781018314512,348
351,BCHUSDT,202,2021-08-28 08:45:00 to 2021-08-30 08:45:00,0.3587823193475015,350
353,AXSUSDT,91,2021-09-01 07:00:00 to 2021-09-03 07:00:00,1.797391145303627,352
355,ANKRUSDT,70,2021-09-05 07:00:00 to 2021-09-07 07:00:00,2.6793866882059225,354
357,LTCUSDT,199,2021-09-09 08:00:00 to 2021-09-11 08:00:00,0.0,356
359,YFIUSDT,122,2021-09-13 07:00:00 to 2021-09-15 07:00:00,0.0,358
360,ANKRUSDT,73,2021-09-14 07:00:00 to 2021-09-16 07:00:00,0.0,359
361,SXPUSDT,137,2021-09-17 09:00:00 to 2021-09-19 09:00:00,0.0,360
363,COTIUSDT,61,2021-09-21 07:00:00 to 2021-09-23 07:00:00,1.3074256387779133,362
365,YFIUSDT,126,2021-09-25 07:00:00 to 2021-09-27 07:00:00,2.254750553927515,364
367,HOTUSDT,57,2021-09-29 07:00:00 to 2021-10-01 07:00:00,-0.3154055768468424,366
368,ONTUSDT,195,2021-09-30 08:00:00 to 2021-10-02 08:00:00,0.0,367
369,NKNUSDT,55,2021-10-03 07:00:00 to 2021-10-05 07:00:00,0.0,368
371,XMRUSDT,200,2021-10-07 08:00:00 to 2021-10-09 08:00:00,0.1076371283538719,370
373,LRCUSDT,115,2021-10-11 07:00:00 to 2021-10-13 07:00:00,-2.1318271023088347,372
375,EGLDUSDT,128,2021-10-15 07:00:00 to 2021-10-17 07:00:00,0.7789888178913861,374
377,ETCUSDT,210,2021-10-19 08:00:00 to 2021-10-21 08:00:00,0.0,376
378,ANKRUSDT,85,2021-10-20 07:00:00 to 2021-10-22 07:00:00,0.4583963285767822,377
379,RSRUSDT,119,2021-10-23 07:00:00 to 2021-10-25 07:00:00,-0.093940279869821,378
380,CHZUSDT,88,2021-10-24 07:00:00 to 2021-10-26 07:00:00,1.2317383337560206,379
381,LTCUSDT,215,2021-10-27 08:00:00 to 2021-10-29 08:00:00,2.306416230186187,380
383,ETCUSDT,214,2021-10-31 08:00:00 to 2021-11-02 08:00:00,0.0,382
385,MANAUSDT,74,2021-11-04 07:00:00 to 2021-11-06 07:00:00,0.0907209873897045,384
387,EGLDUSDT,136,2021-11-08 07:00:00 to 2021-11-10 07:00:00,0.2314567544113561,386
388,DYDXUSDT,16,2021-11-09 03:30:00 to 2021-11-11 03:30:00,-8.025160917729336,387
389,YFIUSDT,142,2021-11-12 07:00:00 to 2021-11-14 07:00:00,0.3347180770070735,388
390,CTSIUSDT,2,2021-11-13 03:30:00 to 2021-11-15 03:30:00,2.033364942037424,389
391,DENTUSDT,75,2021-11-16 04:00:00 to 2021-11-18 04:00:00,-5.748718629718442,390
393,DOGEUSDT,162,2021-11-20 09:00:00 to 2021-11-22 09:00:00,0.0,392
394,UNIUSDT,139,2021-11-21 07:00:00 to 2021-11-23 07:00:00,0.0,393
395,YFIUSDT,146,2021-11-24 07:00:00 to 2021-11-26 07:00:00,0.9533148099947902,394
397,C98USDT,28,2021-11-28 03:30:00 to 2021-11-30 03:30:00,3.843934753718186,396
399,ALGOUSDT,174,2021-12-02 09:00:00 to 2021-12-04 09:00:00,-11.286816984478063,398
401,SKLUSDT,117,2021-12-06 07:30:00 to 2021-12-08 07:30:00,8.980730331929609,400
403,SUSHIUSDT,150,2021-12-10 07:00:00 to 2021-12-12 07:00:00,0.0,402
405,1INCHUSDT,114,2021-12-14 10:00:00 to 2021-12-16 10:00:00,0.0,404
407,DEFIUSDT,155,2021-12-18 07:00:00 to 2021-12-20 07:00:00,0.0,406
408,COMPUSDT,175,2021-12-19 09:00:00 to 2021-12-21 09:00:00,-1.1705119880911117,407
409,BNBUSDT,223,2021-12-22 08:00:00 to 2021-12-24 08:00:00,0.0,408
410,BCHUSDT,241,2021-12-23 08:45:00 to 2021-12-25 08:45:00,0.0,409
411,NKNUSDT,83,2021-12-26 07:00:00 to 2021-12-28 07:00:00,-0.9893122364727424,410
413,SKLUSDT,125,2021-12-30 07:30:00 to 2022-01-01 07:30:00,1.249595103140564,412
414,RSRUSDT,142,2021-12-31 07:00:00 to 2022-01-02 07:00:00,0.9628628514000412,413
415,ANKRUSDT,110,2022-01-03 07:00:00 to 2022-01-05 07:00:00,1.4353356351081128,414
417,ONTUSDT,228,2022-01-07 08:00:00 to 2022-01-09 08:00:00,-0.4211247511612419,416
419,AXSUSDT,135,2022-01-11 07:00:00 to 2022-01-13 07:00:00,0.0,418
