Portfolio,Number of Months,Number of Outliers,Outlier Percentage,Original CAGR (%),Adjusted CAGR (%),CAGR Difference (%)
top5,62,1,1.6129032258064515,139.83468191538213,123.44562811577897,16.38905379960316
