Portfolio,Number of Months,Number of Outliers,Outlier Percentage,Original CAGR (%),Adjusted CAGR (%),CAGR Difference (%)
top4,63,1,1.5873015873015872,200.4627214225511,184.612722935544,15.849998487007099
