Portfolio,Year,Month,Month Name,Year-Month,Start Date,End Date,Start Equity,End Equity,Monthly Return (%),Max Drawdown (%),Volatility (%),Number of Trades,Win Rate (%),Cumulative Return,Original Return (%),Is Outlier,Z-Score
top9,2020,2,February,2020-02,2020-02-27 08:00:00,2020-02-28 11:30:00,10000.0,10087.548061707572,0.875480617075719,0.0,0.0,1,100.0,10087.548061707572,,,
top9,2020,3,March,2020-03,2020-03-02 08:00:00,2020-03-29 08:00:00,10087.548061707572,10087.548061707572,0.0,0.0,0.0,1,0.0,10087.548061707572,,,
top9,2020,4,April,2020-04,2020-04-03 08:00:00,2020-04-22 08:45:00,10087.548061707572,10173.948872683251,0.856509534796257,-1.078970042753813,11.245874052197022,2,50.0,10173.948872683251,,,
top9,2020,5,May,2020-05,2020-05-04 08:45:00,2020-05-28 08:00:00,10173.948872683251,10173.948872683251,0.0,0.0,0.0,1,0.0,10173.948872683251,,,
top9,2020,6,June,2020-06,2020-06-09 08:00:00,2020-06-28 15:30:00,10173.948872683251,10710.295655750353,5.271766054448901,0.0,48.31653398122157,1,0.0,10710.295655750355,,,
top9,2020,7,July,2020-07,2020-07-03 09:00:00,2020-07-28 11:30:00,10710.295655750353,11568.162999393473,8.00974474670577,0.0,11.092609318167671,2,0.0,11568.162999393475,,,
top9,2020,8,August,2020-08,2020-08-04 08:00:00,2020-08-28 08:00:00,11568.162999393473,11548.865185720922,-0.16681830705154166,-6.207354390868803,37.809433236131,3,66.66666666666666,11548.865185720922,,,
top9,2020,9,September,2020-09,2020-09-01 08:00:00,2020-09-29 08:00:00,11548.865185720922,11527.944499312885,-0.1811492823892591,-0.49175007036310614,2.659336220783456,2,0.0,11527.944499312885,,,
top9,2020,10,October,2020-10,2020-10-03 12:00:00,2020-10-31 09:00:00,11527.944499312885,11910.75126648348,3.3206853762473454,-0.3522914507202213,8.323799894496958,5,60.0,11910.75126648348,,,
top9,2020,11,November,2020-11,2020-11-03 17:45:00,2020-11-28 08:00:00,11910.75126648348,11585.87599904468,-2.7275799835816406,-18.668537501826453,57.73293669141554,5,40.0,11585.87599904468,,,
top9,2020,12,December,2020-12,2020-12-02 08:00:00,2020-12-30 07:00:00,11585.87599904468,11192.295996002053,-3.397067283260069,-8.811737611555092,33.45404322619538,4,100.0,11192.29599600205,,,
top9,2021,1,January,2021-01,2021-01-03 07:30:00,2021-01-31 12:00:00,11192.295996002053,11976.191072505422,7.0038808550397595,-8.803824367179146,39.81879146871851,9,77.77777777777779,16367.89650888023,46.24252713408341,True,4.12660742611169
top9,2021,2,February,2021-02,2021-02-02 21:30:00,2021-02-28 08:45:00,11976.191072505422,14417.835365213417,20.387486120803878,-6.597287792394468,35.834909209957424,6,50.0,19704.89913789573,,,
top9,2021,3,March,2021-03,2021-03-01 07:30:00,2021-03-31 06:30:00,14417.835365213417,16827.191281707786,16.710940688832764,-2.1098188671426654,16.986586751791176,5,80.0,22997.773145623803,,,
top9,2021,4,April,2021-04,2021-04-01 07:00:00,2021-04-30 08:00:00,16827.191281707786,17527.045903774775,4.159069748186517,-8.471519469682887,40.19566887166571,5,40.0,23954.266571280004,,,
top9,2021,5,May,2021-05,2021-05-03 01:30:00,2021-05-31 08:00:00,17527.045903774775,22237.641118133535,26.876150380505635,-1.3108485990423024,32.14157296689796,6,50.0,30392.25127752441,,,
