Portfolio,Year,Month,Month Name,Year-Month,Start Date,End Date,Start Equity,End Equity,Monthly Return (%),Max Drawdown (%),Volatility (%),Number of Trades,Win Rate (%),Cumulative Return
top8,2021,2,February,2021-02,2021-02-01 08:00:00,2021-02-28 08:00:00,18715.585090179917,23209.89571779438,24.013732971525602,-3.490349890638722,25.21435966062154,8,75.0,21454.904983380435
top8,2021,3,March,2021-03,2021-03-01 06:45:00,2021-03-28 08:00:00,23209.89571779438,24225.80983382675,4.377073160451528,-7.696784504509912,26.17193952493061,11,63.63636363636363,22394.001871008357
top8,2021,4,April,2021-04,2021-04-01 08:00:00,2021-04-29 08:00:00,24225.80983382675,24978.13868982894,3.1054848575245764,-9.599499699495883,45.16065947671916,5,40.0,23089.444208106288
top8,2021,5,May,2021-05,2021-05-03 07:00:00,2021-05-31 07:45:00,24978.13868982894,30657.13753219785,22.735876811675283,-6.646512364083645,42.29784166937716,11,54.54545454545454,28339.031799761826
top8,2021,6,June,2021-06,2021-06-04 08:45:00,2021-06-28 08:45:00,30657.13753219785,29822.420981901236,-2.722747841085771,-7.479072556782185,32.37668235407802,3,33.33333333333333,27567.4314232492
top8,2021,7,July,2021-07,2021-07-02 07:00:00,2021-07-31 21:00:00,29822.420981901236,30936.952831692248,3.7372279415792686,-10.056260232489468,45.79273853044237,9,66.66666666666666,28597.689173174575
top8,2021,8,August,2021-08,2021-08-02 06:45:00,2021-08-31 08:00:00,31914.586716558533,35202.78698466662,10.303126583813915,-3.052116595416954,21.592289429354196,4,50.0,31544.145288732398
top8,2021,9,September,2021-09,2021-09-01 07:00:00,2021-09-30 12:30:00,35548.83575318025,36264.84130114709,2.0141462661060316,-0.5510161341114594,6.529628131613909,3,0.0,32179.490513240464
top8,2021,10,October,2021-10,2021-10-02 07:00:00,2021-10-31 07:00:00,36264.84130114709,37941.789696292704,4.624171332283122,-3.131576209073905,23.978089455332142,6,33.33333333333333,33667.52528842849
top8,2021,11,November,2021-11,2021-11-01 23:45:00,2021-11-27 09:00:00,38422.17095429784,37835.44298080578,-1.5270557569221133,-11.868968724909445,46.66337733801614,5,40.0,33153.40340529834
top8,2021,12,December,2021-12,2021-12-01 09:00:00,2021-12-31 22:30:00,37835.44298080578,36389.85503390629,-3.8207242548550235,-13.13088186500262,57.20336026379675,4,50.0,31886.703280082176
top8,2022,1,January,2022-01,2022-01-02 07:00:00,2022-01-31 08:00:00,37057.070013393546,40873.186800584466,10.297945266076525,-1.9899983145693079,19.291274432223553,4,50.0,35170.37853102126
top8,2022,2,February,2022-02,2022-02-03 07:00:00,2022-02-27 07:00:00,40873.186800584466,41411.50773812118,1.3170515432601837,-4.070081119486069,24.859676435146575,3,33.33333333333333,35633.59054423453
top8,2022,3,March,2022-03,2022-03-03 04:00:00,2022-03-31 08:00:00,41411.50773812118,46683.44487740218,12.73060901964682,-2.3610247996694866,27.788767554708294,5,80.0,40169.963636082866
top8,2022,4,April,2022-04,2022-04-01 05:15:00,2022-04-28 04:00:00,46855.622945118754,47626.31506728326,1.6448231262813584,-10.817810988743792,53.52244691762721,5,60.0,40830.688487787964
top8,2022,5,May,2022-05,2022-05-02 03:30:00,2022-05-30 08:00:00,47626.31506728326,43906.50425187287,-7.810410715494765,-17.730191282649066,75.16951068310085,5,40.0,37641.64401892749
top8,2022,6,June,2022-06,2022-06-03 07:00:00,2022-06-27 03:30:00,43906.50425187287,51543.39182887793,17.39352222895154,-5.028616404594777,34.87468598151365,8,62.5,44188.85173870245
top8,2022,7,July,2022-07,2022-07-02 07:00:00,2022-07-31 02:15:00,52574.01127526806,54169.327718239554,3.0344202473322923,-2.5908664701758344,17.192257155693163,5,60.0,45529.727202925285
top8,2022,8,August,2022-08,2022-08-01 01:00:00,2022-08-30 08:00:00,54885.86121883199,54979.32159282967,0.17028132914786998,-5.304673387523884,21.40193815681604,5,40.0,45607.25582756382
top8,2022,9,September,2022-09,2022-09-03 08:45:00,2022-09-28 14:45:00,54979.32159282967,57664.29986034408,4.883614765927891,0.0,12.764395060306985,4,25.0,47834.53850749324
top8,2022,10,October,2022-10,2022-10-01 07:00:00,2022-10-29 07:00:00,57664.29986034407,58274.55704977619,1.0582928968357885,-0.11859592919416517,5.39623795366779,4,25.0,48340.76803075222
top8,2022,11,November,2022-11,2022-11-02 08:00:00,2022-11-30 08:00:00,58274.55704977619,58478.811979142585,0.35050447349076475,-1.4671953969866536,8.600090091118972,4,25.0,48510.2045852198
top8,2022,12,December,2022-12,2022-12-04 04:00:00,2022-12-28 03:30:00,58478.811979142585,59153.57138211411,1.1538527889591643,0.0,6.475982716588156,2,0.0,49069.94093375615
top8,2023,1,January,2023-01,2023-01-01 08:00:00,2023-01-31 13:15:00,59153.57138211411,66314.3955841134,12.105480759128717,0.0,22.32842365645406,5,20.0,55010.09319200783
top8,2023,2,February,2023-02,2023-02-02 07:00:00,2023-02-27 08:15:00,66314.3955841134,67144.77530354352,1.2521862140428608,-3.3572245336730977,19.249244881858495,5,20.0,55698.921995290286
top8,2023,3,March,2023-03,2023-03-02 03:30:00,2023-03-31 12:00:00,67144.77530354352,63421.04860959291,-5.54581749230173,-8.789266214582604,39.72151529944446,4,25.0,52609.96143625198
top8,2023,4,April,2023-04,2023-04-02 07:15:00,2023-04-27 07:00:00,63516.16063655646,65758.12129452337,3.5297483908001803,-4.981923448197689,25.003841286961283,4,50.0,54466.960703448676
top8,2023,5,May,2023-05,2023-05-01 12:30:00,2023-05-29 02:30:00,65758.12129452337,67467.77618519122,2.5999144394811546,0.0,6.2564534727373475,4,50.0,55883.05507952417
top8,2023,6,June,2023-06,2023-06-02 12:00:00,2023-06-30 11:00:00,67467.77618519122,67167.25523259818,-0.4454288692844255,-1.4047607750659497,8.157238700665449,1,0.0,55634.13581916185
top8,2023,7,July,2023-07,2023-07-01 07:00:00,2023-07-31 00:45:00,67167.25523259818,69324.28316922607,3.211427844056103,0.0,8.242169052936053,3,0.0,57420.785947658405
top8,2023,8,August,2023-08,2023-08-01 12:00:00,2023-08-29 12:30:00,69324.28316922607,70403.93607822356,1.5573949843260104,0.0,7.45422846794392,2,0.0,58315.05438796781
top8,2023,9,September,2023-09,2023-09-02 02:30:00,2023-09-30 07:00:00,70403.93607822356,74199.49983113684,5.391124366535638,-0.8250306279069863,13.793282889202743,5,40.0,61458.89149443605
top8,2023,10,October,2023-10,2023-10-04 07:00:00,2023-10-31 20:45:00,74199.49983113684,77660.24400695425,4.664107148556762,0.0,7.5116147514346086,6,50.0,64325.400046051785
top8,2023,11,November,2023-11,2023-11-01 14:30:00,2023-11-30 12:30:00,77660.24400695425,78819.98690300334,1.493354689878701,-4.394010008390337,19.506123916730893,5,20.0,65286.00642442273
top8,2023,12,December,2023-12,2023-12-03 12:00:00,2023-12-31 14:30:00,78819.98690300334,91419.23073173841,15.984833699908908,-0.6366334709373866,21.30985428870715,4,50.0,75721.86598067856
top8,2024,1,January,2024-01,2024-01-04 14:30:00,2024-01-28 12:30:00,91419.23073173841,96283.19148584855,5.320500637752024,-4.4243116037816055,32.74384233370459,2,50.0,79750.64834309829
top8,2024,2,February,2024-02,2024-02-01 02:30:00,2024-02-29 03:30:00,96283.19148584855,112558.56721972582,16.903652114885894,-2.072825196043815,21.13388936711071,5,60.0,93231.42049838163
top8,2024,3,March,2024-03,2024-03-01 12:00:00,2024-03-31 12:15:00,113567.55069269169,125449.9884988235,10.462881107901257,-3.0474557501405597,19.31320626756577,6,33.33333333333333,102986.11318033478
top8,2024,4,April,2024-04,2024-04-01 12:15:00,2024-04-29 02:30:00,125449.98849882348,136644.5915159754,8.923558424444899,-3.570973730342386,27.29197535475863,5,40.0,112176.13915904691
top8,2024,5,May,2024-05,2024-05-01 18:15:00,2024-05-31 17:00:00,132221.38875702134,150323.16120406342,13.690502434751362,-5.246221389846095,33.74955015266906,5,40.0,127533.6162218263
top8,2024,6,June,2024-06,2024-06-04 17:30:00,2024-06-28 08:00:00,150323.16120406342,155465.08773345166,3.4205816909398834,-3.9277080136468023,19.769051199546155,4,50.0,131896.00774810364
top8,2024,7,July,2024-07,2024-07-02 07:00:00,2024-07-31 19:00:00,155465.08773345166,168400.83504398845,8.32067668640526,-2.1747896307462433,17.947711607467255,3,33.33333333333333,142870.64811509938
top8,2024,8,August,2024-08,2024-08-01 23:45:00,2024-08-31 13:30:00,172564.83464389702,167277.8928323593,-3.0637422870353648,-7.687863595908984,36.78683577902808,4,25.0,138493.45965303556
top8,2024,9,September,2024-09,2024-09-02 08:45:00,2024-09-29 16:00:00,169323.59162368544,178631.8697412657,5.497330896610975,-0.8113553261570927,10.304833674971338,4,25.0,146106.90340032737
top8,2024,10,October,2024-10,2024-10-01 03:30:00,2024-10-30 02:30:00,177288.26211547677,194343.8815933461,9.620275631536245,-1.328149624627628,20.36545593574668,2,50.0,160162.79022414124
top8,2024,11,November,2024-11,2024-11-01 11:15:00,2024-11-28 18:45:00,190884.47583969697,191285.1263569121,0.20989161923863353,-6.754013702578532,29.834484771854836,4,0.0,160498.95849796047
top8,2024,12,December,2024-12,2024-12-01 07:00:00,2024-12-25 08:00:00,191285.12635691214,200994.67705456231,5.0759569667395255,-4.75594221836525,19.65191465400819,3,33.33333333333333,168645.8165633821
top8,2025,1,January,2025-01,2025-01-01 13:30:00,2025-01-30 12:30:00,200994.67705456231,220540.05778855935,9.724327539624955,-6.942358317544328,63.55368027134307,4,50.0,185045.48814788045
top8,2025,2,February,2025-02,2025-02-02 19:15:00,2025-02-28 15:15:00,213564.65644234544,217257.62552182024,1.7292042330383284,-6.707517637113336,40.250399602207715,4,50.0,188245.30256198003
top8,2025,3,March,2025-03,2025-03-03 11:00:00,2025-03-04 20:30:00,217257.62552182027,219386.20717737213,0.9797500319905117,0.0,0.0,1,100.0,190089.63597405166
