Period number,In-sample date range,Out-of-sample date range,MA1 length,Afastamento,Out-of-sample trades,Out-of-sample net profit (%),Out-of-sample max drawdown (%),Out-of-sample win rate (%),Processing time (seconds),normalized_period
1,2023-08-10 12:00:00 to 2023-08-24 12:00:00,2023-08-25 12:00:00 to 2023-08-27 12:00:00,125,0.074,0,0.0,0.0,0.0,201.7120521068573,715
2,2023-08-13 12:00:00 to 2023-08-27 12:00:00,2023-08-28 12:00:00 to 2023-08-30 12:00:00,230,0.058,0,0.0,0.0,0.0,202.4972538948059,717
3,2023-08-16 12:00:00 to 2023-08-30 12:00:00,2023-08-31 12:00:00 to 2023-09-02 12:00:00,130,0.074,0,0.0,0.0,0.0,197.90603303909305,718
4,2023-08-19 12:00:00 to 2023-09-02 12:00:00,2023-09-03 12:00:00 to 2023-09-05 12:00:00,170,0.022,1,0.6302170960345939,2.756836388378158,100.0,196.7557680606842,719
5,2023-08-22 12:00:00 to 2023-09-05 12:00:00,2023-09-06 12:00:00 to 2023-09-08 12:00:00,275,0.022,2,1.033021902434648,0.3770099221033055,50.0,196.22630286216736,721
6,2023-08-25 12:00:00 to 2023-09-08 12:00:00,2023-09-09 12:00:00 to 2023-09-11 12:00:00,290,0.022,1,-5.353417683114713,5.533594904211932,0.0,192.24234819412231,723
7,2023-08-28 12:00:00 to 2023-09-11 12:00:00,2023-09-12 12:00:00 to 2023-09-14 12:00:00,105,0.022,0,0.0,0.0,0.0,197.7630169391632,724
8,2023-08-31 12:00:00 to 2023-09-14 12:00:00,2023-09-15 12:00:00 to 2023-09-17 12:00:00,105,0.022,1,0.6154335170301601,1.7186692074635206,100.0,195.54120302200317,725
9,2023-09-03 12:00:00 to 2023-09-17 12:00:00,2023-09-18 12:00:00 to 2023-09-20 12:00:00,85,0.02,2,1.3297963050984982,0.5176155701617695,100.0,194.599506855011,727
10,2023-09-06 12:00:00 to 2023-09-20 12:00:00,2023-09-21 12:00:00 to 2023-09-23 12:00:00,85,0.02,1,0.2780104712041793,1.3589182844118717,100.0,196.5508189201355,729
11,2023-09-09 12:00:00 to 2023-09-23 12:00:00,2023-09-24 12:00:00 to 2023-09-26 12:00:00,220,0.03,0,0.0,0.0,0.0,195.11949276924133,730
12,2023-09-12 12:00:00 to 2023-09-26 12:00:00,2023-09-27 12:00:00 to 2023-09-29 12:00:00,235,0.028,0,0.0,0.0,0.0,195.18171310424805,731
13,2023-09-15 12:00:00 to 2023-09-29 12:00:00,2023-09-30 12:00:00 to 2023-10-02 12:00:00,235,0.02,0,0.0,0.0,0.0,194.1850929260254,733
14,2023-09-18 12:00:00 to 2023-10-02 12:00:00,2023-10-03 12:00:00 to 2023-10-05 12:00:00,290,0.022,1,-0.5186955659837804,3.0686257326303044,0.0,193.6485869884491,735
15,2023-09-21 12:00:00 to 2023-10-05 12:00:00,2023-10-06 12:00:00 to 2023-10-08 12:00:00,180,0.044,0,0.0,0.0,0.0,191.9185101985931,736
16,2023-09-24 12:00:00 to 2023-10-08 12:00:00,2023-10-09 12:00:00 to 2023-10-11 12:00:00,10,0.02,7,3.3817565778095013,4.835437440414415,57.14285714285714,191.19584679603577,737
17,2023-09-27 12:00:00 to 2023-10-11 12:00:00,2023-10-12 12:00:00 to 2023-10-14 12:00:00,10,0.022,1,-0.3658044432275528,2.0115267807385497,0.0,195.94326210021973,739
18,2023-09-30 12:00:00 to 2023-10-14 12:00:00,2023-10-15 12:00:00 to 2023-10-17 12:00:00,215,0.046,0,0.0,0.0,0.0,198.5857570171356,741
19,2023-10-03 12:00:00 to 2023-10-17 12:00:00,2023-10-18 12:00:00 to 2023-10-20 12:00:00,10,0.022,2,-3.172686498033945,5.2464793703909525,50.0,199.83337593078613,742
20,2023-10-06 12:00:00 to 2023-10-20 12:00:00,2023-10-21 12:00:00 to 2023-10-23 12:00:00,240,0.038,1,2.7760271517423463,1.4108971526322225,100.0,202.1934499740601,743
21,2023-10-09 12:00:00 to 2023-10-23 12:00:00,2023-10-24 12:00:00 to 2023-10-26 12:00:00,160,0.02,2,-1.9136478188843105,5.981538677050461,0.0,199.04471611976624,745
22,2023-10-12 12:00:00 to 2023-10-26 12:00:00,2023-10-27 12:00:00 to 2023-10-29 12:00:00,300,0.02,1,1.302713140023534,2.874102321734905,100.0,199.3510940074921,747
23,2023-10-15 12:00:00 to 2023-10-29 12:00:00,2023-10-30 12:00:00 to 2023-11-01 12:00:00,300,0.02,1,-2.66286545305973,3.0835768751043724,0.0,204.07237768173215,748
24,2023-10-18 12:00:00 to 2023-11-01 12:00:00,2023-11-02 12:00:00 to 2023-11-04 12:00:00,55,0.02,1,-0.1889272322837314,3.094305438392027,0.0,200.87503480911255,749
