Portfolio,Number of Months,Number of Outliers,Outlier Percentage,Original CAGR (%),Adjusted CAGR (%),CAGR Difference (%)
top8,62,1,1.6129032258064515,172.27433987213726,153.78926070805727,18.48507916407999
