Portfolio,Number of Months,Number of Outliers,Outlier Percentage,Original CAGR (%),Adjusted CAGR (%),CAGR Difference (%)
top9,62,1,1.6129032258064515,125.09782657867991,109.83830267833099,15.259523900348924
