datetime,equity,volume,symbol,normalized_period
2020-01-22 07:45:00,10000.0,,ETHUSDT,60
2020-01-23 21:30:00,10063.825220227547,396122.8300000001,ETHUSDT,60
2020-01-24 12:00:00,10189.986983052164,434027.2030000002,ETHUSDT,60
2020-01-29 17:45:00,10189.986983052164,,BTCUSDT,64
2020-02-06 08:00:00,10189.986983052164,,LINKUSDT,67
2020-02-07 08:00:00,10333.156940238607,,LTCUSDT,68
2020-02-08 05:45:00,10458.10080542558,716951.4299999998,LTCUSDT,68
2020-02-08 08:00:00,10333.156940238607,23584504.409999996,LINKUSDT,67
2020-02-09 17:15:00,10552.777569761216,895115.87,LTCUSDT,68
2020-02-10 08:00:00,10552.777569761216,,LTCUSDT,69
2020-02-10 17:45:00,10552.777569761216,,BTCUSDT,70
2020-02-11 15:30:00,10677.485748003406,184147.378,BTCUSDT,70
2020-02-18 08:00:00,10677.485748003406,,LINKUSDT,73
2020-02-22 08:00:00,10677.485748003406,,ZECUSDT,75
2020-02-24 11:15:00,10736.888015723607,128389.391,ZECUSDT,75
2020-02-25 17:45:00,10736.888015723607,,BTCUSDT,77
2020-02-27 12:15:00,10565.92644530693,183351.428,BTCUSDT,77
2020-03-01 12:00:00,10565.92644530693,,ATOMUSDT,79
2020-03-03 08:45:00,10571.314805177803,2814131.2600000007,ATOMUSDT,79
2020-03-03 19:15:00,10656.446394808157,3067101.930000001,ATOMUSDT,79
2020-03-05 08:00:00,10656.446394808157,,ONTUSDT,81
2020-03-06 08:00:00,10656.446394808157,,ETCUSDT,82
2020-03-08 21:15:00,10665.337035252393,9878951.38,ETCUSDT,82
2020-03-09 08:00:00,10665.337035252394,,ADAUSDT,83
2020-03-10 08:00:00,10609.182596575176,,XLMUSDT,84
2020-03-10 19:15:00,10735.996246980445,426010791.0,ADAUSDT,83
2020-03-11 19:00:00,10487.727401441136,136075073.0,XLMUSDT,84
2020-03-11 19:45:00,10847.226491829693,331391126.0,ADAUSDT,83
2020-03-12 06:00:00,10609.182596575176,366816300.0,ADAUSDT,83
2020-03-12 15:30:00,8572.897515252365,138773169.0,XLMUSDT,84
2020-03-12 22:15:00,8777.180510332084,274721952.0,XLMUSDT,84
2020-03-13 02:45:00,8643.327893545778,316089438.0,XLMUSDT,84
2020-03-13 03:30:00,9366.240557630941,410497915.0,XLMUSDT,84
2020-03-13 05:15:00,9512.459467991835,430780315.0,XLMUSDT,84
2020-03-13 07:45:00,9512.459467991835,,ETHUSDT,85
2020-03-14 08:00:00,9512.459467991835,,TRXUSDT,86
2020-03-17 08:45:00,9512.459467991835,,BCHUSDT,87
2020-03-21 08:00:00,9512.459467991835,,ETCUSDT,89
2020-03-22 13:30:00,9576.257545073371,5211086.909999999,ETCUSDT,89
