Portfolio,Start Date,End Date,Total Return (%),CAGR (%),Max Drawdown (%),Recovery Factor,Sharpe Ratio,Sortino Ratio,Calmar Ratio,Volatility (%),Win Rate (%),Profit Factor,Average Profit (%),Average Loss (%),Profit/Loss Ratio,Number of Trades,Number of Periods
top7,2020-01-29 17:45:00,2025-03-04 21:30:00,20196.408505420204,183.704786928348,-23.28474748646896,867.3664387881628,3.331802775442587,2.408354723732451,7.889490192457574,32.72230437485133,53.92857142857142,5.83903263820564,2.240058153765168,-0.44906129795898875,4.988312651182301,280,610
