Portfolio,Start Date,End Date,Total Return (%),CAGR (%),Max Drawdown (%),Recovery Factor,Sharpe Ratio,Sortino Ratio,Calmar Ratio,Volatility (%),Win Rate (%),Profit Factor,Average Profit (%),Average Loss (%),Profit/Loss Ratio,Number of Trades,Number of Periods
top4,2020-01-22 07:45:00,2025-03-06 06:45:00,41399.154538110386,224.81140175367366,-23.125905352551733,1790.1636241688745,2.9826236820234393,2.286617192654688,9.721193541461405,40.38099071048137,51.64473684210527,7.232027318174317,2.8838200807691323,-0.4258831143814977,6.771388635488054,304,628
top1,2019-10-01 17:45:00,2025-03-05 12:15:00,19888.44929135798,165.58881212723344,-24.00414789710804,828.542190983338,2.4637743197987767,1.7690945666003268,6.89834160483502,39.6001478820358,53.799392097264445,4.429703455010436,2.6154645605711826,-0.6875493322979596,3.8040391252067027,329,661
top6,2020-03-01 08:00:00,2025-03-05 16:00:00,17433.628768449053,180.44954635433413,-30.02001321555542,580.7335474261383,3.324957177071588,2.427278817304599,6.0109749139227855,32.073865950393014,48.92086330935252,8.900888467768794,2.4917809824017247,-0.26811867946220674,9.293574723699768,278,628
top10,2020-02-11 08:00:00,2025-03-04 04:45:00,14642.242972264152,168.4356521855861,-20.005933730285687,731.8950052352823,3.02065303935505,2.0683800532562557,8.41928472104265,36.446598282549935,50.78125,7.0337261943330995,2.7342832466317137,-0.4010798560306214,6.817303849892073,256,589
top2,2019-12-17 07:45:00,2025-03-06 06:00:00,12100.622217579934,151.20413340088325,-28.314848754026166,427.35959223018324,2.379521863752202,1.8435077249542025,5.340100337967835,38.807636831745604,53.48837209302325,4.74272658840001,2.550107805806071,-0.6183413532312264,4.124110076869576,301,647
top3,2020-01-10 07:45:00,2025-03-04 14:00:00,12021.625226856422,153.97922416802987,-35.60910204419092,337.5997859181503,2.6550603189645217,1.8763862751661236,4.324153526167033,35.88014486909136,51.624548736462096,3.9893126766379714,2.504156455214608,-0.669876313162401,3.7382370536327865,277,644
top7,2020-01-29 17:45:00,2025-03-05 07:45:00,7869.530322892319,136.14869361533567,-34.81347899279142,226.0483740944652,2.559270626780669,1.773222305298338,3.9108040205785533,35.428015377023634,49.8220640569395,5.055118669354194,2.605147846814809,-0.511693550664228,5.09122665984958,281,619
top9,2020-02-27 08:00:00,2025-03-04 20:30:00,5461.068892559623,122.81076418211305,-27.331141299278173,199.81122752103485,3.116260925796638,2.1761072570389155,4.4934370957043255,30.467621178057673,46.31147540983606,7.62129917875853,2.2938477773014108,-0.25962274149293874,8.835311437321831,244,582
top5,2020-02-03 08:00:00,2025-03-04 21:30:00,4459.878970604257,112.06664180233585,-27.352471238333152,163.05214003310803,2.3161109165009046,1.5115777920201479,4.097130413769705,34.94427925029878,51.10294117647059,4.157626688313434,2.2350941600958647,-0.5618410816331597,3.978160788098465,272,626
top8,2020-02-15 07:45:00,2025-03-04 14:15:00,1764.1512368184624,78.50498371713779,-26.0639410375603,67.68551364800028,2.1109649779820794,1.345654300626869,3.012015090273785,33.430254073078075,44.680851063829785,4.619187852788231,2.1649031196469757,-0.37854611078059264,5.718994484404478,235,596
