Portfolio,Number of Months,Number of Outliers,Outlier Percentage,Original CAGR (%),Adjusted CAGR (%),CAGR Difference (%)
top8,62,1,1.6129032258064515,158.68406456600295,130.29161819108737,28.39244637491558
