Portfolio,Number of Months,Number of Outliers,Outlier Percentage,Original CAGR (%),Adjusted CAGR (%),CAGR Difference (%)
top10,62,1,1.6129032258064515,110.98076416463884,96.7354182651992,14.245345899439641
