Portfolio,Year,Month,Month Name,Year-Month,Start Date,End Date,Start Equity,End Equity,Monthly Return (%),Max Drawdown (%),Volatility (%),Number of Trades,Win Rate (%),Cumulative Return,Original Return (%),Is Outlier,Z-Score
top8,2020,2,February,2020-02,2020-02-15 08:00:00,2020-02-27 08:00:00,10000.0,9524.914446569635,-4.7508555343036445,-6.071857814346249,63.08983573180969,1,100.0,9524.914446569635,,,
top8,2020,3,March,2020-03,2020-03-05 08:00:00,2020-03-30 05:15:00,9524.914446569635,8991.743134052402,-5.597649359561996,-7.168877322664247,55.13940340420734,2,0.0,8991.743134052402,,,
top8,2020,4,April,2020-04,2020-04-03 07:45:00,2020-04-27 08:00:00,8991.743134052402,8882.297748105273,-1.2171765175614357,-1.2171765175614357,7.888205394506747,2,0.0,8882.297748105273,,,
top8,2020,5,May,2020-05,2020-05-01 08:45:00,2020-05-28 08:00:00,8882.297748105273,9149.522482625453,3.00850908287984,0.0,10.984747918439487,3,33.33333333333333,9149.522482625453,,,
top8,2020,6,June,2020-06,2020-06-02 08:00:00,2020-06-28 16:15:00,9149.522482625453,9686.39795122924,5.867797686964438,-1.4894075163751852,18.04188791431331,3,66.66666666666666,9686.397951229239,,,
top8,2020,7,July,2020-07,2020-07-03 08:00:00,2020-07-31 08:00:00,9686.39795122924,10175.981504809435,5.054340695532389,-0.13101047747997585,9.659257301366383,4,25.0,10175.981504809435,,,
top8,2020,8,August,2020-08,2020-08-02 09:00:00,2020-08-28 08:00:00,10175.981504809435,11605.04967535615,14.043541351478472,-2.444538609161262,20.054415040578917,6,66.66666666666666,11605.04967535615,,,
top8,2020,9,September,2020-09,2020-09-01 08:00:00,2020-09-29 08:00:00,11605.04967535615,12377.976696366486,6.66026464885956,-0.05277696500276541,17.593366251208824,3,0.0,12377.976696366486,,,
top8,2020,10,October,2020-10,2020-10-03 08:00:00,2020-10-31 08:00:00,12377.976696366486,12778.142817027327,3.2328879790047393,-1.0721547185831404,12.328830627428262,4,25.0,12778.142817027327,,,
top8,2020,11,November,2020-11,2020-11-04 08:00:00,2020-11-28 08:00:00,12778.142817027327,14903.905469937847,16.63592811060044,-1.1102230246251565e-14,18.02768873486434,4,75.0,14903.905469937847,,,
top8,2020,12,December,2020-12,2020-12-02 07:00:00,2020-12-30 09:00:00,14903.905469937847,15679.702698102232,5.205328427030209,-6.842577770220826,35.77593377743159,4,50.0,15679.702698102232,,,
top8,2021,1,January,2021-01,2021-01-03 08:00:00,2021-01-31 12:00:00,15679.702698102232,16869.74584508323,7.589704791564911,-15.35876723090972,95.52521285807529,10,90.0,30759.659291754033,96.17501609566223,True,5.701460377330144
top8,2021,2,February,2021-02,2021-02-01 07:00:00,2021-02-28 07:00:00,16869.74584508323,21497.04639364192,27.429580688717593,-3.851061466893213,29.1082389006012,7,100.0,39196.904856760324,,,
top8,2021,3,March,2021-03,2021-03-04 08:00:00,2021-03-28 08:00:00,21497.04639364192,25073.339088601926,16.636204944032464,-1.9601045927066463,22.140296380939343,6,50.0,45717.78228044838,,,
top8,2021,4,April,2021-04,2021-04-01 07:45:00,2021-04-29 08:00:00,25073.339088601926,26475.733754523888,5.593170741903597,-3.2727018681868003,20.34972952221101,5,40.0,48274.855902805604,,,
top8,2021,5,May,2021-05,2021-05-03 07:00:00,2021-05-31 07:45:00,26475.733754523888,38519.98339890693,45.49165570274347,-4.581677371453019,27.1828627117879,7,85.71428571428571,70235.88714110547,,,
top8,2021,6,June,2021-06,2021-06-04 08:45:00,2021-06-28 08:45:00,38519.98339890693,37194.01858008251,-3.4422777525445314,-11.14934937785932,39.84142635003224,4,50.0,67818.17282374491,,,
top8,2021,7,July,2021-07,2021-07-02 07:00:00,2021-07-31 21:00:00,37194.01858008251,34675.85962449574,-6.770333111935523,-12.192921328385786,44.17605819123354,6,66.66666666666666,63226.65661314925,,,
top8,2021,8,August,2021-08,2021-08-02 06:45:00,2021-08-31 17:30:00,34675.85962449574,41865.15224756101,20.732846138258697,-8.55401336640993,37.77420452135215,6,66.66666666666666,76335.34204711865,,,
top8,2021,9,September,2021-09,2021-09-01 05:45:00,2021-09-30 12:30:00,41865.15224756101,43609.09329617335,4.16561496850627,-1.1408116696216108,11.691359309152965,4,50.0,79515.17848169389,,,
top8,2021,10,October,2021-10,2021-10-02 07:00:00,2021-10-30 07:00:00,43609.09329617335,44986.45790463372,3.158434409782207,-0.40206053896161276,8.600532918903259,6,50.0,82026.61323985945,,,
