Portfolio,Number of Months,Number of Outliers,Outlier Percentage,Original CAGR (%),Adjusted CAGR (%),CAGR Difference (%)
top3,63,1,1.5873015873015872,142.09524389203563,127.07602656308823,15.019217328947391
