Year-Month,Original Return (%),Z-Score,Adjusted Return (%),Adjustment
2021-02,69.27817532876102,3.7781662435561416,7.93922605772393,61.338949271037094
2024-11,62.90569138689817,3.3736698506062033,7.93922605772393,54.96646532917424
