Portfolio,Number of Months,Number of Outliers,Outlier Percentage,Original CAGR (%),Adjusted CAGR (%),CAGR Difference (%)
top9,60,1,1.6666666666666667,106.07661507731274,94.19171262646684,11.8849024508459
