normalized_period,symbol,original_period,out_sample_range,metric_value,selected_based_on_period
4,LTCUSDT,3,2020-01-30 08:00:00 to 2020-02-01 08:00:00,2.0388138791489836,3
5,LTCUSDT,4,2020-02-02 08:00:00 to 2020-02-04 08:00:00,2.5189432393753486,4
9,XLMUSDT,3,2020-02-10 08:00:00 to 2020-02-12 08:00:00,0.8350468628358976,8
10,LTCUSDT,7,2020-02-11 08:00:00 to 2020-02-13 08:00:00,0.0,9
11,LTCUSDT,8,2020-02-14 08:00:00 to 2020-02-16 08:00:00,0.9667078802182004,10
13,ADAUSDT,2,2020-02-18 08:00:00 to 2020-02-20 08:00:00,-1.011751656191591,12
15,XLMUSDT,7,2020-02-22 08:00:00 to 2020-02-24 08:00:00,0.0,14
17,LTCUSDT,12,2020-02-26 08:00:00 to 2020-02-28 08:00:00,-4.71265943759663,16
19,ADAUSDT,6,2020-03-01 08:00:00 to 2020-03-03 08:00:00,0.0,18
20,BNBUSDT,3,2020-03-02 08:00:00 to 2020-03-04 08:00:00,0.4848480148883209,19
21,ATOMUSDT,5,2020-03-05 12:00:00 to 2020-03-07 12:00:00,0.5605973474800885,20
23,LTCUSDT,16,2020-03-09 08:00:00 to 2020-03-11 08:00:00,4.790531792358397,22
25,ADAUSDT,10,2020-03-13 08:00:00 to 2020-03-15 08:00:00,18.686765038006197,24
27,BNBUSDT,8,2020-03-17 08:00:00 to 2020-03-19 08:00:00,0.0,26
29,LTCUSDT,20,2020-03-21 08:00:00 to 2020-03-23 08:00:00,0.0,28
30,ADAUSDT,13,2020-03-22 08:00:00 to 2020-03-24 08:00:00,0.0,29
31,XMRUSDT,13,2020-03-25 08:00:00 to 2020-03-27 08:00:00,0.0,30
32,BNBUSDT,11,2020-03-26 08:00:00 to 2020-03-28 08:00:00,0.0,31
33,BNBUSDT,12,2020-03-29 08:00:00 to 2020-03-31 08:00:00,0.9629804749713368,32
35,LTCUSDT,24,2020-04-02 08:00:00 to 2020-04-04 08:00:00,0.0,34
37,XMRUSDT,17,2020-04-06 08:00:00 to 2020-04-08 08:00:00,0.0,36
39,XLMUSDT,23,2020-04-10 08:00:00 to 2020-04-12 08:00:00,-0.8093213702688263,38
41,LTCUSDT,28,2020-04-14 08:00:00 to 2020-04-16 08:00:00,4.701768649680562,40
43,ADAUSDT,22,2020-04-18 08:00:00 to 2020-04-20 08:00:00,0.0,42
44,ATOMUSDT,20,2020-04-19 12:00:00 to 2020-04-21 12:00:00,-3.1765730687203724,43
45,XLMUSDT,27,2020-04-22 08:00:00 to 2020-04-24 08:00:00,0.0,44
47,LTCUSDT,32,2020-04-26 08:00:00 to 2020-04-28 08:00:00,0.0,46
49,ADAUSDT,26,2020-04-30 08:00:00 to 2020-05-02 08:00:00,-1.41601858248956,48
51,ATOMUSDT,25,2020-05-04 12:00:00 to 2020-05-06 12:00:00,2.012164682551447,50
53,LTCUSDT,36,2020-05-08 08:00:00 to 2020-05-10 08:00:00,-0.9296188202296436,52
55,ADAUSDT,30,2020-05-12 08:00:00 to 2020-05-14 08:00:00,0.0,54
56,BNBUSDT,27,2020-05-13 08:00:00 to 2020-05-15 08:00:00,0.0,55
57,XLMUSDT,35,2020-05-16 08:00:00 to 2020-05-18 08:00:00,0.0,56
59,LTCUSDT,40,2020-05-20 08:00:00 to 2020-05-22 08:00:00,1.7153806705511487,58
61,XMRUSDT,33,2020-05-24 08:00:00 to 2020-05-26 08:00:00,1.4350639014746591,60
63,ATOMUSDT,33,2020-05-28 12:00:00 to 2020-05-30 12:00:00,0.0,62
65,LTCUSDT,44,2020-06-01 08:00:00 to 2020-06-03 08:00:00,0.4549696336272427,64
67,ADAUSDT,38,2020-06-05 08:00:00 to 2020-06-07 08:00:00,0.8668119718309754,66
68,XLMUSDT,42,2020-06-06 08:00:00 to 2020-06-08 08:00:00,2.101014719872219,67
69,XLMUSDT,43,2020-06-09 08:00:00 to 2020-06-11 08:00:00,0.0,68
70,LTCUSDT,47,2020-06-10 08:00:00 to 2020-06-12 08:00:00,1.5893980010640734,69
71,LTCUSDT,48,2020-06-13 08:00:00 to 2020-06-15 08:00:00,-0.6211763367664208,70
72,ADAUSDT,41,2020-06-14 08:00:00 to 2020-06-16 08:00:00,0.1464861897425907,71
73,XMRUSDT,41,2020-06-17 08:00:00 to 2020-06-19 08:00:00,0.1798840898382332,72
74,ATOMUSDT,40,2020-06-18 12:00:00 to 2020-06-20 12:00:00,0.0,73
75,BNBUSDT,40,2020-06-21 08:00:00 to 2020-06-23 08:00:00,0.0,74
76,LTCUSDT,51,2020-06-22 08:00:00 to 2020-06-24 08:00:00,0.0,75
77,LTCUSDT,52,2020-06-25 08:00:00 to 2020-06-27 08:00:00,0.5949971469329648,76
79,XMRUSDT,45,2020-06-29 08:00:00 to 2020-07-01 08:00:00,0.0,78
80,ATOMUSDT,44,2020-06-30 12:00:00 to 2020-07-02 12:00:00,0.0,79
81,BNBUSDT,44,2020-07-03 08:00:00 to 2020-07-05 08:00:00,0.0,80
83,LTCUSDT,56,2020-07-07 08:00:00 to 2020-07-09 08:00:00,0.0,82
85,ADAUSDT,50,2020-07-11 08:00:00 to 2020-07-13 08:00:00,0.7068882497945742,84
87,BNBUSDT,48,2020-07-15 08:00:00 to 2020-07-17 08:00:00,3.0714493574918196,86
89,ALGOUSDT,7,2020-07-19 09:00:00 to 2020-07-21 09:00:00,4.887326011282803,88
91,XMRUSDT,53,2020-07-23 08:00:00 to 2020-07-25 08:00:00,0.0,90
92,ATOMUSDT,52,2020-07-24 12:00:00 to 2020-07-26 12:00:00,1.539385308756282,91
93,ATOMUSDT,53,2020-07-27 12:00:00 to 2020-07-29 12:00:00,3.485855050304253,92
94,ALGOUSDT,10,2020-07-28 09:00:00 to 2020-07-30 09:00:00,3.773385596204153,93
95,ALGOUSDT,11,2020-07-31 09:00:00 to 2020-08-02 09:00:00,4.129146634688095,94
97,XMRUSDT,57,2020-08-04 08:00:00 to 2020-08-06 08:00:00,0.8934017411491549,96
98,ATOMUSDT,56,2020-08-05 12:00:00 to 2020-08-07 12:00:00,0.6732918731417158,97
99,SXPUSDT,2,2020-08-08 09:00:00 to 2020-08-10 09:00:00,0.0,98
101,ALGOUSDT,15,2020-08-12 09:00:00 to 2020-08-14 09:00:00,1.897588124680642,100
103,XMRUSDT,61,2020-08-16 08:00:00 to 2020-08-18 08:00:00,0.9396642566651644,102
105,SXPUSDT,6,2020-08-20 09:00:00 to 2020-08-22 09:00:00,9.503720676084468,104
107,DOGEUSDT,11,2020-08-24 09:00:00 to 2020-08-26 09:00:00,0.2024077966911136,106
109,ADAUSDT,66,2020-08-28 08:00:00 to 2020-08-30 08:00:00,0.0,108
