normalized_period,symbol,original_period,out_sample_range,metric_value,selected_based_on_period
18,XMRUSDT,4,2020-02-27 08:00:00 to 2020-02-29 08:00:00,1.3574267015706754,17
22,LTCUSDT,15,2020-03-06 08:00:00 to 2020-03-08 08:00:00,-2.3253942597950843,21
24,XMRUSDT,8,2020-03-10 08:00:00 to 2020-03-12 08:00:00,-1.0340367175109713,23
32,ATOMUSDT,12,2020-03-26 12:00:00 to 2020-03-28 12:00:00,-1.01955386949925,31
36,XMRUSDT,16,2020-04-03 08:00:00 to 2020-04-05 08:00:00,0.0,35
50,ATOMUSDT,24,2020-05-01 12:00:00 to 2020-05-03 12:00:00,3.2864498017593355,49
60,ADAUSDT,33,2020-05-21 08:00:00 to 2020-05-23 08:00:00,-2.2392443593444114,59
62,BNBUSDT,31,2020-05-25 08:00:00 to 2020-05-27 08:00:00,0.0,61
66,XMRUSDT,36,2020-06-02 08:00:00 to 2020-06-04 08:00:00,0.0,65
78,ADAUSDT,45,2020-06-26 08:00:00 to 2020-06-28 08:00:00,-2.7971442244246463,77
92,BNBUSDT,51,2020-07-24 08:00:00 to 2020-07-26 08:00:00,0.0,91
93,XLMUSDT,59,2020-07-27 08:00:00 to 2020-07-29 08:00:00,0.9604774925699168,92
99,COMPUSDT,9,2020-08-08 09:00:00 to 2020-08-10 09:00:00,0.0,98
104,ATOMUSDT,60,2020-08-17 12:00:00 to 2020-08-19 12:00:00,5.740335095252776,103
105,COMPUSDT,13,2020-08-20 09:00:00 to 2020-08-22 09:00:00,0.0752709215239156,104
108,XMRUSDT,64,2020-08-25 08:00:00 to 2020-08-27 08:00:00,-0.3443676514903018,107
111,BNBUSDT,64,2020-09-01 08:00:00 to 2020-09-03 08:00:00,1.3310710119198483,110
113,LTCUSDT,76,2020-09-05 08:00:00 to 2020-09-07 08:00:00,2.0518440502675364,112
116,XLMUSDT,74,2020-09-10 08:00:00 to 2020-09-12 08:00:00,0.0,115
117,ATOMUSDT,69,2020-09-13 12:00:00 to 2020-09-15 12:00:00,-1.374118978087463,116
118,LTCUSDT,79,2020-09-14 08:00:00 to 2020-09-16 08:00:00,0.0,117
119,MKRUSDT,8,2020-09-18 07:00:00 to 2020-09-20 07:00:00,0.0,118
122,BNBUSDT,71,2020-09-22 08:00:00 to 2020-09-24 08:00:00,0.0,121
123,BNBUSDT,72,2020-09-25 08:00:00 to 2020-09-27 08:00:00,0.0,122
125,LTCUSDT,84,2020-09-29 08:00:00 to 2020-10-01 08:00:00,0.0,124
128,ATOMUSDT,76,2020-10-04 12:00:00 to 2020-10-06 12:00:00,0.0,127
129,XLMUSDT,83,2020-10-07 08:00:00 to 2020-10-09 08:00:00,0.1711167852658036,128
131,ALGOUSDT,35,2020-10-11 09:00:00 to 2020-10-13 09:00:00,0.0,130
135,BNBUSDT,80,2020-10-19 08:00:00 to 2020-10-21 08:00:00,0.2432972640639309,134
137,DOGEUSDT,31,2020-10-23 09:00:00 to 2020-10-25 09:00:00,0.0,136
140,ATOMUSDT,84,2020-10-28 12:00:00 to 2020-10-30 12:00:00,-7.100711743228476,139
141,ATOMUSDT,85,2020-10-31 12:00:00 to 2020-11-02 12:00:00,0.0,140
142,MKRUSDT,23,2020-11-02 07:00:00 to 2020-11-04 07:00:00,1.4598652775852314,141
143,DOGEUSDT,35,2020-11-04 09:00:00 to 2020-11-06 09:00:00,0.0,142
147,XLMUSDT,95,2020-11-12 08:00:00 to 2020-11-14 08:00:00,0.0,146
149,LTCUSDT,100,2020-11-16 08:00:00 to 2020-11-18 08:00:00,1.4439027443428132,148
153,SXPUSDT,38,2020-11-24 09:00:00 to 2020-11-26 09:00:00,-7.715850868662401,152
154,LTCUSDT,103,2020-11-25 08:00:00 to 2020-11-27 08:00:00,-14.112349429728004,153
155,ALGOUSDT,51,2020-11-28 09:00:00 to 2020-11-30 09:00:00,0.0,154
158,AVAXUSDT,20,2020-12-04 07:00:00 to 2020-12-06 07:00:00,2.441745308204718,157
159,BNBUSDT,96,2020-12-06 08:00:00 to 2020-12-08 08:00:00,0.0,158
160,DOGEUSDT,46,2020-12-07 09:00:00 to 2020-12-09 09:00:00,-2.0909515852772347,159
161,LTCUSDT,108,2020-12-10 08:00:00 to 2020-12-12 08:00:00,-0.2635761214977538,160
163,SNXUSDT,37,2020-12-15 07:00:00 to 2020-12-17 07:00:00,0.5571912660785346,162
165,SXPUSDT,46,2020-12-18 09:00:00 to 2020-12-20 09:00:00,0.0,164
166,LTCUSDT,111,2020-12-19 08:00:00 to 2020-12-21 08:00:00,3.2593554568288345,165
167,MKRUSDT,40,2020-12-23 07:00:00 to 2020-12-25 07:00:00,-1.998137923357426,166
168,SNXUSDT,40,2020-12-24 07:00:00 to 2020-12-26 07:00:00,16.361962825288774,167
169,ADAUSDT,106,2020-12-26 08:00:00 to 2020-12-28 08:00:00,4.992413726761788,168
170,ATOMUSDT,104,2020-12-27 12:00:00 to 2020-12-29 12:00:00,2.8471334137458686,169
171,COMPUSDT,57,2020-12-30 09:00:00 to 2021-01-01 09:00:00,3.3320050996462665,170
173,DOGEUSDT,55,2021-01-03 09:00:00 to 2021-01-05 09:00:00,-14.6030303653348,172
175,ZENUSDT,11,2021-01-08 07:00:00 to 2021-01-10 07:00:00,7.135103702487304,174
177,COMPUSDT,61,2021-01-11 09:00:00 to 2021-01-13 09:00:00,-4.897380252188031,176
179,LTCUSDT,120,2021-01-15 08:00:00 to 2021-01-17 08:00:00,1.0927092610051476,178
181,ADAUSDT,114,2021-01-19 08:00:00 to 2021-01-21 08:00:00,1.9042237724870936,180
183,XLMUSDT,119,2021-01-23 08:00:00 to 2021-01-25 08:00:00,0.0,182
185,YFIUSDT,46,2021-01-28 07:00:00 to 2021-01-30 07:00:00,3.395767330896197,184
187,SNXUSDT,53,2021-02-01 07:00:00 to 2021-02-03 07:00:00,3.016512227973399,186
188,AVAXUSDT,40,2021-02-02 07:00:00 to 2021-02-04 07:00:00,0.0,187
189,COMPUSDT,69,2021-02-04 09:00:00 to 2021-02-06 09:00:00,4.62468566430609,188
191,YFIUSDT,50,2021-02-09 07:00:00 to 2021-02-11 07:00:00,5.503902687606678,190
193,XMRUSDT,121,2021-02-12 08:00:00 to 2021-02-14 08:00:00,1.9126283989590775,192
194,COMPUSDT,72,2021-02-13 09:00:00 to 2021-02-15 09:00:00,0.27720784977937,193
195,CHZUSDT,5,2021-02-17 07:00:00 to 2021-02-19 07:00:00,2.3018388412326023,194
197,LTCUSDT,132,2021-02-20 08:00:00 to 2021-02-22 08:00:00,-0.032498808959408,196
199,XMRUSDT,125,2021-02-24 08:00:00 to 2021-02-26 08:00:00,0.0,198
201,XLMUSDT,131,2021-02-28 08:00:00 to 2021-03-02 08:00:00,1.4203167730369206,200
203,YFIUSDT,58,2021-03-05 07:00:00 to 2021-03-07 07:00:00,0.0,202
205,XMRUSDT,129,2021-03-08 08:00:00 to 2021-03-10 08:00:00,0.7181411916501566,204
207,AVAXUSDT,53,2021-03-13 07:00:00 to 2021-03-15 07:00:00,5.889946377759515,206
209,DOGEUSDT,79,2021-03-16 09:00:00 to 2021-03-18 09:00:00,1.0861711147405548,208
211,ZENUSDT,35,2021-03-21 07:00:00 to 2021-03-23 07:00:00,-9.341514282875632,210
212,SXPUSDT,77,2021-03-21 09:00:00 to 2021-03-23 09:00:00,-5.926872306706028,211
213,XLMUSDT,139,2021-03-24 08:00:00 to 2021-03-26 08:00:00,-3.1183543290618583,212
