normalized_period,symbol,original_period,out_sample_range,metric_value,selected_based_on_period
18,ADAUSDT,5,2020-02-27 08:00:00 to 2020-02-29 08:00:00,1.7776106080206957,17
21,XLMUSDT,11,2020-03-05 08:00:00 to 2020-03-07 08:00:00,0.0,20
26,XLMUSDT,14,2020-03-14 08:00:00 to 2020-03-16 08:00:00,-2.141365548607173,25
27,XLMUSDT,15,2020-03-17 08:00:00 to 2020-03-19 08:00:00,0.0,26
28,LTCUSDT,19,2020-03-18 08:00:00 to 2020-03-20 08:00:00,0.0,27
30,XMRUSDT,12,2020-03-22 08:00:00 to 2020-03-24 08:00:00,0.0,29
33,ATOMUSDT,13,2020-03-29 12:00:00 to 2020-03-31 12:00:00,2.7409111741342347,32
34,LTCUSDT,23,2020-03-30 08:00:00 to 2020-04-01 08:00:00,0.0,33
39,BNBUSDT,16,2020-04-10 08:00:00 to 2020-04-12 08:00:00,-3.3275955880889705,38
42,XMRUSDT,20,2020-04-15 08:00:00 to 2020-04-17 08:00:00,1.1222242990654194,41
44,BNBUSDT,19,2020-04-19 08:00:00 to 2020-04-21 08:00:00,-0.1943219486710586,43
45,ATOMUSDT,21,2020-04-22 12:00:00 to 2020-04-24 12:00:00,1.7419762845849802,44
46,LTCUSDT,31,2020-04-23 08:00:00 to 2020-04-25 08:00:00,0.0,45
50,XLMUSDT,30,2020-05-01 08:00:00 to 2020-05-03 08:00:00,1.8151164021164183,49
51,BNBUSDT,24,2020-05-04 08:00:00 to 2020-05-06 08:00:00,2.3486646202485284,50
57,ATOMUSDT,29,2020-05-16 12:00:00 to 2020-05-18 12:00:00,0.0,56
63,XLMUSDT,39,2020-05-28 08:00:00 to 2020-05-30 08:00:00,0.0,62
68,BNBUSDT,35,2020-06-06 08:00:00 to 2020-06-08 08:00:00,0.6407837509403362,67
69,BNBUSDT,36,2020-06-09 08:00:00 to 2020-06-11 08:00:00,0.0,68
72,XMRUSDT,40,2020-06-14 08:00:00 to 2020-06-16 08:00:00,1.9030460257396953,71
75,XLMUSDT,47,2020-06-21 08:00:00 to 2020-06-23 08:00:00,0.0,74
78,XMRUSDT,44,2020-06-26 08:00:00 to 2020-06-28 08:00:00,0.7401889893179942,77
80,BNBUSDT,43,2020-06-30 08:00:00 to 2020-07-02 08:00:00,0.0,79
81,XLMUSDT,51,2020-07-03 08:00:00 to 2020-07-05 08:00:00,0.0,80
86,BNBUSDT,47,2020-07-12 08:00:00 to 2020-07-14 08:00:00,2.3101855287092987,85
87,ATOMUSDT,49,2020-07-15 12:00:00 to 2020-07-17 12:00:00,4.9817180650162305,86
92,XLMUSDT,58,2020-07-24 08:00:00 to 2020-07-26 08:00:00,-0.0729314168377823,91
93,COMPUSDT,5,2020-07-27 09:00:00 to 2020-07-29 09:00:00,-0.7013580325911244,92
95,DOGEUSDT,3,2020-07-31 09:00:00 to 2020-08-02 09:00:00,1.1240092100121,94
