normalized_period,symbol,original_period,out_sample_range,metric_value,selected_based_on_period
8,XLMUSDT,2,2020-02-07 08:00:00 to 2020-02-09 08:00:00,2.655462816575091,7
14,XLMUSDT,6,2020-02-19 08:00:00 to 2020-02-21 08:00:00,-1.9935862673353404,13
19,XMRUSDT,5,2020-03-01 08:00:00 to 2020-03-03 08:00:00,0.754024149286488,18
20,ATOMUSDT,4,2020-03-02 12:00:00 to 2020-03-04 12:00:00,0.8567156885843724,19
21,BNBUSDT,4,2020-03-05 08:00:00 to 2020-03-07 08:00:00,0.7252529485089508,20
25,XMRUSDT,9,2020-03-13 08:00:00 to 2020-03-15 08:00:00,13.288885585942095,24
27,ATOMUSDT,9,2020-03-17 12:00:00 to 2020-03-19 12:00:00,0.0,26
31,ADAUSDT,14,2020-03-25 08:00:00 to 2020-03-27 08:00:00,0.0,30
33,XLMUSDT,19,2020-03-29 08:00:00 to 2020-03-31 08:00:00,-0.1531513911295223,32
37,ADAUSDT,18,2020-04-06 08:00:00 to 2020-04-08 08:00:00,1.1085128644939868,36
38,BNBUSDT,15,2020-04-07 08:00:00 to 2020-04-09 08:00:00,2.0026952842511307,37
39,ATOMUSDT,17,2020-04-10 12:00:00 to 2020-04-12 12:00:00,0.6042634617590192,38
43,XMRUSDT,21,2020-04-18 08:00:00 to 2020-04-20 08:00:00,0.0,42
44,XLMUSDT,26,2020-04-19 08:00:00 to 2020-04-21 08:00:00,1.348437833401731,43
45,BNBUSDT,20,2020-04-22 08:00:00 to 2020-04-24 08:00:00,0.0,44
48,ADAUSDT,25,2020-04-27 08:00:00 to 2020-04-29 08:00:00,2.175081848928985,47
49,XMRUSDT,25,2020-04-30 08:00:00 to 2020-05-02 08:00:00,-2.5404021291331262,48
50,BNBUSDT,23,2020-05-01 08:00:00 to 2020-05-03 08:00:00,0.0,49
51,XLMUSDT,31,2020-05-04 08:00:00 to 2020-05-06 08:00:00,2.944421083058423,50
54,XMRUSDT,28,2020-05-09 08:00:00 to 2020-05-11 08:00:00,0.106813645751281,53
55,XMRUSDT,29,2020-05-12 08:00:00 to 2020-05-14 08:00:00,0.0,54
57,BNBUSDT,28,2020-05-16 08:00:00 to 2020-05-18 08:00:00,0.9614766391078774,56
58,LTCUSDT,39,2020-05-17 08:00:00 to 2020-05-19 08:00:00,0.0,57
61,ADAUSDT,34,2020-05-24 08:00:00 to 2020-05-26 08:00:00,-0.5208244212664976,60
62,ATOMUSDT,32,2020-05-25 12:00:00 to 2020-05-27 12:00:00,0.5393093525179756,61
63,BNBUSDT,32,2020-05-28 08:00:00 to 2020-05-30 08:00:00,0.0,62
64,LTCUSDT,43,2020-05-29 08:00:00 to 2020-05-31 08:00:00,0.0,63
67,XMRUSDT,37,2020-06-05 08:00:00 to 2020-06-07 08:00:00,0.0,66
69,ATOMUSDT,37,2020-06-09 12:00:00 to 2020-06-11 12:00:00,0.0,68
73,ADAUSDT,42,2020-06-17 08:00:00 to 2020-06-19 08:00:00,0.0,72
74,BNBUSDT,39,2020-06-18 08:00:00 to 2020-06-20 08:00:00,0.0,73
75,ATOMUSDT,41,2020-06-21 12:00:00 to 2020-06-23 12:00:00,0.0,74
79,ADAUSDT,46,2020-06-29 08:00:00 to 2020-07-01 08:00:00,0.0,78
80,XLMUSDT,50,2020-06-30 08:00:00 to 2020-07-02 08:00:00,0.0,79
81,ATOMUSDT,45,2020-07-03 12:00:00 to 2020-07-05 12:00:00,0.0,80
82,ALGOUSDT,2,2020-07-04 09:00:00 to 2020-07-06 09:00:00,0.0,81
83,ALGOUSDT,3,2020-07-07 09:00:00 to 2020-07-09 09:00:00,1.4295939849623938,82
84,XMRUSDT,48,2020-07-08 08:00:00 to 2020-07-10 08:00:00,0.0,83
85,XMRUSDT,49,2020-07-11 08:00:00 to 2020-07-13 08:00:00,0.0,84
86,XLMUSDT,54,2020-07-12 08:00:00 to 2020-07-14 08:00:00,-0.3498252045200934,85
87,XLMUSDT,55,2020-07-15 08:00:00 to 2020-07-17 08:00:00,3.096266390455712,86
88,ALGOUSDT,6,2020-07-16 09:00:00 to 2020-07-18 09:00:00,2.0988520578420324,87
89,LTCUSDT,60,2020-07-19 08:00:00 to 2020-07-21 08:00:00,0.0,88
91,ADAUSDT,54,2020-07-23 08:00:00 to 2020-07-25 08:00:00,0.0,90
93,BNBUSDT,52,2020-07-27 08:00:00 to 2020-07-29 08:00:00,1.9424816183545408,92
95,LTCUSDT,64,2020-07-31 08:00:00 to 2020-08-02 08:00:00,1.51706130047809,94
96,ADAUSDT,57,2020-08-01 08:00:00 to 2020-08-03 08:00:00,2.9290303069612853,95
97,ADAUSDT,58,2020-08-04 08:00:00 to 2020-08-06 08:00:00,0.0,96
98,XLMUSDT,62,2020-08-05 08:00:00 to 2020-08-07 08:00:00,0.0,97
99,ATOMUSDT,57,2020-08-08 12:00:00 to 2020-08-10 12:00:00,1.0389902912621256,98
100,ALGOUSDT,14,2020-08-09 09:00:00 to 2020-08-11 09:00:00,1.9269487619514625,99
101,LTCUSDT,68,2020-08-12 08:00:00 to 2020-08-14 08:00:00,3.52968861619449,100
103,ADAUSDT,62,2020-08-16 08:00:00 to 2020-08-18 08:00:00,0.0,102
104,SXPUSDT,5,2020-08-17 09:00:00 to 2020-08-19 09:00:00,11.58839420189237,103
105,ATOMUSDT,61,2020-08-20 12:00:00 to 2020-08-22 12:00:00,-2.0562712273531725,104
106,ALGOUSDT,18,2020-08-21 09:00:00 to 2020-08-23 09:00:00,-7.106619310766218,105
107,LTCUSDT,72,2020-08-24 08:00:00 to 2020-08-26 08:00:00,0.1069908002082957,106
109,XMRUSDT,65,2020-08-28 08:00:00 to 2020-08-30 08:00:00,0.0,108
110,SXPUSDT,9,2020-08-29 09:00:00 to 2020-08-31 09:00:00,2.205202774862464,109
111,COMPUSDT,17,2020-09-01 09:00:00 to 2020-09-03 09:00:00,-1.895452580749934,110
113,MKRUSDT,4,2020-09-06 07:00:00 to 2020-09-08 07:00:00,0.7893444830664339,112
115,ADAUSDT,70,2020-09-09 08:00:00 to 2020-09-11 08:00:00,0.0,114
116,BNBUSDT,67,2020-09-10 08:00:00 to 2020-09-12 08:00:00,0.87303307921351,115
117,BNBUSDT,68,2020-09-13 08:00:00 to 2020-09-15 08:00:00,3.6212945331178887,116
118,DOGEUSDT,18,2020-09-14 09:00:00 to 2020-09-16 09:00:00,0.9869143140787308,117
119,DOGEUSDT,19,2020-09-17 09:00:00 to 2020-09-19 09:00:00,0.306388848941533,118
121,SNXUSDT,9,2020-09-22 07:00:00 to 2020-09-24 07:00:00,1.853543290609468,120
123,COMPUSDT,25,2020-09-25 09:00:00 to 2020-09-27 09:00:00,0.0,122
124,MKRUSDT,11,2020-09-27 07:00:00 to 2020-09-29 07:00:00,0.3121357155747865,123
125,DOGEUSDT,23,2020-09-29 09:00:00 to 2020-10-01 09:00:00,0.0,124
127,ADAUSDT,78,2020-10-03 08:00:00 to 2020-10-05 08:00:00,0.0,126
129,SXPUSDT,22,2020-10-07 09:00:00 to 2020-10-09 09:00:00,3.8519171607889806,128
131,MKRUSDT,16,2020-10-12 07:00:00 to 2020-10-14 07:00:00,2.586561472915382,130
133,SNXUSDT,17,2020-10-16 07:00:00 to 2020-10-18 07:00:00,5.928995693669203,132
134,SXPUSDT,25,2020-10-16 09:00:00 to 2020-10-18 09:00:00,1.947765250965258,133
135,ATOMUSDT,81,2020-10-19 12:00:00 to 2020-10-21 12:00:00,0.7432229774533152,134
137,LTCUSDT,92,2020-10-23 08:00:00 to 2020-10-25 08:00:00,0.946380899500291,136
139,SNXUSDT,21,2020-10-28 07:00:00 to 2020-10-30 07:00:00,-11.767932282003713,138
141,BNBUSDT,84,2020-10-31 08:00:00 to 2020-11-02 08:00:00,0.0,140
143,LTCUSDT,96,2020-11-04 08:00:00 to 2020-11-06 08:00:00,1.0315154066985452,142
145,ADAUSDT,90,2020-11-08 08:00:00 to 2020-11-10 08:00:00,4.425414986969099,144
146,SXPUSDT,33,2020-11-09 09:00:00 to 2020-11-11 09:00:00,5.7780571340467946,145
147,COMPUSDT,41,2020-11-12 09:00:00 to 2020-11-14 09:00:00,1.6454492553506317,146
148,LTCUSDT,99,2020-11-13 08:00:00 to 2020-11-15 08:00:00,0.0,147
149,YFIUSDT,22,2020-11-17 07:00:00 to 2020-11-19 07:00:00,0.0,148
151,ADAUSDT,94,2020-11-20 08:00:00 to 2020-11-22 08:00:00,0.0,150
152,AVAXUSDT,16,2020-11-22 07:00:00 to 2020-11-24 07:00:00,4.234285252472255,151
153,AVAXUSDT,17,2020-11-25 07:00:00 to 2020-11-27 07:00:00,-10.32018616718744,152
154,ALGOUSDT,50,2020-11-25 09:00:00 to 2020-11-27 09:00:00,-13.735546853616489,153
155,MKRUSDT,32,2020-11-29 07:00:00 to 2020-12-01 07:00:00,0.0,154
157,ADAUSDT,98,2020-12-02 08:00:00 to 2020-12-04 08:00:00,0.0,156
158,XLMUSDT,102,2020-12-03 08:00:00 to 2020-12-05 08:00:00,0.0261042457714938,157
159,ATOMUSDT,97,2020-12-06 12:00:00 to 2020-12-08 12:00:00,0.6405402439024328,158
161,ALGOUSDT,55,2020-12-10 09:00:00 to 2020-12-12 09:00:00,0.4198851054083207,160
163,ADAUSDT,102,2020-12-14 08:00:00 to 2020-12-16 08:00:00,0.9448151963079544,162
164,SXPUSDT,45,2020-12-15 09:00:00 to 2020-12-17 09:00:00,0.3250192843607146,163
165,XLMUSDT,107,2020-12-18 08:00:00 to 2020-12-20 08:00:00,2.835828473287638,164
167,LTCUSDT,112,2020-12-22 08:00:00 to 2020-12-24 08:00:00,3.465833660307853,166
169,ZENUSDT,7,2020-12-27 07:00:00 to 2020-12-29 07:00:00,-0.8585293112391081,168
171,BNBUSDT,104,2020-12-30 08:00:00 to 2021-01-01 08:00:00,0.8326644550529999,170
173,LTCUSDT,116,2021-01-03 08:00:00 to 2021-01-05 08:00:00,2.9106971429896293,172
175,XMRUSDT,109,2021-01-07 08:00:00 to 2021-01-09 08:00:00,3.876806645348588,174
177,GRTUSDT,4,2021-01-12 07:00:00 to 2021-01-14 07:00:00,2.7799979696781154,176
179,DOGEUSDT,59,2021-01-15 09:00:00 to 2021-01-17 09:00:00,3.626515245586143,178
181,SNXUSDT,49,2021-01-20 07:00:00 to 2021-01-22 07:00:00,-11.553308447083326,180
183,BNBUSDT,112,2021-01-23 08:00:00 to 2021-01-25 08:00:00,0.0,182
185,ALGOUSDT,71,2021-01-27 09:00:00 to 2021-01-29 09:00:00,1.9381003009584856,184
187,ADAUSDT,118,2021-01-31 08:00:00 to 2021-02-02 08:00:00,4.189427442124616,186
188,GRTUSDT,11,2021-02-02 07:00:00 to 2021-02-04 07:00:00,9.032010691797511,187
189,SXPUSDT,62,2021-02-04 09:00:00 to 2021-02-06 09:00:00,11.617141017589166,188
190,YFIUSDT,49,2021-02-06 07:00:00 to 2021-02-08 07:00:00,0.8926133733204734,189
191,ALGOUSDT,75,2021-02-08 09:00:00 to 2021-02-10 09:00:00,9.463918749439436,190
193,SNXUSDT,57,2021-02-13 07:00:00 to 2021-02-15 07:00:00,-0.1589204858574885,192
194,AVAXUSDT,44,2021-02-14 07:00:00 to 2021-02-16 07:00:00,-8.733865798673104,193
195,ATOMUSDT,121,2021-02-16 12:00:00 to 2021-02-18 12:00:00,3.637890720052983,194
197,ALGOUSDT,79,2021-02-20 09:00:00 to 2021-02-22 09:00:00,-0.6282606632184797,196
199,ADAUSDT,126,2021-02-24 08:00:00 to 2021-02-26 08:00:00,5.323051946944961,198
200,COMPUSDT,76,2021-02-25 09:00:00 to 2021-02-27 09:00:00,-0.4826527097256985,199
201,BNBUSDT,124,2021-02-28 08:00:00 to 2021-03-02 08:00:00,1.8041232036023216,200
203,MKRUSDT,64,2021-03-05 07:00:00 to 2021-03-07 07:00:00,0.0,202
205,SNXUSDT,65,2021-03-09 07:00:00 to 2021-03-11 07:00:00,0.0,204
206,ATOMUSDT,128,2021-03-09 12:00:00 to 2021-03-11 12:00:00,0.0,205
207,SXPUSDT,74,2021-03-12 09:00:00 to 2021-03-14 09:00:00,15.004781523793495,206
209,LTCUSDT,140,2021-03-16 08:00:00 to 2021-03-18 08:00:00,2.242252582241763,208
211,SNXUSDT,69,2021-03-21 07:00:00 to 2021-03-23 07:00:00,-1.9275365656930443,210
212,ATOMUSDT,132,2021-03-21 12:00:00 to 2021-03-23 12:00:00,0.5102510485559105,211
213,CHZUSDT,17,2021-03-25 07:00:00 to 2021-03-27 07:00:00,3.56915635816873,212
215,LTCUSDT,144,2021-03-28 08:00:00 to 2021-03-30 08:00:00,0.0,214
217,XMRUSDT,137,2021-04-01 08:00:00 to 2021-04-03 08:00:00,0.0,216
218,CHZUSDT,20,2021-04-03 07:00:00 to 2021-04-05 07:00:00,6.622900636339309,217
219,BNBUSDT,136,2021-04-05 08:00:00 to 2021-04-07 08:00:00,1.2823558139120903,218
221,DOGEUSDT,87,2021-04-09 09:00:00 to 2021-04-11 09:00:00,0.0,220
