Portfolio,Year,Month,Month Name,Year-Month,Start Date,End Date,Start Equity,End Equity,High Equity,Low Equity,Monthly Return (%),Max Drawdown (%),Volatility (%),Number of Trades,Win Rate (%)
top2,2022,2,February,2022-02,2022-02-03 08:00:00,2022-02-27 08:00:00,106568.07128106951,135719.10638872805,135719.10638872805,106568.07128106951,27.354379935031115,-3.1152019707359035,28.076902952144383,5,60.0
top2,2022,3,March,2022-03,2022-03-03 03:30:00,2022-03-31 03:30:00,135719.10638872805,148035.7039059283,148035.7039059283,135719.10638872805,9.07506529104527,-0.8451059045347042,19.732804205186053,4,25.0
top2,2022,4,April,2022-04,2022-04-01 14:00:00,2022-04-28 08:00:00,151736.99584217,141412.85476831533,155140.76636948847,133973.32682279087,-6.803970921233593,-13.644021518035121,60.842739534417156,4,50.0
top2,2022,5,May,2022-05,2022-05-01 02:30:00,2022-05-31 20:45:00,145086.20435675117,173580.30659844898,176780.7566482196,145086.20435675117,19.639429102186657,-14.56872569678489,58.785379920662926,7,57.14285714285714
top2,2022,6,June,2022-06,2022-06-03 07:30:00,2022-06-30 12:30:00,173580.30659844895,145611.57860777134,176794.0194165025,140514.25133567018,-16.112846289284942,-20.520924972785505,79.72670539893268,5,40.0
top2,2022,7,July,2022-07,2022-07-01 06:45:00,2022-07-29 03:30:00,146789.68803005587,155580.07134931246,155612.5123397571,146789.68803005587,5.988420193015687,-2.219542667145924,16.91750290176025,3,33.33333333333333
top2,2022,8,August,2022-08,2022-08-02 07:00:00,2022-08-31 10:00:00,155580.07134931246,172196.66448051165,178619.65192245966,155580.07134931246,10.680412335003474,-5.546906561958376,27.48757077018789,3,100.0
top2,2022,9,September,2022-09,2022-09-01 00:30:00,2022-09-28 20:15:00,176273.75357467565,208339.20297398546,208339.20297398546,176273.75357467565,18.19071118022444,0.0,17.94981042163318,7,42.857142857142854
top2,2022,10,October,2022-10,2022-10-01 08:00:00,2022-10-31 10:00:00,208339.20297398546,207738.3816102365,208339.20297398546,204244.29816592822,-0.28838612952933884,-1.9654989313598104,9.861977079752176,3,33.33333333333333
top2,2022,11,November,2022-11,2022-11-02 09:00:00,2022-11-30 03:30:00,207738.3816102365,221670.096071333,221670.096071333,202557.74406127445,6.706374793674619,-5.313754145928629,32.371298688379866,6,50.0
top2,2022,12,December,2022-12,2022-12-04 02:30:00,2022-12-28 02:30:00,221670.096071333,226727.0588567251,226727.0588567251,221670.096071333,2.2813013009047367,-0.6109531822249048,7.429992119149392,3,33.33333333333333
top2,2023,1,January,2023-01,2023-01-01 08:45:00,2023-01-31 23:45:00,226727.0588567251,263547.91564197105,274132.1659839255,226727.0588567251,16.240168672815546,-4.927169193874126,29.96206220767499,8,62.5
top2,2023,2,February,2023-02,2023-02-02 03:30:00,2023-02-28 12:30:00,263547.91564197105,290605.8274297942,293473.9003736958,263547.91564197105,10.266790280588367,-2.43607833104611,28.457476060642563,2,0.0
top2,2023,3,March,2023-03,2023-03-01 03:15:00,2023-03-30 08:00:00,293473.9003736958,303349.73458587093,303694.4390372895,290852.8983185724,3.3651490642267357,-3.1543182985335094,14.755484589473664,6,50.0
top2,2023,4,April,2023-04,2023-04-03 03:30:00,2023-04-30 23:15:00,303349.73458587093,288829.24897742626,303349.73458587093,267500.3946895989,-4.786714459555352,-11.817824711537362,36.143201082164815,5,60.0
top2,2023,5,May,2023-05,2023-05-01 03:00:00,2023-05-29 06:45:00,291449.1328953048,295134.11469228036,295134.11469228036,281351.4183313498,1.264365332079831,-3.4646576106240667,13.666370682605722,4,0.0
top2,2023,6,June,2023-06,2023-06-02 03:30:00,2023-06-30 12:15:00,295134.11469228036,298427.8676161625,298427.8676161625,295134.11469228036,1.1160190435173467,0.0,5.1142417439304575,1,0.0
top2,2023,7,July,2023-07,2023-07-04 03:30:00,2023-07-31 01:00:00,298427.8676161625,312747.79374430573,312747.79374430573,298427.8676161625,4.798454729623813,-2.0802891355218733,10.167073776267209,5,60.0
top2,2023,8,August,2023-08,2023-08-01 03:30:00,2023-08-31 19:45:00,312747.79374430573,325449.00310149003,325449.00310149003,310054.12723521906,4.061166732823862,-3.4393017656900726,16.696774393795454,5,20.0
top2,2023,9,September,2023-09,2023-09-02 03:30:00,2023-09-30 07:00:00,325449.00310149003,382261.0518307826,382261.0518307826,325449.00310149003,17.456513367034642,-0.4357203256750153,20.20907830561504,5,60.0
top2,2023,10,October,2023-10,2023-10-04 12:00:00,2023-10-31 00:45:00,382261.0518307826,402769.5220256661,402769.5220256661,380923.5169426014,5.365043102524103,-0.3499009071877057,11.158183474703602,5,40.0
top2,2023,11,November,2023-11,2023-11-01 07:00:00,2023-11-29 09:00:00,402769.522025666,497830.8684054812,511144.8557265759,402769.522025666,23.601921491407563,-10.090348071821209,76.04505492969696,4,75.0
top2,2023,12,December,2023-12,2023-12-01 02:00:00,2023-12-31 07:00:00,507217.0232600921,643615.272926856,643615.272926856,507217.0232600921,26.89149681729457,-4.699662653570035,32.41514046801151,8,50.0
top2,2024,1,January,2024-01,2024-01-01 12:00:00,2024-01-31 03:00:00,659477.3457027912,592216.045441096,659477.3457027912,577793.425706189,-10.19918283773893,-12.386160120413747,33.531380238054666,8,37.5
top2,2024,2,February,2024-02,2024-02-01 02:30:00,2024-02-29 13:00:00,592216.045441096,663400.9190163004,663400.9190163004,592216.045441096,12.020085258275003,-2.6709152922502977,19.018184578127713,7,57.14285714285714
top2,2024,3,March,2024-03,2024-03-02 02:30:00,2024-03-31 05:00:00,671490.5167421799,832765.6301689559,832765.6301689559,626129.514100425,24.01748191608459,-10.0676027864814,40.25461570446868,4,75.0
top2,2024,4,April,2024-04,2024-04-01 07:00:00,2024-04-29 07:00:00,832765.6301689559,894838.1131988779,906504.8656260372,832765.6301689559,7.4537758021219425,-1.2870038396431749,37.00191581937355,4,50.0
top2,2024,5,May,2024-05,2024-05-01 04:00:00,2024-05-31 14:00:00,858528.1359725506,940547.264169551,962591.4706115214,858528.1359725506,9.55345838538979,-2.290089525514516,20.302317393783408,5,40.0
top2,2024,6,June,2024-06,2024-06-02 12:00:00,2024-06-30 03:30:00,936424.9922846126,855557.2253384668,986105.1887249438,855557.2253384668,-8.635797593232885,-13.238746218877361,61.788985913119376,5,60.0
top2,2024,7,July,2024-07,2024-07-02 12:00:00,2024-07-30 14:15:00,855557.2253384668,921183.4110803211,960605.5292365685,855557.2253384668,7.670578168034514,-4.103882078169773,26.909846980302486,5,20.0
top2,2024,8,August,2024-08,2024-08-01 21:30:00,2024-08-31 07:00:00,834156.1160162925,715877.0936598018,856771.6088039143,706890.9959818713,-14.17948272337316,-17.493648398466664,74.02149938093207,4,25.0
top2,2024,9,September,2024-09,2024-09-01 14:45:00,2024-09-30 06:00:00,722412.1523887769,755441.0590198898,757206.6870325437,722412.1523887769,4.572030872113286,-1.1735982734262795,14.444673922412859,4,25.0
top2,2024,10,October,2024-10,2024-10-02 10:30:00,2024-10-30 13:00:00,755441.0590198898,766181.8798361612,775699.4760730459,734565.4070279916,1.4217946837846718,-5.302835739079548,22.420092289674923,5,20.0
top2,2024,11,November,2024-11,2024-11-03 03:30:00,2024-11-30 05:00:00,766181.8798361612,1256550.9758773828,1256550.9758773828,766181.8798361612,64.00165664921249,-8.257783927082441,93.72636423197514,6,83.33333333333334
top2,2024,12,December,2024-12,2024-12-01 14:00:00,2024-12-31 16:00:00,1256550.9758773828,1343101.3307021237,1365552.8144505923,1212150.8058497873,6.887930254027896,-3.7439562607146315,24.291994997257873,6,50.0
top2,2025,1,January,2025-01,2025-01-02 07:00:00,2025-01-31 11:45:00,1343101.3307021237,1407708.366700994,1407708.366700994,1267697.7162964542,4.810287542868874,-5.614141888032476,38.04966629384022,3,33.33333333333333
top2,2025,2,February,2025-02,2025-02-03 15:00:00,2025-02-28 14:45:00,1407708.366700994,1757618.7441482944,1757618.7441482944,1407708.366700994,24.856737782082348,-1.2700244292170093,25.34557663246644,6,66.66666666666666
top2,2025,3,March,2025-03,2025-03-03 10:00:00,2025-03-06 06:00:00,1757618.7441482944,1843015.8240646792,1843015.8240646792,1757618.7441482944,4.858680541539528,0.0,13.752207079270063,1,100.0
