normalized_period,symbol,original_period,out_sample_range,winning_trades,total_trades,win_rate,net_profit,selected_based_on_period
176,NEOUSDT,65,2020-09-11 08:45:00 to 2020-09-13 08:45:00,0,0,0.0,0.0,175
177,DOGEUSDT,18,2020-09-14 09:00:00 to 2020-09-16 09:00:00,1,1,100.0,0.730326503282841,176
179,THETAUSDT,34,2020-09-18 08:00:00 to 2020-09-20 08:00:00,0,1,0.0,-1.6356494645237252,178
180,SXPUSDT,16,2020-09-19 09:00:00 to 2020-09-21 09:00:00,0,1,0.0,-1.765179555502716,179
181,ETHUSDT,96,2020-09-22 07:45:00 to 2020-09-24 07:45:00,1,1,100.0,0.9909771152899705,180
183,KAVAUSDT,16,2020-09-26 07:00:00 to 2020-09-28 07:00:00,0,0,0.0,0.0,182
184,THETAUSDT,37,2020-09-27 08:00:00 to 2020-09-29 08:00:00,1,1,100.0,2.1514466968546975,183
185,BANDUSDT,17,2020-09-30 07:00:00 to 2020-10-02 07:00:00,0,0,0.0,0.0,184
186,SXPUSDT,20,2020-10-01 09:00:00 to 2020-10-03 09:00:00,1,1,100.0,10.722934697305586,185
187,STORJUSDT,2,2020-10-04 07:00:00 to 2020-10-06 07:00:00,0,0,0.0,0.0,186
189,SOLUSDT,4,2020-10-08 07:00:00 to 2020-10-10 07:00:00,0,1,0.0,-3.2695468478997514,188
190,DEFIUSDT,10,2020-10-09 07:00:00 to 2020-10-11 07:00:00,0,0,0.0,0.0,189
191,ETCUSDT,86,2020-10-12 08:00:00 to 2020-10-14 08:00:00,0,0,0.0,0.0,190
193,CRVUSDT,11,2020-10-16 07:00:00 to 2020-10-18 07:00:00,0,1,0.0,-1.0120527724544193,192
195,VETUSDT,79,2020-10-20 08:00:00 to 2020-10-22 08:00:00,0,1,0.0,-1.2353671057089177,194
197,XMRUSDT,84,2020-10-24 08:00:00 to 2020-10-26 08:00:00,0,0,0.0,0.0,196
199,SXPUSDT,29,2020-10-28 09:00:00 to 2020-10-30 09:00:00,1,2,50.0,2.0741871709326953,198
201,VETUSDT,83,2020-11-01 08:00:00 to 2020-11-03 08:00:00,0,1,0.0,-0.22940571549666666,200
202,YFIUSDT,17,2020-11-02 07:00:00 to 2020-11-04 07:00:00,1,1,100.0,0.6705259864084656,201
203,XTZUSDT,87,2020-11-05 08:00:00 to 2020-11-07 08:00:00,0,0,0.0,0.0,202
204,SUSHIUSDT,17,2020-11-06 07:00:00 to 2020-11-08 07:00:00,1,1,100.0,3.2172705089247966,203
205,SUSHIUSDT,18,2020-11-09 07:00:00 to 2020-11-11 07:00:00,1,1,100.0,1.0135515934174721,204
206,RLCUSDT,30,2020-11-10 07:00:00 to 2020-11-12 07:00:00,0,0,0.0,0.0,205
207,LTCUSDT,99,2020-11-13 08:00:00 to 2020-11-15 08:00:00,0,0,0.0,0.0,206
208,UNIUSDT,15,2020-11-14 07:00:00 to 2020-11-16 07:00:00,0,0,0.0,0.0,207
209,YFIUSDT,22,2020-11-17 07:00:00 to 2020-11-19 07:00:00,0,0,0.0,0.0,208
210,SNXUSDT,28,2020-11-18 07:00:00 to 2020-11-20 07:00:00,1,1,100.0,3.762690913538469,209
211,SNXUSDT,29,2020-11-21 07:00:00 to 2020-11-23 07:00:00,1,1,100.0,4.259459308837754,210
213,ALGOUSDT,50,2020-11-25 09:00:00 to 2020-11-27 09:00:00,0,0,0.0,0.0,212
215,BANDUSDT,37,2020-11-29 07:00:00 to 2020-12-01 07:00:00,0,0,0.0,0.0,214
216,DASHUSDT,96,2020-11-30 08:00:00 to 2020-12-02 08:00:00,1,1,100.0,1.26021965908234,215
217,LRCUSDT,11,2020-12-03 07:00:00 to 2020-12-05 07:00:00,1,1,100.0,3.9674487942319647,216
219,SOLUSDT,24,2020-12-07 07:00:00 to 2020-12-09 07:00:00,1,1,100.0,0.21482113975017647,218
221,ADAUSDT,101,2020-12-11 08:00:00 to 2020-12-13 08:00:00,0,1,0.0,-0.4603369494662335,220
222,RUNEUSDT,29,2020-12-12 07:00:00 to 2020-12-14 07:00:00,0,0,0.0,0.0,221
223,BELUSDT,5,2020-12-15 07:00:00 to 2020-12-17 07:00:00,0,1,0.0,-0.7606531852267451,222
225,LTCUSDT,111,2020-12-19 08:00:00 to 2020-12-21 08:00:00,1,1,100.0,2.04833642037463,224
227,UNIUSDT,28,2020-12-23 07:00:00 to 2020-12-25 07:00:00,1,1,100.0,6.299582444390972,226
228,ZILUSDT,59,2020-12-24 09:00:00 to 2020-12-26 09:00:00,0,1,0.0,-4.834184570565803,227
229,AAVEUSDT,20,2020-12-27 07:00:00 to 2020-12-29 07:00:00,0,1,0.0,-1.8514509068749074,228
231,TRXUSDT,113,2020-12-31 08:00:00 to 2021-01-02 08:00:00,0,0,0.0,0.0,230
233,XMRUSDT,108,2021-01-04 08:00:00 to 2021-01-06 08:00:00,1,1,100.0,3.202824203454613,232
235,RSRUSDT,23,2021-01-08 07:00:00 to 2021-01-10 07:00:00,1,1,100.0,9.760815513821486,234
237,NEOUSDT,106,2021-01-12 08:45:00 to 2021-01-14 08:45:00,0,1,0.0,-1.6622233414009147,236
238,THETAUSDT,73,2021-01-13 08:00:00 to 2021-01-15 08:00:00,0,0,0.0,0.0,237
239,SKLUSDT,9,2021-01-16 07:30:00 to 2021-01-18 07:30:00,1,1,100.0,1.4702552915001998,238
241,ATOMUSDT,112,2021-01-20 12:00:00 to 2021-01-22 12:00:00,1,1,100.0,1.322761354596591,240
243,KNCUSDT,68,2021-01-24 08:45:00 to 2021-01-26 08:45:00,1,1,100.0,0.15457040390483012,242
245,ICXUSDT,41,2021-01-28 06:45:00 to 2021-01-30 06:45:00,0,1,0.0,-6.299186178070759,244
246,RSRUSDT,30,2021-01-29 07:00:00 to 2021-01-31 07:00:00,1,1,100.0,0.5651081617065401,245
247,CRVUSDT,47,2021-02-01 07:00:00 to 2021-02-03 07:00:00,1,1,100.0,1.809257305630152,246
248,AVAXUSDT,40,2021-02-02 07:00:00 to 2021-02-04 07:00:00,0,0,0.0,0.0,247
249,XRPUSDT,128,2021-02-05 08:15:00 to 2021-02-07 08:15:00,1,1,100.0,0.8732330185060366,248
251,TRBUSDT,49,2021-02-09 07:00:00 to 2021-02-11 07:00:00,0,0,0.0,0.0,250
252,ZRXUSDT,73,2021-02-10 09:00:00 to 2021-02-12 09:00:00,1,1,100.0,3.1591037708385894,251
253,BNBUSDT,119,2021-02-13 08:00:00 to 2021-02-15 08:00:00,1,1,100.0,4.913950305400094,252
255,KAVAUSDT,64,2021-02-17 07:00:00 to 2021-02-19 07:00:00,1,1,100.0,2.103266052631003,254
256,TRBUSDT,52,2021-02-18 07:00:00 to 2021-02-20 07:00:00,1,1,100.0,1.3503627788481687,255
257,ALPHAUSDT,26,2021-02-21 07:00:00 to 2021-02-23 07:00:00,0,1,0.0,-2.5796361202957807,256
259,CRVUSDT,55,2021-02-25 07:00:00 to 2021-02-27 07:00:00,0,1,0.0,-3.990984440159129,258
260,GRTUSDT,19,2021-02-26 07:00:00 to 2021-02-28 07:00:00,1,1,100.0,1.724101346481155,259
261,LTCUSDT,135,2021-03-01 08:00:00 to 2021-03-03 08:00:00,1,1,100.0,0.10960249906348807,260
262,IOSTUSDT,121,2021-03-02 08:00:00 to 2021-03-04 08:00:00,1,2,50.0,-1.6199290020793788,261
263,SANDUSDT,9,2021-03-05 07:00:00 to 2021-03-07 07:00:00,1,2,50.0,1.9625624895571736,262
264,FILUSDT,43,2021-03-06 06:00:00 to 2021-03-08 06:00:00,0,0,0.0,0.0,263
265,LRCUSDT,43,2021-03-09 07:00:00 to 2021-03-11 07:00:00,0,1,0.0,-2.1702432604768673,264
267,ENJUSDT,51,2021-03-13 07:00:00 to 2021-03-15 07:00:00,1,1,100.0,5.378746464023898,266
268,THETAUSDT,93,2021-03-14 08:00:00 to 2021-03-16 08:00:00,0,1,0.0,-3.3430208400889505,267
269,SKLUSDT,29,2021-03-17 07:30:00 to 2021-03-19 07:30:00,1,1,100.0,0.15887448923905811,268
270,BATUSDT,129,2021-03-18 08:00:00 to 2021-03-20 08:00:00,0,1,0.0,-2.3970076846076216,269
271,SXPUSDT,77,2021-03-21 09:00:00 to 2021-03-23 09:00:00,0,1,0.0,-8.306001934412732,270
273,GRTUSDT,28,2021-03-25 07:00:00 to 2021-03-27 07:00:00,0,1,0.0,-0.8806843064811498,272
275,IOTAUSDT,133,2021-03-29 08:00:00 to 2021-03-31 08:00:00,0,0,0.0,0.0,274
276,FILUSDT,51,2021-03-30 06:00:00 to 2021-04-01 06:00:00,0,0,0.0,0.0,275
277,STORJUSDT,62,2021-04-02 07:00:00 to 2021-04-04 07:00:00,0,0,0.0,0.0,276
278,CHZUSDT,20,2021-04-03 07:00:00 to 2021-04-05 07:00:00,0,1,0.0,-6.038907714258313,277
279,ALICEUSDT,3,2021-04-06 03:00:00 to 2021-04-08 03:00:00,0,0,0.0,0.0,278
281,BANDUSDT,81,2021-04-10 07:00:00 to 2021-04-12 07:00:00,0,1,0.0,-1.309602904029128,280
282,MANAUSDT,5,2021-04-11 07:00:00 to 2021-04-13 07:00:00,1,1,100.0,4.795406978163541,281
283,CHRUSDT,7,2021-04-14 07:00:00 to 2021-04-16 07:00:00,1,1,100.0,4.586146501977195,282
285,VETUSDT,139,2021-04-18 08:00:00 to 2021-04-20 08:00:00,1,2,50.0,5.271619799055783,284
287,MKRUSDT,80,2021-04-22 07:00:00 to 2021-04-24 07:00:00,1,2,50.0,-4.171566448813036,286
289,EOSUSDT,154,2021-04-26 08:00:00 to 2021-04-28 08:00:00,0,0,0.0,0.0,288
290,XRPUSDT,155,2021-04-27 08:15:00 to 2021-04-29 08:15:00,0,0,0.0,0.0,289
291,TRXUSDT,153,2021-04-30 08:00:00 to 2021-05-02 08:00:00,0,0,0.0,0.0,290
292,UNIUSDT,71,2021-05-01 07:00:00 to 2021-05-03 07:00:00,0,1,0.0,-0.7872931838952768,291
293,SANDUSDT,29,2021-05-04 07:00:00 to 2021-05-06 07:00:00,1,1,100.0,0.8899791715430538,292
295,STORJUSDT,74,2021-05-08 07:00:00 to 2021-05-10 07:00:00,0,1,0.0,-1.3478075200026418,294
297,RLCUSDT,91,2021-05-12 07:00:00 to 2021-05-14 07:00:00,0,0,0.0,0.0,296
299,HBARUSDT,16,2021-05-16 07:00:00 to 2021-05-18 07:00:00,2,3,66.66666666666666,0.8346457501653415,298
301,ZENUSDT,55,2021-05-20 07:00:00 to 2021-05-22 07:00:00,1,1,100.0,11.404299900292813,300
303,COTIUSDT,21,2021-05-24 07:00:00 to 2021-05-26 07:00:00,0,0,0.0,0.0,302
305,SANDUSDT,37,2021-05-28 07:00:00 to 2021-05-30 07:00:00,0,1,0.0,-5.209087104790699,304
307,MANAUSDT,22,2021-06-01 07:00:00 to 2021-06-03 07:00:00,0,0,0.0,0.0,306
308,TRXUSDT,164,2021-06-02 08:00:00 to 2021-06-04 08:00:00,0,0,0.0,0.0,307
309,TRXUSDT,165,2021-06-05 08:00:00 to 2021-06-07 08:00:00,0,0,0.0,0.0,308
311,HBARUSDT,24,2021-06-09 07:00:00 to 2021-06-11 07:00:00,1,1,100.0,0.9928380047803387,310
312,ZENUSDT,62,2021-06-10 07:00:00 to 2021-06-12 07:00:00,0,0,0.0,0.0,311
313,LINKUSDT,167,2021-06-13 08:00:00 to 2021-06-15 08:00:00,0,0,0.0,0.0,312
314,1INCHUSDT,53,2021-06-14 10:00:00 to 2021-06-16 10:00:00,1,1,100.0,1.516652990071643,313
315,TRXUSDT,169,2021-06-17 08:00:00 to 2021-06-19 08:00:00,0,0,0.0,0.0,314
316,1000SHIBUSDT,9,2021-06-18 17:30:00 to 2021-06-20 17:30:00,0,1,0.0,-0.37127771253150366,315
317,THETAUSDT,126,2021-06-21 08:00:00 to 2021-06-23 08:00:00,0,1,0.0,-3.546686615345429,316
319,ONEUSDT,29,2021-06-25 07:00:00 to 2021-06-27 07:00:00,1,1,100.0,1.5242503649367967,318
321,AVAXUSDT,89,2021-06-29 07:00:00 to 2021-07-01 07:00:00,0,1,0.0,-1.010465138785388,320
322,SFPUSDT,38,2021-06-30 07:00:00 to 2021-07-02 07:00:00,1,1,100.0,0.9111530184065852,321
323,1000SHIBUSDT,14,2021-07-03 17:30:00 to 2021-07-05 17:30:00,0,0,0.0,0.0,322
325,HOTUSDT,29,2021-07-07 07:00:00 to 2021-07-09 07:00:00,1,1,100.0,2.014163628626564,324
327,ENJUSDT,91,2021-07-11 07:00:00 to 2021-07-13 07:00:00,0,0,0.0,0.0,326
328,OGNUSDT,30,2021-07-12 07:00:00 to 2021-07-14 07:00:00,1,1,100.0,4.166765220143276,327
329,TRBUSDT,101,2021-07-15 07:00:00 to 2021-07-17 07:00:00,1,2,50.0,1.6554894270110476,328
331,STORJUSDT,98,2021-07-19 07:00:00 to 2021-07-21 07:00:00,0,0,0.0,0.0,330
333,CHZUSDT,57,2021-07-23 07:00:00 to 2021-07-25 07:00:00,1,1,100.0,0.47710127761657617,332
335,ICXUSDT,101,2021-07-27 06:45:00 to 2021-07-29 06:45:00,0,1,0.0,-1.2641394587606158,334
337,HOTUSDT,37,2021-07-31 07:00:00 to 2021-08-02 07:00:00,1,1,100.0,0.8173392765017384,336
338,ALGOUSDT,133,2021-08-01 09:00:00 to 2021-08-03 09:00:00,0,0,0.0,0.0,337
339,ALICEUSDT,43,2021-08-04 03:00:00 to 2021-08-06 03:00:00,1,1,100.0,0.4790436976905843,338
340,YFIUSDT,109,2021-08-05 07:00:00 to 2021-08-07 07:00:00,0,1,0.0,-1.0496211967529923,339
341,AXSUSDT,83,2021-08-08 07:00:00 to 2021-08-10 07:00:00,1,1,100.0,0.6433319905847501,340
343,RSRUSDT,95,2021-08-12 07:00:00 to 2021-08-14 07:00:00,1,1,100.0,1.3196407591589798,342
345,LINAUSDT,46,2021-08-16 07:00:00 to 2021-08-18 07:00:00,1,1,100.0,2.818659666268175,344
347,NEARUSDT,99,2021-08-20 08:00:00 to 2021-08-22 08:00:00,0,1,0.0,-0.6677108961322786,346
348,RUNEUSDT,113,2021-08-21 07:00:00 to 2021-08-23 07:00:00,1,1,100.0,5.564460470995103,347
349,SUSHIUSDT,114,2021-08-24 07:00:00 to 2021-08-26 07:00:00,0,0,0.0,0.0,348
350,AVAXUSDT,108,2021-08-25 07:00:00 to 2021-08-27 07:00:00,1,1,100.0,9.219962136360781,349
351,AVAXUSDT,109,2021-08-28 07:00:00 to 2021-08-30 07:00:00,1,1,100.0,2.1144100010516365,350
352,ALPHAUSDT,89,2021-08-29 07:00:00 to 2021-08-31 07:00:00,1,1,100.0,8.127748025574633,351
353,NEARUSDT,103,2021-09-01 08:00:00 to 2021-09-03 08:00:00,0,1,0.0,-2.1922069310957637,352
354,CRVUSDT,118,2021-09-02 07:00:00 to 2021-09-04 07:00:00,1,1,100.0,1.0853724865638625,353
355,SUSHIUSDT,118,2021-09-05 07:00:00 to 2021-09-07 07:00:00,0,1,0.0,-0.9116299276272555,354
357,SOLUSDT,116,2021-09-09 07:00:00 to 2021-09-11 07:00:00,1,1,100.0,4.61763470800336,356
358,CELRUSDT,51,2021-09-10 07:00:00 to 2021-09-12 07:00:00,0,1,0.0,-7.014299144864566,357
359,SKLUSDT,89,2021-09-13 07:30:00 to 2021-09-15 07:30:00,0,0,0.0,0.0,358
361,ATOMUSDT,192,2021-09-17 12:00:00 to 2021-09-19 12:00:00,1,1,100.0,1.1175415947095368,360
363,LINAUSDT,58,2021-09-21 07:00:00 to 2021-09-23 07:00:00,0,1,0.0,-6.463246875683703,362
364,HBARUSDT,59,2021-09-22 07:00:00 to 2021-09-24 07:00:00,1,1,100.0,2.724525970772307,363
365,1000SHIBUSDT,42,2021-09-25 17:30:00 to 2021-09-27 17:30:00,0,1,0.0,-1.566217436920747,364
366,DENTUSDT,58,2021-09-26 04:00:00 to 2021-09-28 04:00:00,0,1,0.0,-2.478351334087381,365
367,FILUSDT,112,2021-09-29 06:00:00 to 2021-10-01 06:00:00,0,0,0.0,0.0,366
368,ALGOUSDT,153,2021-09-30 09:00:00 to 2021-10-02 09:00:00,0,0,0.0,0.0,367
369,TRXUSDT,205,2021-10-03 08:00:00 to 2021-10-05 08:00:00,0,0,0.0,0.0,368
370,XTZUSDT,198,2021-10-04 08:00:00 to 2021-10-06 08:00:00,1,2,50.0,-0.84222200204499,369
371,CELRUSDT,60,2021-10-07 07:00:00 to 2021-10-09 07:00:00,0,1,0.0,-8.831774659482871,370
372,C98USDT,11,2021-10-08 03:30:00 to 2021-10-10 03:30:00,0,0,0.0,0.0,371
373,HOTUSDT,61,2021-10-11 07:00:00 to 2021-10-13 07:00:00,0,1,0.0,-0.6305824397160986,372
375,GALAUSDT,5,2021-10-15 03:30:00 to 2021-10-17 03:30:00,1,1,100.0,0.7795845850203653,374
377,ARUSDT,3,2021-10-19 03:30:00 to 2021-10-21 03:30:00,0,0,0.0,0.0,376
378,DASHUSDT,204,2021-10-20 08:00:00 to 2021-10-22 08:00:00,0,1,0.0,-2.327706548070685,377
379,1000XECUSDT,8,2021-10-23 03:30:00 to 2021-10-25 03:30:00,0,0,0.0,0.0,378
380,ENJUSDT,126,2021-10-24 07:00:00 to 2021-10-26 07:00:00,0,1,0.0,-3.1366476191496906,379
381,GRTUSDT,100,2021-10-27 07:00:00 to 2021-10-29 07:00:00,1,1,100.0,9.411845588356659,380
383,AXSUSDT,111,2021-10-31 07:00:00 to 2021-11-02 07:00:00,0,0,0.0,0.0,382
384,CRVUSDT,138,2021-11-01 07:00:00 to 2021-11-03 07:00:00,1,1,100.0,2.55352284757584,383
385,CRVUSDT,139,2021-11-04 07:00:00 to 2021-11-06 07:00:00,0,0,0.0,0.0,384
387,FLMUSDT,131,2021-11-08 07:00:00 to 2021-11-10 07:00:00,0,0,0.0,0.0,386
389,ICXUSDT,137,2021-11-12 06:45:00 to 2021-11-14 06:45:00,0,0,0.0,0.0,388
390,CTSIUSDT,2,2021-11-13 03:30:00 to 2021-11-15 03:30:00,0,1,0.0,-1.424694535004789,389
391,MASKUSDT,23,2021-11-16 03:30:00 to 2021-11-18 03:30:00,1,1,100.0,7.66787045544155,390
393,ZECUSDT,214,2021-11-20 08:00:00 to 2021-11-22 08:00:00,0,0,0.0,0.0,392
394,ICXUSDT,140,2021-11-21 06:45:00 to 2021-11-23 06:45:00,0,0,0.0,0.0,393
395,ARPAUSDT,8,2021-11-24 03:30:00 to 2021-11-26 03:30:00,0,0,0.0,0.0,394
397,BALUSDT,147,2021-11-28 07:00:00 to 2021-11-30 07:00:00,0,0,0.0,0.0,396
398,ALICEUSDT,82,2021-11-29 03:00:00 to 2021-12-01 03:00:00,0,1,0.0,-1.3902506158412486,397
399,GALAUSDT,21,2021-12-02 03:30:00 to 2021-12-04 03:30:00,1,1,100.0,9.331800577382232,398
401,ICXUSDT,145,2021-12-06 06:45:00 to 2021-12-08 06:45:00,0,0,0.0,0.0,400
402,STORJUSDT,145,2021-12-07 07:00:00 to 2021-12-09 07:00:00,0,1,0.0,-2.6062456298401537,401
