normalized_period,symbol,original_period,out_sample_range,winning_trades,total_trades,win_rate,net_profit,selected_based_on_period
70,ETCUSDT,5,2020-02-12 08:00:00 to 2020-02-14 08:00:00,0,1,0.0,-3.1576216775642707,69
74,TRXUSDT,8,2020-02-20 08:00:00 to 2020-02-22 08:00:00,1,1,100.0,0.0856883091097771,73
80,XRPUSDT,15,2020-03-03 08:15:00 to 2020-03-05 08:15:00,0,0,0.0,0.0,79
92,LTCUSDT,22,2020-03-27 08:00:00 to 2020-03-29 08:00:00,1,1,100.0,0.7625061865068172,91
98,XRPUSDT,27,2020-04-08 08:15:00 to 2020-04-10 08:15:00,0,0,0.0,0.0,97
106,IOSTUSDT,17,2020-04-24 08:00:00 to 2020-04-26 08:00:00,0,0,0.0,0.0,105
120,BATUSDT,29,2020-05-22 08:00:00 to 2020-05-24 08:00:00,0,0,0.0,0.0,119
128,ZECUSDT,37,2020-06-07 08:00:00 to 2020-06-09 08:00:00,0,1,0.0,-1.5829618028261883,127
132,ATOMUSDT,39,2020-06-15 12:00:00 to 2020-06-17 12:00:00,0,1,0.0,-2.6475194204348518,131
134,LTCUSDT,50,2020-06-19 08:00:00 to 2020-06-21 08:00:00,0,1,0.0,-0.4543995795461053,133
138,ATOMUSDT,43,2020-06-27 12:00:00 to 2020-06-29 12:00:00,0,1,0.0,-5.007768228873665,137
141,ONTUSDT,44,2020-07-04 08:00:00 to 2020-07-06 08:00:00,0,0,0.0,0.0,140
145,XLMUSDT,54,2020-07-12 08:00:00 to 2020-07-14 08:00:00,0,1,0.0,-1.502400809724147,144
147,ALGOUSDT,6,2020-07-16 09:00:00 to 2020-07-18 09:00:00,0,1,0.0,-2.0557058336493017,146
151,LINKUSDT,59,2020-07-24 08:00:00 to 2020-07-26 08:00:00,0,1,0.0,-1.6335501793160678,150
152,LTCUSDT,62,2020-07-25 08:00:00 to 2020-07-27 08:00:00,0,0,0.0,0.0,151
153,XRPUSDT,64,2020-07-28 08:15:00 to 2020-07-30 08:15:00,0,0,0.0,0.0,152
154,XTZUSDT,54,2020-07-29 08:00:00 to 2020-07-31 08:00:00,0,1,0.0,-0.6291552621016216,153
156,ETHUSDT,79,2020-08-02 07:45:00 to 2020-08-04 07:45:00,0,1,0.0,-1.615565492979587,155
157,EOSUSDT,66,2020-08-05 08:00:00 to 2020-08-07 08:00:00,0,0,0.0,0.0,156
159,ALGOUSDT,14,2020-08-09 09:00:00 to 2020-08-11 09:00:00,0,1,0.0,-1.8905194213669763,158
163,XLMUSDT,66,2020-08-17 08:00:00 to 2020-08-19 08:00:00,0,1,0.0,-0.13376603479051674,162
164,DOGEUSDT,9,2020-08-18 09:00:00 to 2020-08-20 09:00:00,0,0,0.0,0.0,163
165,BCHUSDT,78,2020-08-21 08:45:00 to 2020-08-23 08:45:00,1,1,100.0,1.132032700162977,164
166,IOSTUSDT,57,2020-08-22 08:00:00 to 2020-08-24 08:00:00,1,1,100.0,2.0189524807125325,165
168,LINKUSDT,70,2020-08-26 08:00:00 to 2020-08-28 08:00:00,1,1,100.0,2.456191236866978,167
169,XLMUSDT,70,2020-08-29 08:00:00 to 2020-08-31 08:00:00,0,0,0.0,0.0,168
171,XRPUSDT,76,2020-09-02 08:15:00 to 2020-09-04 08:15:00,1,1,100.0,2.84954573246321,170
172,ETCUSDT,73,2020-09-03 08:00:00 to 2020-09-05 08:00:00,0,0,0.0,0.0,171
173,BTCUSDT,117,2020-09-05 17:45:00 to 2020-09-07 17:45:00,0,1,0.0,-1.7646015952986538,172
175,ZRXUSDT,22,2020-09-10 09:00:00 to 2020-09-12 09:00:00,0,0,0.0,0.0,174
177,ZECUSDT,70,2020-09-14 08:00:00 to 2020-09-16 08:00:00,0,1,0.0,-0.5386507735058998,176
179,ADAUSDT,73,2020-09-18 08:00:00 to 2020-09-20 08:00:00,0,1,0.0,-1.3403479806795127,178
181,DASHUSDT,73,2020-09-22 08:00:00 to 2020-09-24 08:00:00,0,0,0.0,0.0,180
183,DOGEUSDT,22,2020-09-26 09:00:00 to 2020-09-28 09:00:00,1,1,100.0,0.2619762359863609,182
185,MKRUSDT,12,2020-09-30 07:00:00 to 2020-10-02 07:00:00,0,1,0.0,-2.1714396867633434,184
187,COMPUSDT,28,2020-10-04 09:00:00 to 2020-10-06 09:00:00,0,0,0.0,0.0,186
189,EGLDUSDT,4,2020-10-08 07:00:00 to 2020-10-10 07:00:00,0,0,0.0,0.0,188
191,BTCUSDT,129,2020-10-11 17:45:00 to 2020-10-13 17:45:00,0,0,0.0,0.0,190
193,RUNEUSDT,10,2020-10-16 07:00:00 to 2020-10-18 07:00:00,1,1,100.0,2.4275697047558387,192
194,DOGEUSDT,29,2020-10-17 09:00:00 to 2020-10-19 09:00:00,0,0,0.0,0.0,193
195,ALGOUSDT,38,2020-10-20 09:00:00 to 2020-10-22 09:00:00,1,1,100.0,2.3717272338731554,194
197,BTCUSDT,133,2020-10-23 17:45:00 to 2020-10-25 17:45:00,0,0,0.0,0.0,196
199,ATOMUSDT,84,2020-10-28 12:00:00 to 2020-10-30 12:00:00,0,0,0.0,0.0,198
200,EGLDUSDT,11,2020-10-29 07:00:00 to 2020-10-31 07:00:00,0,1,0.0,-2.421372513172726,199
201,NEOUSDT,82,2020-11-01 08:45:00 to 2020-11-03 08:45:00,0,0,0.0,0.0,200
203,DEFIUSDT,19,2020-11-05 07:00:00 to 2020-11-07 07:00:00,0,1,0.0,-0.9161882782443675,202
204,AAVEUSDT,3,2020-11-06 07:00:00 to 2020-11-08 07:00:00,1,1,100.0,4.814153277781985,203
205,ETHUSDT,112,2020-11-09 07:45:00 to 2020-11-11 07:45:00,0,1,0.0,-0.8949333043070995,204
207,KSMUSDT,6,2020-11-13 07:00:00 to 2020-11-15 07:00:00,0,1,0.0,-0.8134290291068158,206
208,DEFIUSDT,22,2020-11-14 07:00:00 to 2020-11-16 07:00:00,1,1,100.0,1.5681142888233301,207
209,XMRUSDT,92,2020-11-17 08:00:00 to 2020-11-19 08:00:00,0,0,0.0,0.0,208
211,ETHUSDT,116,2020-11-21 07:45:00 to 2020-11-23 07:45:00,0,0,0.0,0.0,210
213,ONTUSDT,92,2020-11-25 08:00:00 to 2020-11-27 08:00:00,0,1,0.0,-1.6083832983709634,212
215,NEARUSDT,11,2020-11-29 08:00:00 to 2020-12-01 08:00:00,0,0,0.0,0.0,214
217,ZRXUSDT,50,2020-12-03 09:00:00 to 2020-12-05 09:00:00,0,1,0.0,-1.252131022306413,216
219,FLMUSDT,19,2020-12-07 07:00:00 to 2020-12-09 07:00:00,1,1,100.0,3.334730798462915,218
220,NEARUSDT,14,2020-12-08 08:00:00 to 2020-12-10 08:00:00,1,1,100.0,0.7842719463882819,219
221,AXSUSDT,3,2020-12-11 07:00:00 to 2020-12-13 07:00:00,1,1,100.0,0.778537669100321,220
223,SUSHIUSDT,30,2020-12-15 07:00:00 to 2020-12-17 07:00:00,0,1,0.0,-1.8906653068561319,222
224,BCHUSDT,117,2020-12-16 08:45:00 to 2020-12-18 08:45:00,1,1,100.0,0.35635055318921083,223
225,KNCUSDT,56,2020-12-19 08:45:00 to 2020-12-21 08:45:00,0,0,0.0,0.0,224
227,BTCUSDT,153,2020-12-22 17:45:00 to 2020-12-24 17:45:00,0,1,0.0,-1.0512320714486156,226
229,RSRUSDT,19,2020-12-27 07:00:00 to 2020-12-29 07:00:00,0,1,0.0,-2.9062998881744906,228
231,ONTUSDT,104,2020-12-31 08:00:00 to 2021-01-02 08:00:00,0,0,0.0,0.0,230
233,THETAUSDT,70,2021-01-04 08:00:00 to 2021-01-06 08:00:00,1,1,100.0,0.5157391064763539,232
234,ATOMUSDT,107,2021-01-05 12:00:00 to 2021-01-07 12:00:00,0,0,0.0,0.0,233
235,COMPUSDT,60,2021-01-08 09:00:00 to 2021-01-10 09:00:00,1,1,100.0,2.2797799444692624,234
237,EGLDUSDT,36,2021-01-12 07:00:00 to 2021-01-14 07:00:00,1,1,100.0,0.5340448673171849,236
239,ADAUSDT,113,2021-01-16 08:00:00 to 2021-01-18 08:00:00,0,0,0.0,0.0,238
241,LRCUSDT,27,2021-01-20 07:00:00 to 2021-01-22 07:00:00,1,1,100.0,1.3150223571420705,240
243,ALGOUSDT,70,2021-01-24 09:00:00 to 2021-01-26 09:00:00,1,1,100.0,1.6264711623714012,242
