Portfolio,Number of Months,Number of Outliers,Outlier Percentage,Original CAGR (%),Adjusted CAGR (%),CAGR Difference (%)
top4,63,1,1.5873015873015872,188.87856798488286,171.29833174377222,17.58023624111064
