normalized_period,symbol,original_period,out_sample_range,winning_trades,total_trades,win_rate,net_profit,selected_based_on_period
240,AAVEUSDT,27,2021-01-17 07:00:00 to 2021-01-19 07:00:00,1,1,100.0,3.3174723439293397,239
241,LRCUSDT,27,2021-01-20 07:00:00 to 2021-01-22 07:00:00,1,1,100.0,1.3150223571420705,240
243,GRTUSDT,8,2021-01-24 07:00:00 to 2021-01-26 07:00:00,0,0,0.0,0.0,242
245,YFIUSDT,46,2021-01-28 07:00:00 to 2021-01-30 07:00:00,1,1,100.0,0.7777333101272266,244
247,RSRUSDT,31,2021-02-01 07:00:00 to 2021-02-03 07:00:00,1,1,100.0,1.0683261617651096,246
248,TRXUSDT,124,2021-02-02 08:00:00 to 2021-02-04 08:00:00,0,0,0.0,0.0,247
249,KNCUSDT,72,2021-02-05 08:45:00 to 2021-02-07 08:45:00,0,1,0.0,-3.596715982956711,248
251,ICXUSDT,45,2021-02-09 06:45:00 to 2021-02-11 06:45:00,1,1,100.0,1.4849177999800123,250
253,ZRXUSDT,74,2021-02-13 09:00:00 to 2021-02-15 09:00:00,1,1,100.0,3.9360682460378493,252
255,AVAXUSDT,45,2021-02-17 07:00:00 to 2021-02-19 07:00:00,1,2,50.0,0.909586345553759,254
257,IOSTUSDT,118,2021-02-21 08:00:00 to 2021-02-23 08:00:00,1,1,100.0,5.543966789476262,256
259,BALUSDT,55,2021-02-25 07:00:00 to 2021-02-27 07:00:00,1,1,100.0,6.1624257924740355,258
260,XRPUSDT,135,2021-02-26 08:15:00 to 2021-02-28 08:15:00,0,1,0.0,-1.4741331691321857,259
261,DOGEUSDT,74,2021-03-01 09:00:00 to 2021-03-03 09:00:00,0,0,0.0,0.0,260
263,NEARUSDT,43,2021-03-05 08:00:00 to 2021-03-07 08:00:00,1,1,100.0,2.1552916163054103,262
265,ZRXUSDT,82,2021-03-09 09:00:00 to 2021-03-11 09:00:00,0,1,0.0,-1.4877055950835993,264
266,BCHUSDT,145,2021-03-10 08:45:00 to 2021-03-12 08:45:00,0,1,0.0,-0.46987570989456273,265
267,KNCUSDT,84,2021-03-13 08:45:00 to 2021-03-15 08:45:00,1,1,100.0,1.2486277782260746,266
269,UNIUSDT,56,2021-03-17 07:00:00 to 2021-03-19 07:00:00,1,1,100.0,0.6227508127669701,268
271,BALUSDT,63,2021-03-21 07:00:00 to 2021-03-23 07:00:00,0,0,0.0,0.0,270
272,ALGOUSDT,89,2021-03-22 09:00:00 to 2021-03-24 09:00:00,1,2,50.0,-0.7285793338665636,271
273,ZECUSDT,134,2021-03-25 08:00:00 to 2021-03-27 08:00:00,0,1,0.0,-1.5510386410933386,272
275,DEFIUSDT,67,2021-03-29 07:00:00 to 2021-03-31 07:00:00,0,1,0.0,-1.2663457147471635,274
277,BELUSDT,41,2021-04-02 07:00:00 to 2021-04-04 07:00:00,0,1,0.0,-2.6276053463825333,276
279,TRXUSDT,145,2021-04-06 08:00:00 to 2021-04-08 08:00:00,2,2,100.0,8.703023740894578,278
281,MKRUSDT,76,2021-04-10 07:00:00 to 2021-04-12 07:00:00,0,1,0.0,-1.4056484485824527,280
283,ONEUSDT,5,2021-04-14 07:00:00 to 2021-04-16 07:00:00,0,1,0.0,-0.5581058641849768,282
285,ENJUSDT,63,2021-04-18 07:00:00 to 2021-04-20 07:00:00,0,1,0.0,-1.006982524902722,284
287,SANDUSDT,25,2021-04-22 07:00:00 to 2021-04-24 07:00:00,1,1,100.0,10.205828799844285,286
289,DASHUSDT,145,2021-04-26 08:00:00 to 2021-04-28 08:00:00,0,0,0.0,0.0,288
290,DOGEUSDT,93,2021-04-27 09:00:00 to 2021-04-29 09:00:00,0,0,0.0,0.0,289
291,NEOUSDT,142,2021-04-30 08:45:00 to 2021-05-02 08:45:00,0,0,0.0,0.0,290
292,NEARUSDT,62,2021-05-01 08:00:00 to 2021-05-03 08:00:00,0,1,0.0,-1.8391451349766497,291
293,DEFIUSDT,79,2021-05-04 07:00:00 to 2021-05-06 07:00:00,0,1,0.0,-5.829708266441869,292
