Portfolio,Start Date,End Date,Total Return (%),CAGR (%),Max Drawdown (%),Recovery Factor,Sharpe Ratio,Sortino Ratio,Calmar Ratio,Volatility (%),Win Rate (%),Profit Factor,Average Profit (%),Average Loss (%),Profit/Loss Ratio,Number of Trades,Number of Periods
top6,2020-02-07 08:00:00,2025-03-05 16:00:00,27579.651922206063,202.95707178854383,-22.819985746943384,1208.5744587242002,3.216869503655671,2.407753932972475,8.893829910289442,36.4972348642857,48.214285714285715,8.119622427217683,2.7961258656470935,-0.3206170757798154,8.721075940344925,280,628
top1,2019-10-01 17:45:00,2025-03-05 12:15:00,23481.079412523002,173.80739370293742,-24.00414789710803,978.2092458842063,2.5549723147247425,1.7709657782120505,7.240723330315648,39.00121441491988,55.654761904761905,4.966423325736712,2.5145017898012494,-0.6354239094161658,3.957203612485404,336,663
top4,2020-02-06 08:00:00,2025-03-06 06:45:00,20361.583056194428,185.27911989835198,-24.792621280033988,821.2759282775812,2.8038614105808626,2.130896458694643,7.473155734749238,37.44160220405298,53.082191780821915,7.615182386178113,2.7601832536794806,-0.4100801411794953,6.730838625202596,292,630
top3,2020-01-17 17:45:00,2025-03-04 14:00:00,19137.73916374046,179.03987677915413,-35.60910204419091,537.4395327349316,2.8927623926551336,2.081739706557622,5.0279245052842265,36.740784988420785,52.43055555555556,8.680071598497046,2.5636017057999094,-0.3255244580277671,7.87529674830527,288,645
top5,2020-02-03 08:00:00,2025-03-04 21:30:00,12065.314595386126,157.24097139145536,-28.768661748973678,419.3908879274357,3.031510706901388,2.2416924360537798,5.4657033672087625,32.95631008364447,50.943396226415096,9.780458083851926,2.467944404833873,-0.2620393974912853,9.418218895561115,265,621
top9,2020-02-07 08:15:00,2025-03-04 20:30:00,7745.038165934795,136.40168337979878,-29.67504742004379,260.99497184639597,3.338738251400262,2.2966135242147914,4.596511050144684,30.51404351042473,48.9451476793249,6.946003992440538,2.4338266925403587,-0.33591333148501845,7.245400716252626,237,591
top10,2020-02-10 17:45:00,2025-03-04 04:45:00,7533.423338348335,135.56574854976114,-20.539150126366646,366.78359581575296,2.915437023876288,2.163792414167653,6.6003582288310865,33.66671833539781,48.987854251012145,6.40449843870207,2.5647661592542788,-0.3845718361768205,6.669147134516208,247,592
top7,2020-01-29 17:45:00,2025-03-05 07:45:00,6066.176883985403,124.55270407820196,-40.942864831466174,148.16200353726376,2.5738188291374127,1.6399661061388,3.042110135450961,33.42232668744936,49.27007299270073,4.535001226346775,2.208407335783765,-0.4729560012210179,4.669371633053347,274,626
top2,2019-12-17 07:45:00,2025-03-06 06:00:00,5834.4107000757,118.78308228100396,-29.271201212168908,199.32255795673197,2.133055701390696,1.6631690621678479,4.058018713342802,39.1195960388064,46.25850340136054,5.1723368278424395,2.5808753780164295,-0.4294989010867932,6.009038373522836,294,641
top8,2020-02-07 08:00:00,2025-03-04 14:15:00,4250.248207944182,110.44880514985405,-20.688344815870728,205.4416748063708,2.4991292665351126,1.811734249169261,5.338697036078258,35.696092041481286,46.613545816733065,7.554676217680136,2.2125803643380504,-0.2557197442603437,8.652364215120839,251,599
