normalized_period,symbol,original_period,out_sample_range,metric_value,selected_based_on_period
58,BTCUSDT,40,2020-01-18 17:45:00 to 2020-01-20 17:45:00,-0.0780986101170492,57
63,XRPUSDT,4,2020-01-30 08:15:00 to 2020-02-01 08:15:00,0.7839499788045758,62
67,ETHUSDT,20,2020-02-07 07:45:00 to 2020-02-09 07:45:00,1.073981597657894,66
69,XRPUSDT,8,2020-02-11 08:15:00 to 2020-02-13 08:15:00,1.0948911285320355,68
72,ETHUSDT,23,2020-02-16 07:45:00 to 2020-02-18 07:45:00,2.061152304865227,71
73,XLMUSDT,6,2020-02-19 08:00:00 to 2020-02-21 08:00:00,-1.9935862673353404,72
74,BCHUSDT,17,2020-02-20 08:45:00 to 2020-02-22 08:45:00,-0.3832652708715068,73
75,BCHUSDT,18,2020-02-23 08:45:00 to 2020-02-25 08:45:00,0.7362266938907123,74
77,ADAUSDT,5,2020-02-27 08:00:00 to 2020-02-29 08:00:00,1.7776106080206957,76
79,ATOMUSDT,4,2020-03-02 12:00:00 to 2020-03-04 12:00:00,0.8567156885843724,78
81,VETUSDT,3,2020-03-06 08:00:00 to 2020-03-08 08:00:00,-1.3740945618288969,80
83,XMRUSDT,8,2020-03-10 08:00:00 to 2020-03-12 08:00:00,-1.0340367175109713,82
84,LINKUSDT,14,2020-03-11 08:00:00 to 2020-03-13 08:00:00,-21.895817561927377,83
85,ETHUSDT,32,2020-03-14 07:45:00 to 2020-03-16 07:45:00,0.0,84
87,BCHUSDT,26,2020-03-18 08:45:00 to 2020-03-20 08:45:00,0.0,86
88,ETCUSDT,17,2020-03-19 08:00:00 to 2020-03-21 08:00:00,1.672407423392342,87
89,XMRUSDT,12,2020-03-22 08:00:00 to 2020-03-24 08:00:00,0.0,88
90,ETHUSDT,35,2020-03-23 07:45:00 to 2020-03-25 07:45:00,0.0,89
91,ETHUSDT,36,2020-03-26 07:45:00 to 2020-03-28 07:45:00,-0.3914281060958455,90
93,QTUMUSDT,9,2020-03-30 08:00:00 to 2020-04-01 08:00:00,1.6925659388646277,92
95,IOTAUSDT,13,2020-04-03 08:00:00 to 2020-04-05 08:00:00,0.0,94
97,BNBUSDT,15,2020-04-07 08:00:00 to 2020-04-09 08:00:00,2.0026952842511307,96
99,TRXUSDT,25,2020-04-11 08:00:00 to 2020-04-13 08:00:00,0.0,98
101,IOSTUSDT,14,2020-04-15 08:00:00 to 2020-04-17 08:00:00,2.92760338218457,100
103,LINKUSDT,27,2020-04-19 08:00:00 to 2020-04-21 08:00:00,2.374267228526496,102
105,LTCUSDT,31,2020-04-23 08:00:00 to 2020-04-25 08:00:00,0.0,104
106,BTCUSDT,72,2020-04-23 17:45:00 to 2020-04-25 17:45:00,0.0,105
107,IOSTUSDT,18,2020-04-27 08:00:00 to 2020-04-29 08:00:00,0.4174475806451664,106
108,ATOMUSDT,23,2020-04-28 12:00:00 to 2020-04-30 12:00:00,-0.3485351521510892,107
109,ETHUSDT,48,2020-05-01 07:45:00 to 2020-05-03 07:45:00,0.0,108
