normalized_period,symbol,original_period,out_sample_range,winning_trades,total_trades,win_rate,net_profit,selected_based_on_period
72,ETHUSDT,23,2020-02-16 07:45:00 to 2020-02-18 07:45:00,1,1,100.0,1.8296064629024444,71
76,ADAUSDT,4,2020-02-24 08:00:00 to 2020-02-26 08:00:00,0,0,0.0,0.0,75
78,XLMUSDT,9,2020-02-28 08:00:00 to 2020-03-01 08:00:00,0,0,0.0,0.0,77
80,LTCUSDT,14,2020-03-03 08:00:00 to 2020-03-05 08:00:00,0,0,0.0,0.0,79
96,BNBUSDT,14,2020-04-04 08:00:00 to 2020-04-06 08:00:00,0,0,0.0,0.0,95
98,ZECUSDT,17,2020-04-08 08:00:00 to 2020-04-10 08:00:00,0,0,0.0,0.0,97
102,LINKUSDT,26,2020-04-16 08:00:00 to 2020-04-18 08:00:00,0,0,0.0,0.0,101
126,BNBUSDT,34,2020-06-03 08:00:00 to 2020-06-05 08:00:00,0,0,0.0,0.0,125
132,LINKUSDT,46,2020-06-15 08:00:00 to 2020-06-17 08:00:00,0,1,0.0,-0.37430135720267765,131
138,XLMUSDT,49,2020-06-27 08:00:00 to 2020-06-29 08:00:00,0,1,0.0,-2.3901198585646766,137
141,ONTUSDT,44,2020-07-04 08:00:00 to 2020-07-06 08:00:00,0,0,0.0,0.0,140
144,BNBUSDT,46,2020-07-09 08:00:00 to 2020-07-11 08:00:00,0,1,0.0,-1.1824689679524214,143
145,XLMUSDT,54,2020-07-12 08:00:00 to 2020-07-14 08:00:00,0,1,0.0,-1.502400809724147,144
147,ONTUSDT,48,2020-07-16 08:00:00 to 2020-07-18 08:00:00,0,1,0.0,-2.5596981934547514,146
150,BNBUSDT,50,2020-07-21 08:00:00 to 2020-07-23 08:00:00,0,0,0.0,0.0,149
151,LINKUSDT,59,2020-07-24 08:00:00 to 2020-07-26 08:00:00,0,1,0.0,-1.6335501793160678,150
153,LTCUSDT,63,2020-07-28 08:00:00 to 2020-07-30 08:00:00,0,1,0.0,-1.2923989076338627,152
