normalized_period,symbol,original_period,out_sample_range,winning_trades,total_trades,win_rate,net_profit,selected_based_on_period
79,BNBUSDT,3,2020-03-02 08:00:00 to 2020-03-04 08:00:00,0,1,0.0,-0.48250858160872045,78
80,ONTUSDT,3,2020-03-03 08:00:00 to 2020-03-05 08:00:00,0,0,0.0,0.0,79
81,ZECUSDT,6,2020-03-06 08:00:00 to 2020-03-08 08:00:00,0,0,0.0,0.0,80
83,XMRUSDT,8,2020-03-10 08:00:00 to 2020-03-12 08:00:00,0,1,0.0,-1.9251648533721744,82
85,DASHUSDT,9,2020-03-14 08:00:00 to 2020-03-16 08:00:00,0,0,0.0,0.0,84
86,ZECUSDT,9,2020-03-15 08:00:00 to 2020-03-17 08:00:00,0,0,0.0,0.0,85
87,ZECUSDT,10,2020-03-18 08:00:00 to 2020-03-20 08:00:00,0,0,0.0,0.0,86
89,XTZUSDT,11,2020-03-22 08:00:00 to 2020-03-24 08:00:00,0,1,0.0,-0.19959557342209555,88
91,LINKUSDT,19,2020-03-26 08:00:00 to 2020-03-28 08:00:00,0,0,0.0,0.0,90
93,QTUMUSDT,9,2020-03-30 08:00:00 to 2020-04-01 08:00:00,0,0,0.0,0.0,92
95,ETCUSDT,22,2020-04-03 08:00:00 to 2020-04-05 08:00:00,0,0,0.0,0.0,94
97,LINKUSDT,23,2020-04-07 08:00:00 to 2020-04-09 08:00:00,0,0,0.0,0.0,96
98,LTCUSDT,26,2020-04-08 08:00:00 to 2020-04-10 08:00:00,0,0,0.0,0.0,97
99,ONTUSDT,16,2020-04-11 08:00:00 to 2020-04-13 08:00:00,1,1,100.0,1.2321742532271474,98
101,XMRUSDT,20,2020-04-15 08:00:00 to 2020-04-17 08:00:00,0,1,0.0,-1.1097701883479916,100
103,LINKUSDT,27,2020-04-19 08:00:00 to 2020-04-21 08:00:00,1,1,100.0,1.0357695127868993,102
104,NEOUSDT,17,2020-04-20 08:45:00 to 2020-04-22 08:45:00,1,1,100.0,1.0907387875157992,103
105,LTCUSDT,31,2020-04-23 08:00:00 to 2020-04-25 08:00:00,0,0,0.0,0.0,104
107,ADAUSDT,25,2020-04-27 08:00:00 to 2020-04-29 08:00:00,0,1,0.0,-2.12877915981996,106
108,ETHUSDT,47,2020-04-28 07:45:00 to 2020-04-30 07:45:00,0,0,0.0,0.0,107
109,DASHUSDT,25,2020-05-01 08:00:00 to 2020-05-03 08:00:00,0,0,0.0,0.0,108
111,ZECUSDT,26,2020-05-05 08:00:00 to 2020-05-07 08:00:00,0,0,0.0,0.0,110
113,XMRUSDT,28,2020-05-09 08:00:00 to 2020-05-11 08:00:00,0,0,0.0,0.0,112
114,DASHUSDT,28,2020-05-10 08:00:00 to 2020-05-12 08:00:00,1,1,100.0,2.9923723338254105,113
115,LINKUSDT,35,2020-05-13 08:00:00 to 2020-05-15 08:00:00,0,0,0.0,0.0,114
