datetime,equity,volume,symbol,normalized_period
2020-02-27 08:00:00,10000.0,,DASHUSDT,78
2020-02-28 11:30:00,10087.548061707572,148017.20800000007,DASHUSDT,78
2020-03-02 08:00:00,10087.548061707572,,LTCUSDT,80
2020-03-17 08:00:00,10087.548061707572,,QTUMUSDT,87
2020-03-29 08:00:00,10087.548061707572,,ONTUSDT,93
2020-04-03 08:00:00,10087.548061707572,,BNBUSDT,96
2020-04-10 08:00:00,10087.548061707572,,QTUMUSDT,99
2020-04-11 02:15:00,10168.50977462753,1502534.4,QTUMUSDT,99
2020-04-12 08:30:00,10284.920079259635,908193.1,QTUMUSDT,99
2020-04-19 08:45:00,10284.920079259635,,NEOUSDT,104
2020-04-22 03:15:00,10173.948872683251,542439.35,NEOUSDT,104
2020-04-22 08:45:00,10173.948872683251,,BCHUSDT,105
2020-05-01 08:00:00,10173.948872683251,,ZECUSDT,110
2020-05-02 17:30:00,10278.50275671658,126445.11,ZECUSDT,110
2020-05-04 08:45:00,10278.502756716578,,NEOUSDT,111
2020-05-16 08:45:00,10278.502756716578,,BCHUSDT,117
2020-05-21 08:00:00,10278.502756716578,,DASHUSDT,120
2020-05-28 08:00:00,10278.502756716578,,VETUSDT,123
2020-06-06 08:00:00,10278.502756716578,,LTCUSDT,128
2020-06-07 19:45:00,10346.476470355572,439448.681,LTCUSDT,128
2020-06-09 08:00:00,10346.476470355572,,ONTUSDT,129
2020-06-21 08:00:00,10346.476470355572,,LTCUSDT,135
2020-06-26 12:00:00,10346.476470355572,,ATOMUSDT,138
2020-06-28 15:30:00,10891.91850475132,2565187.949999999,ATOMUSDT,138
2020-07-03 09:00:00,10891.918504751322,,ALGOUSDT,141
2020-07-08 08:00:00,10891.918504751322,,BNBUSDT,144
2020-07-10 15:00:00,11022.25322875043,1702424.8400000003,BNBUSDT,144
2020-07-11 12:00:00,11022.25322875043,,ATOMUSDT,145
2020-07-12 08:00:00,10793.08102045742,,QTUMUSDT,146
2020-07-12 22:15:00,11105.399078129276,10299197.359999998,ATOMUSDT,145
2020-07-14 01:30:00,10793.08102045742,10657220.399999997,ATOMUSDT,145
2020-07-14 06:45:00,10907.77928003533,8230349.400000003,QTUMUSDT,146
2020-07-15 08:00:00,10907.77928003533,,ZECUSDT,147
2020-07-16 08:00:00,11129.159266342504,,ADAUSDT,148
2020-07-16 15:30:00,11129.159266342504,280891.4790000001,ZECUSDT,147
2020-07-18 15:30:00,11216.264960425327,578138374.0,ADAUSDT,148
2020-07-20 08:00:00,11216.26496042533,,BNBUSDT,150
2020-07-23 08:00:00,11216.26496042533,,LINKUSDT,151
2020-07-25 06:30:00,11402.531026454546,26065315.870000012,LINKUSDT,151
2020-07-27 08:00:00,11402.531026454546,,LTCUSDT,153
2020-07-28 08:00:00,11551.82670864888,,XTZUSDT,154
2020-07-28 11:30:00,11551.82670864888,4544196.409999998,LTCUSDT,153
2020-07-30 07:30:00,11624.965792650855,17521952.400000006,XTZUSDT,154
2020-08-04 08:00:00,11624.965792650853,,XLMUSDT,157
2020-08-11 08:45:00,11624.965792650853,,KNCUSDT,159
2020-08-12 22:30:00,11727.841136300049,14363821.0,KNCUSDT,159
2020-08-13 10:00:00,11830.086413026405,15015357.0,KNCUSDT,159
2020-08-14 00:00:00,11699.136617873586,28991776.0,KNCUSDT,159
2020-08-16 08:00:00,11699.136617873586,,BNBUSDT,163
2020-08-17 09:00:00,11699.136617873586,,DOGEUSDT,164
2020-08-20 08:00:00,11699.136617873586,,TRXUSDT,165
2020-08-22 06:00:00,10972.92974733027,1494916975.0,TRXUSDT,165
2020-08-24 08:00:00,10972.92974733027,,ADAUSDT,167
2020-08-25 09:00:00,10999.023973421117,,ZRXUSDT,168
2020-08-26 02:15:00,11048.410673947406,39556885.4,ZRXUSDT,168
2020-08-26 02:45:00,10999.023973421119,284853264.0,ADAUSDT,167
2020-08-26 14:45:00,11152.263118903993,37132237.00000001,ZRXUSDT,168
2020-08-27 13:30:00,11219.713085769787,37184882.79999999,ZRXUSDT,168
2020-08-28 02:00:00,11220.225072416462,38300678.0,ZRXUSDT,168
2020-08-28 09:00:00,11220.225072416462,,ZILUSDT,169
2020-09-01 08:00:00,11220.225072416462,,LTCUSDT,171
2020-09-05 08:00:00,11220.225072416462,,XMRUSDT,173
2020-09-09 08:00:00,11220.225072416462,,DASHUSDT,175
2020-09-10 08:00:00,11220.225072416462,,TRXUSDT,176
2020-09-13 09:00:00,11220.225072416462,,ALGOUSDT,177
2020-09-14 07:00:00,11165.049607727959,,DOTUSDT,178
2020-09-16 03:15:00,11165.049607727959,32079721.79999999,ALGOUSDT,177
2020-09-16 17:45:00,11165.049607727959,,BTCUSDT,179
2020-09-21 12:00:00,11165.049607727959,,ATOMUSDT,181
2020-09-24 06:15:00,11288.15179790541,3173361.720000001,ATOMUSDT,181
2020-09-25 08:00:00,11288.15179790541,,ZECUSDT,183
2020-09-26 07:00:00,11288.15179790541,,MKRUSDT,184
2020-09-27 23:45:00,11323.386151294972,23794.450999999994,MKRUSDT,184
2020-09-29 08:00:00,11323.386151294972,,ADAUSDT,185
2020-10-03 12:00:00,11323.386151294972,,ATOMUSDT,187
2020-10-07 08:15:00,11323.386151294972,,XRPUSDT,189
2020-10-08 06:45:00,11323.386151294972,,ICXUSDT,190
2020-10-09 10:30:00,11440.387745671553,7565757.0,ICXUSDT,190
2020-10-10 15:45:00,11569.457284364596,8707852.0,ICXUSDT,190
