Portfolio,Number of Months,Number of Outliers,Outlier Percentage,Original CAGR (%),Adjusted CAGR (%),CAGR Difference (%)
top5,62,1,1.6129032258064515,106.8537509555454,93.988210603916,12.865540351629392
