Portfolio,Start Date,End Date,Total Return (%),CAGR (%),Max Drawdown (%),Recovery Factor,Sharpe Ratio,Sortino Ratio,Calmar Ratio,Volatility (%),Win Rate (%),Profit Factor,Average Profit (%),Average Loss (%),Profit/Loss Ratio,Number of Trades,Number of Periods
top4,2020-01-22 07:45:00,2025-03-06 06:45:00,55873.51762656723,244.37014399970192,-33.176795959652495,1684.1143338409483,2.7986777685304847,2.0206507893260466,7.36569451422884,43.95761509239871,55.4858934169279,4.993735569527591,2.953847069396845,-0.7373053529808148,4.006273733745299,319,627
top2,2019-12-17 07:45:00,2025-03-04 14:00:00,23823.847784491547,185.9817063452312,-29.71802914298678,801.6631139926649,2.6315375862400967,1.9133886465741206,6.258211318468992,38.14017449989681,54.96894409937888,8.17603338108481,2.82386359353754,-0.42160555315539916,6.697880453431065,322,651
top3,2020-01-10 07:45:00,2025-03-06 06:00:00,21711.938794053167,184.52762951031883,-37.63180177605212,576.9571949613655,2.8238833863270285,2.129063882794525,4.903502378346054,35.58576877228105,51.973684210526315,3.5429955229673475,2.4923431721650764,-0.7612748247690997,3.2739072554002067,304,657
top1,2019-10-01 17:45:00,2025-03-05 12:15:00,17434.543212818924,159.25168046773007,-23.038965023090373,756.7415982161299,2.3908682217682844,1.7078152289221464,6.912275803540786,39.70931236484891,55.85585585585585,4.873162363399775,2.43110324490152,-0.6312307267212481,3.8513702549449826,333,652
top8,2020-02-15 08:00:00,2025-03-05 19:15:00,14998.255673794933,169.99557228499845,-18.217883551558135,823.2710254925395,2.8346622662310508,2.206064374622866,9.331247057535347,37.32087617697491,52.36363636363637,7.175574053875449,2.3249830577324193,-0.3561675411736675,6.527779174011694,275,614
top6,2020-03-01 08:00:00,2025-03-05 07:45:00,9274.342642275067,147.62539472793424,-21.294456722105004,435.52849285174335,2.5252960590323963,1.733854001021059,6.932573892560953,36.73102275050651,47.183098591549296,4.625555807212039,2.5377303379119405,-0.49011171767364575,5.177860978222434,284,642
top7,2020-02-03 08:00:00,2025-03-04 20:30:00,5830.570903880931,123.32383346017734,-17.779399636618898,327.9396955492322,2.637949896656822,2.075546259271313,6.9363328335438545,32.463366877982445,46.42857142857143,6.242748671445372,2.72262147584528,-0.37797537643295714,7.203171543975434,252,621
top10,2020-02-11 08:00:00,2025-03-04 14:15:00,5753.738140679937,123.52510309024166,-34.57210085407011,166.42720571036864,2.4616467280777563,1.6199408067889218,3.572970691357314,36.71772569991189,49.596774193548384,4.417039699063027,2.414276745201583,-0.5378372120545568,4.48886148278763,248,589
top9,2020-03-02 08:00:00,2025-03-04 04:45:00,5151.107755883514,120.75418743741535,-19.353822252105225,266.1545450187856,3.24880313813964,2.5793327749226633,6.239294019778457,27.82035681462417,47.03389830508475,6.047021280972922,2.1858358380272365,-0.32098815829797933,6.809708649744281,236,590
top5,2020-02-03 08:00:00,2025-03-05 16:00:00,3938.017343297097,106.97330712552913,-31.0283937403809,126.91657119756385,2.355770353241733,1.559512242196866,3.4475940978637314,34.02918354923628,52.05992509363296,4.495542954670743,2.2776938746704736,-0.5501967653217815,4.139780562574497,267,618
