Portfolio,Start Date,End Date,Total Return (%),CAGR (%),Max Drawdown (%),Recovery Factor,Sharpe Ratio,Sortino Ratio,Calmar Ratio,Volatility (%),Win Rate (%),Profit Factor,Average Profit (%),Average Loss (%),Profit/Loss Ratio,Number of Trades,Number of Periods
top2,2019-12-12 17:45:00,2025-03-06 15:15:00,76160.85572408832,255.78169963950347,-32.73701331618841,2326.4448405385497,2.7528296501382483,2.1745933544107188,7.813226489816032,44.55033395183046,56.09756097560976,5.065486459247299,3.0789170339748133,-0.776662181862604,3.964293750715277,328,642
top5,2020-02-19 08:00:00,2025-03-05 19:15:00,41411.5773313932,230.703292605622,-17.62057181076918,2350.1835114161076,3.231885741158199,2.6942061545414284,13.092838023827516,36.041139708793914,54.092526690391466,9.777630994084788,2.773589343571661,-0.33424305693503875,8.298121041032477,281,610
top7,2020-01-29 17:45:00,2025-03-04 21:30:00,20196.408505420204,183.704786928348,-23.28474748646896,867.3664387881628,3.331802775442587,2.408354723732451,7.889490192457574,32.72230437485133,53.92857142857142,5.83903263820564,2.240058153765168,-0.44906129795898875,4.988312651182301,280,610
top3,2020-01-17 17:45:00,2025-03-07 13:15:00,18522.55010771878,176.82392795335087,-36.82383182798342,503.0044182866107,2.6021949310345116,1.7931316032936904,4.801888320024795,39.995798124712124,52.18855218855219,5.149335057774143,2.6944612592324324,-0.5711683658197558,4.717455343251146,297,627
top4,2020-02-06 08:00:00,2025-03-05 07:45:00,8746.43706460162,141.95407973283332,-27.83546763752979,314.21915300639824,2.437327500699689,1.7167724061625707,5.099755519876396,36.67942056402398,51.307189542483655,4.989144508654647,2.5894241547568257,-0.5468780539114364,4.734920584646769,306,623
top9,2020-02-03 08:00:00,2025-03-06 06:45:00,6199.013577073693,125.88931595903357,-17.872079614165038,346.85463084891836,3.016502146030514,2.255290642667824,7.0439097562690085,31.146907195863964,50.588235294117645,5.563311484061114,2.280982670547545,-0.41976649850393366,5.433932147222486,255,580
top10,2020-02-10 17:45:00,2025-03-03 12:30:00,6165.058235131867,126.64572669917989,-26.737858355180066,230.5741227751503,2.726174174176041,1.584650911524822,4.736569586720252,33.793020445764974,46.36015325670498,6.921003753293309,2.7025098233857108,-0.3374858208908836,8.007772937694737,261,567
top8,2020-02-03 08:00:00,2025-03-05 23:00:00,4781.054536543769,114.83781360878629,-36.57692430522287,130.71231732464383,2.3174966487068165,1.493432379408872,3.1396246620000374,36.56875492982547,51.9434628975265,4.804815675358105,2.099221469996423,-0.4722369379269183,4.445271645229266,283,602
top6,2020-01-26 08:15:00,2025-03-06 06:00:00,3623.497777814267,103.07765452969262,-34.352643749265866,105.47944444280807,1.9932155544846883,1.2813404075513668,3.0005741416014144,39.3356396471092,49.45054945054945,4.810877678384471,2.3750308026284337,-0.48294715716066217,4.917786071237462,273,607
top1,2019-10-01 17:45:00,2025-03-05 15:00:00,-4945.757434214357,,-3815.536668989675,1.296215411690423,1.689740179771994,0.9297235695199273,,61.85636403848759,59.2375366568915,3.7238379430137454,3.4989064004935133,-1.3654572925432398,2.562442940984706,341,650
