normalized_period,symbol,original_period,out_sample_range,net_profit,winning_trades,total_trades,win_rate,max_drawdown,recovery_factor,selected_based_on_period,rank_in_prev_period,profit_rank_prev_period,wins_rank_prev_period,recovery_rank_prev_period,final_rank_prev_period
78,DASHUSDT,4,2020-02-28 08:00:00 to 2020-03-01 08:00:00,-0.8678824742347935,0,1,0.0,-0.8678824742347935,1.0,77,9,6,1,13,6.6
80,LTCUSDT,14,2020-03-03 08:00:00 to 2020-03-05 08:00:00,0.0,0,0,0.0,0.0,0.0,79,9,3,3,8,4.5
87,QTUMUSDT,5,2020-03-18 08:00:00 to 2020-03-20 08:00:00,0.0,0,0,0.0,0.0,0.0,86,9,9,3,3,5.4
93,ONTUSDT,12,2020-03-30 08:00:00 to 2020-04-01 08:00:00,0.0,0,0,0.0,0.0,0.0,92,9,9,5,4,6.3
96,BNBUSDT,14,2020-04-04 08:00:00 to 2020-04-06 08:00:00,0.0,0,0,0.0,0.0,0.0,95,9,2,2,7,3.5
98,ONTUSDT,15,2020-04-08 08:00:00 to 2020-04-10 08:00:00,-0.9800798972932512,0,1,0.0,-0.9800798972932512,1.0,97,9,5,5,15,8.0
99,QTUMUSDT,13,2020-04-11 08:00:00 to 2020-04-13 08:00:00,-1.9190427930507514,0,1,0.0,-1.9190427930507514,1.0,98,9,9,4,1,5.1
104,NEOUSDT,17,2020-04-20 08:45:00 to 2020-04-22 08:45:00,1.0907387875157992,1,1,100.0,0.0,999.0,103,9,4,4,6,4.6
105,BCHUSDT,38,2020-04-23 08:45:00 to 2020-04-25 08:45:00,0.0,0,0,0.0,0.0,0.0,104,9,9,5,5,6.6
110,BCHUSDT,41,2020-05-02 08:45:00 to 2020-05-04 08:45:00,0.0,0,0,0.0,0.0,0.0,109,9,8,8,16,10.399999999999999
111,NEOUSDT,22,2020-05-05 08:45:00 to 2020-05-07 08:45:00,0.0,0,0,0.0,0.0,0.0,110,9,9,1,1,4.2
117,BCHUSDT,46,2020-05-17 08:45:00 to 2020-05-19 08:45:00,0.0,0,0,0.0,0.0,0.0,116,9,9,1,1,4.2
120,DASHUSDT,32,2020-05-22 08:00:00 to 2020-05-24 08:00:00,0.0,0,0,0.0,0.0,0.0,119,9,13,7,5,8.8
123,VETUSDT,31,2020-05-29 08:00:00 to 2020-05-31 08:00:00,0.0,0,0,0.0,0.0,0.0,122,9,9,1,1,4.2
129,ONTUSDT,36,2020-06-10 08:00:00 to 2020-06-12 08:00:00,0.0,0,0,0.0,0.0,0.0,128,9,9,1,1,4.2
135,LTCUSDT,51,2020-06-22 08:00:00 to 2020-06-24 08:00:00,0.0,0,0,0.0,0.0,0.0,134,9,9,1,1,4.2
138,ATOMUSDT,43,2020-06-27 12:00:00 to 2020-06-29 12:00:00,-5.007768228873665,0,1,0.0,-5.007768228873665,1.0,137,9,2,3,13,5.6
141,ALGOUSDT,2,2020-07-04 09:00:00 to 2020-07-06 09:00:00,0.0,0,0,0.0,0.0,0.0,140,9,9,1,1,4.2
144,BNBUSDT,46,2020-07-09 08:00:00 to 2020-07-11 08:00:00,-1.1824689679524214,0,1,0.0,-1.1824689679524214,1.0,143,9,3,3,8,4.5
145,XLMUSDT,54,2020-07-12 08:00:00 to 2020-07-14 08:00:00,-1.502400809724147,0,1,0.0,-1.502400809724147,1.0,144,9,9,4,1,5.1
146,ONTUSDT,47,2020-07-13 08:00:00 to 2020-07-15 08:00:00,-5.371340533505364,0,1,0.0,-5.371340533505364,1.0,145,9,6,6,19,9.9
147,NEOUSDT,46,2020-07-16 08:45:00 to 2020-07-18 08:45:00,-1.2662290750311778,0,1,0.0,-1.2662290750311778,1.0,146,9,9,3,2,5.1
148,ADAUSDT,52,2020-07-17 08:00:00 to 2020-07-19 08:00:00,-0.7766016083799787,0,1,0.0,-0.7766016083799787,1.0,147,9,9,1,20,9.9
150,BNBUSDT,50,2020-07-21 08:00:00 to 2020-07-23 08:00:00,0.0,0,0,0.0,0.0,0.0,149,9,2,2,11,4.699999999999999
151,LINKUSDT,59,2020-07-24 08:00:00 to 2020-07-26 08:00:00,-1.6335501793160678,0,1,0.0,-1.6335501793160678,1.0,150,9,9,2,2,4.8
