normalized_period,symbol,original_period,out_sample_range,net_profit,winning_trades,total_trades,win_rate,max_drawdown,recovery_factor,selected_based_on_period,rank_in_prev_period,profit_rank_prev_period,wins_rank_prev_period,recovery_rank_prev_period,final_rank_prev_period
70,ETCUSDT,5,2020-02-12 08:00:00 to 2020-02-14 08:00:00,-3.1576216775642707,0,1,0.0,-3.1576216775642707,1.0,69,10,10,1,1,4.6
74,TRXUSDT,8,2020-02-20 08:00:00 to 2020-02-22 08:00:00,0.0856883091097771,1,1,100.0,0.0,999.0,73,10,10,4,3,6.1
80,XRPUSDT,15,2020-03-03 08:15:00 to 2020-03-05 08:15:00,0.0,0,0,0.0,0.0,0.0,79,10,3,3,8,4.5
92,LTCUSDT,22,2020-03-27 08:00:00 to 2020-03-29 08:00:00,0.7625061865068172,1,1,100.0,-1.6216945024801532,0.47019101645881606,91,10,1,1,1,1.0
98,LTCUSDT,26,2020-04-08 08:00:00 to 2020-04-10 08:00:00,0.0,0,0,0.0,0.0,0.0,97,10,5,5,15,8.0
100,IOSTUSDT,13,2020-04-12 08:00:00 to 2020-04-14 08:00:00,0.15122802724771844,1,1,100.0,-1.1741310089312895,0.1287999602236622,99,10,10,1,17,9.399999999999999
102,LINKUSDT,26,2020-04-16 08:00:00 to 2020-04-18 08:00:00,0.0,0,0,0.0,0.0,0.0,101,10,11,7,4,7.7
106,IOSTUSDT,17,2020-04-24 08:00:00 to 2020-04-26 08:00:00,0.0,0,0,0.0,0.0,0.0,105,10,1,1,7,2.8
128,ZECUSDT,37,2020-06-07 08:00:00 to 2020-06-09 08:00:00,-1.5829618028261883,0,1,0.0,-1.5829618028261883,1.0,127,10,3,3,14,6.300000000000001
132,ATOMUSDT,39,2020-06-15 12:00:00 to 2020-06-17 12:00:00,-2.6475194204348518,0,1,0.0,-2.6475194204348518,1.0,131,10,2,2,14,5.6
134,LTCUSDT,50,2020-06-19 08:00:00 to 2020-06-21 08:00:00,-0.4543995795461053,0,1,0.0,-0.4543995795461053,1.0,133,10,1,1,1,1.0
138,XLMUSDT,49,2020-06-27 08:00:00 to 2020-06-29 08:00:00,-2.3901198585646766,0,1,0.0,-2.3901198585646766,1.0,137,10,2,3,13,5.6
141,ONTUSDT,44,2020-07-04 08:00:00 to 2020-07-06 08:00:00,0.0,0,0,0.0,0.0,0.0,140,10,10,1,1,4.6
147,ALGOUSDT,6,2020-07-16 09:00:00 to 2020-07-18 09:00:00,-2.0557058336493017,0,1,0.0,-2.0557058336493017,1.0,146,10,10,3,2,5.5
148,XTZUSDT,50,2020-07-17 08:00:00 to 2020-07-19 08:00:00,0.0,0,0,0.0,0.0,0.0,147,10,7,1,23,10.0
