datetime,equity,volume,symbol,normalized_period
2019-12-17 07:45:00,10000.0,,ETHUSDT,42
2019-12-18 13:45:00,10095.958832042224,874749.9789999998,ETHUSDT,42
2019-12-19 02:45:00,10152.563461234478,1060473.594,ETHUSDT,42
2019-12-24 17:45:00,10152.563461234478,,BTCUSDT,46
2020-01-05 17:45:00,10152.563461234478,,BTCUSDT,52
2020-01-26 08:00:00,10152.563461234478,,LTCUSDT,62
2020-01-28 21:30:00,10272.955544805875,471097.6099999999,LTCUSDT,62
2020-01-29 08:45:00,10272.955544805875,,BCHUSDT,63
2020-01-31 20:45:00,10324.190992562597,407498.095,BCHUSDT,63
2020-02-02 08:00:00,10324.190992562597,,ETCUSDT,65
2020-02-03 07:45:00,10411.26409128363,,ETHUSDT,66
2020-02-03 20:00:00,10411.264091283629,10873462.830000004,ETCUSDT,65
2020-02-06 08:00:00,10411.26409128363,,XLMUSDT,67
2020-02-07 08:45:00,10687.731337963101,,BCHUSDT,68
2020-02-08 04:15:00,10769.901398514916,426316.193,BCHUSDT,68
2020-02-08 08:45:00,10687.731337963101,160505222.0,XLMUSDT,67
2020-02-09 17:00:00,10864.693829211443,263662.419,BCHUSDT,68
2020-02-10 08:00:00,10864.693829211443,,LTCUSDT,69
2020-02-14 08:00:00,10864.693829211443,,ETCUSDT,71
2020-02-15 08:00:00,10864.693829211443,,XLMUSDT,72
2020-02-16 18:45:00,10472.596616552935,141573283.0,XLMUSDT,72
2020-02-17 06:30:00,10839.946917750649,214069160.0,XLMUSDT,72
2020-02-17 15:00:00,10951.779138787024,252383068.0,XLMUSDT,72
2020-02-18 07:45:00,10951.779138787024,,ETHUSDT,73
2020-02-20 20:15:00,10552.477134281713,1352854.95,ETHUSDT,73
2020-02-22 08:00:00,10552.477134281713,,ZECUSDT,75
2020-02-23 08:00:00,10611.18393910785,,ETCUSDT,76
2020-02-24 11:15:00,10611.18393910785,128389.391,ZECUSDT,75
2020-02-26 08:00:00,10611.18393910785,,ETCUSDT,77
2020-03-01 07:45:00,10611.18393910785,,ETHUSDT,79
2020-03-03 22:15:00,10692.250399676186,1644588.953,ETHUSDT,79
2020-03-05 08:00:00,10692.250399676186,,VETUSDT,81
2020-03-09 08:00:00,10692.250399676186,,XTZUSDT,83
2020-03-10 08:00:00,10981.24997339792,,DASHUSDT,84
2020-03-10 17:30:00,10856.921579699703,33440692.40000001,XTZUSDT,83
2020-03-11 13:30:00,10873.770909783758,30007611.000000004,XTZUSDT,83
2020-03-11 19:00:00,11215.701082269336,100476.623,DASHUSDT,84
2020-03-11 19:45:00,10981.24997339792,24138548.90000001,XTZUSDT,83
2020-03-12 15:45:00,9208.404738682064,111156.71799999996,DASHUSDT,84
2020-03-13 02:45:00,8797.072481699794,208437.1439999999,DASHUSDT,84
2020-03-13 03:30:00,9439.180637935764,292583.672,DASHUSDT,84
2020-03-13 05:30:00,9770.988844896781,335109.1870000001,DASHUSDT,84
2020-03-13 08:00:00,9770.988844896781,,LINKUSDT,85
2020-03-14 08:45:00,9850.074706714797,,BCHUSDT,86
2020-03-16 02:15:00,9850.074706714797,29183306.390000004,LINKUSDT,85
2020-03-17 08:00:00,9850.074706714797,,ONTUSDT,87
2020-03-18 08:00:00,9850.074706714797,,ETCUSDT,88
2020-03-20 17:45:00,10014.808087319587,,BTCUSDT,89
2020-03-20 21:45:00,10014.808087319587,8238232.639999998,ETCUSDT,88
2020-03-25 07:45:00,10014.808087319587,,ETHUSDT,91
2020-03-26 08:45:00,10014.808087319587,,BCHUSDT,92
